Company Name,Ticker,Market,Multiple Engagements,Governance,Proxy Contest/M&A,Pay,ES,Letter,Comprehensive Engagement,Year,Quarter,Dissident
Sky plc,,UK,0,1,0,1,0,,,2017,,
Standard Chartered,,UK,0,0,0,1,0,,,2017,,
Tesco,,UK,0,1,1,1,0,,,2017,,
UDG Healthcare plc,,UK,0,1,0,1,0,,,2017,,
Admiral Group plc,,UK,0,0,,,0,0,1,2018,,
Amadeus IT Group SA,,UK,0,1,,,0,0,1,2018,,
Antofagasta plc,,UK,0,1,,,0,0,1,2018,,
Aviva plc,,UK,0,1,,,0,0,1,2018,,
Barclays plc,,UK,0,1,,,0,0,1,2018,,
BHP Billiton Limited,,UK,1,1,,,0,0,1,2018,,
Burberry Group plc,,UK,0,1,,,0,0,1,2018,,
Crest Nicholson Holdings plc,,UK,0,1,,,0,0,1,2018,,
CYBG plc,,UK,0,0,,,0,0,1,2018,,
Direct Line Insurance Group PLC,,UK,1,1,,,0,0,1,2018,,
Foxtons Group PLC,,UK,0,0,,,0,0,1,2018,,
GKN plc,,UK,0,0,,,0,0,1,2018,,
GVC Holdings PLC,,UK,0,1,,,0,0,1,2018,,
Hunting plc,,UK,0,0,,,0,0,1,2018,,
Interserve plc,,UK,0,1,,,0,0,1,2018,,
Intertek Group plc,,UK,0,1,,,1,0,1,2018,,
J Sainsbury plc,,UK,0,1,,,1,0,1,2018,,
Melrose Industries PLC,,UK,0,0,,,0,0,1,2018,,
Paddy Power Betfair plc,,UK,0,1,,,1,0,1,2018,,
Persimmon plc,,UK,1,1,,,0,0,1,2018,,
Petrofac Ltd,,UK,0,1,,,0,0,1,2018,,
Petropavlovsk PLC,,UK,0,0,,,0,0,1,2018,,Fincarft
Petropavlovsk PLC,,UK,0,0,,,0,0,1,2018,,
Premier Foods plc,,UK,0,0,,,0,0,1,2018,,
Premier Foods plc (Dissidents),,UK,0,0,,,0,0,1,2018,,
Reckitt Benckiser Group plc,,UK,1,1,,,0,0,1,2018,,
Rio Tinto plc,,UK,0,0,,,0,0,1,2018,,
Royal Bank of Scotland Group plc,,UK,0,1,,,1,0,1,2018,,
Royal Dutch Shell plc,,UK,1,1,,,1,0,1,2018,,
Royal Mail plc,,UK,0,0,,,0,0,1,2018,,
SEGRO plc,,UK,0,1,,,0,0,1,2018,,
Severn Trent Plc,,UK,0,0,,,0,0,1,2018,,
SIG plc,,UK,0,0,,,0,0,1,2018,,
Sirius Minerals Plc,,UK,0,1,,,0,0,1,2018,,
Sports Direct International plc,,UK,0,1,,,1,0,1,2018,,
Standard Chartered PLC,,UK,0,1,,,1,0,1,2018,,
Stobart Group Ltd,,UK,0,1,,,0,0,1,2018,,
Tate & Lyle plc,,UK,0,0,,,0,0,1,2018,,
Tesco PLC,,UK,0,1,,,1,0,1,2018,,
The Berkeley Group Holdings plc,,UK,0,1,,,0,0,1,2018,,
The Sage Group plc,,UK,0,0,,,0,0,1,2018,,
The Weir Group PLC,,UK,0,0,,,0,0,1,2018,,
TP Group Plc,,UK,0,0,,,1,1,0,2018,,
Tullow Oil plc,,UK,0,1,,,0,0,1,2018,,
Unilever PLC,,UK,0,1,,,0,0,1,2018,,
Vodafone Group Plc,,UK,0,1,,,0,0,1,2018,,
Whitbread PLC,,UK,0,0,,,0,0,1,2018,,
William Hill plc,,UK,0,1,,,0,0,1,2018,,
WPP plc,,UK,0,1,,,0,0,1,2018,,
ZPG plc,,UK,0,0,,,0,0,1,2018,,
WynnStay Group Plc,,UK,0,0,,,0,1,0,2018,,
AAR Corp.,AIR,USA,0,1,0,1,0,,,2014,,
Abbott Laboratories,ABT,USA,1,1,0,1,1,,,2014,,
AbbVie Inc.,ABBV,USA,0,0,1,0,0,,,2014,,
Abercrombie & Fitch Co.,ANF,USA,0,1,0,1,0,,,2014,,
"Activision Blizzard, Inc.",ATVI,USA,0,0,0,1,0,,,2014,,
Adobe Systems Incorporated,ADBE,USA,0,1,0,1,0,,,2014,,
"Advanced Micro Devices, Inc.",AMD,USA,1,1,0,0,1,,,2014,,
Aetna Inc.,AET,USA,0,1,0,0,0,,,2014,,
Aflac Incorporated,AFL,USA,0,1,0,1,0,,,2014,,
"Air Products & Chemicals, Inc.",APD,USA,0,1,0,1,0,,,2014,,
"Airgas, Inc.",ARG,USA,0,1,0,0,0,,,2014,,
Alcoa Inc.,AA,USA,1,0,0,1,1,,,2014,,
"Alexandria Real Estate Equities, Inc.",ARE,USA,0,1,0,1,0,,,2014,,
Alleghany Corporation,Y,USA,0,0,0,1,0,,,2014,,
"Allergan, Inc.",AGN,USA,0,0,0,0,0,,,2014,,Pershing Sq.
"Allergan, Inc.",AGN,USA,1,1,0,0,0,,,2014,,
Allied Nevada Gold Corp.,ANV,USA,0,1,0,0,0,,,2014,,
"Altria Group, Inc.",MO,USA,0,1,0,1,0,,,2014,,
"Amazon.com, Inc.",AMZN,USA,0,1,0,1,1,,,2014,,
AMC Networks Inc.,AMCX,USA,0,1,0,0,0,,,2014,,
Ameren Corporation,AEE,USA,0,1,0,1,1,,,2014,,
American Superconductor Corporation,AMSC,USA,0,0,0,1,0,,,2014,,
American Tower Corporation,AMT,USA,1,0,0,1,0,,,2014,,
Amgen Inc.,AMGN,USA,0,1,0,1,0,,,2014,,
Anadarko Petroleum Corporation,APC,USA,0,0,0,1,1,,,2014,,
Anixter International Inc.,AXE,USA,0,1,0,0,0,,,2014,,
Apple Inc.,AAPL,USA,1,1,0,1,1,,,2014,,
Applied Micro Circuits Corporation,AMCC,USA,0,0,0,1,0,,,2014,,
Aqua America Inc.,WTR,USA,0,1,0,0,0,,,2014,,
"Arch Coal, Inc.",ARCH,USA,0,0,0,0,1,,,2014,,
Archer-Daniels-Midland Company,ADM,USA,0,1,0,0,0,,,2014,,
"Ashford Hospitality Trust, Inc.",AHT,USA,0,1,0,0,0,,,2014,,
"Ashford Hospitality Trust, Inc.",AHT,USA,0,1,0,0,0,,,2014,,UNITE HERE
"athenahealth, Inc.",ATHN,USA,0,1,0,0,0,,,2014,,
Atmel Corporation,ATML,USA,0,1,0,1,0,,,2014,,
Avery Dennison Corporation,AVY,USA,1,1,0,1,1,,,2014,,
Avista Corp,AVA,USA,0,1,0,0,0,,,2014,,
Avon Products Inc.,AVP,USA,0,0,0,1,0,,,2014,,
AZZ incorporated,AZZ,USA,0,1,0,0,0,,,2014,,
"B/E Aerospace, Inc.",BEAV,USA,0,0,0,1,0,,,2014,,
Ball Corporation,BLL,USA,0,1,0,0,0,,,2014,,
Bank of America Corporation,BAC,USA,0,0,0,1,1,,,2014,,
Bank of Hawaii Corporation,BOH,USA,0,1,0,1,1,,,2014,,
BB&T Corporation,BBT,USA,0,1,0,0,1,,,2014,,
Bed Bath & Beyond Inc.,BBBY,USA,0,1,0,1,0,,,2014,,
"BioMed Realty Trust, Inc.",BMR,USA,0,0,0,1,0,,,2014,,
"BlackRock, Inc.",BLK,USA,0,1,0,0,0,,,2014,,
"Bob Evans Farms, Inc.",BOBE,USA,0,0,0,0,0,,,2014,,Sandell
"Bob Evans Farms, Inc.",BOBE,USA,0,1,0,0,1,,,2014,,
"Boston Properties, Inc.",BXP,USA,0,1,0,0,0,,,2014,,
Bristol-Myers Squibb Company,BMY,USA,1,1,0,1,1,,,2014,,
Broadcom Corp.,AVGO,USA,0,0,0,1,0,,,2014,,
"BroadSoft, Inc.",BSFT,USA,0,1,0,1,0,,,2014,,
"Brocade Communication Systems, Inc.",BRCD,USA,0,1,0,1,0,,,2014,,
"Brookline Bancorp, Inc.",BRKL,USA,0,1,0,0,0,,,2014,,
Bunge Limited,BG,USA,0,0,0,1,1,,,2014,,
Cablevision Systems Corporation,CVC,USA,1,1,0,0,0,,,2014,,
Capella Education Company,STRA,USA,0,1,0,1,0,,,2014,,
Capital One Financial Corporation,COF,USA,0,1,0,0,0,,,2014,,
"Cardinal Health, Inc.",CAH,USA,0,1,1,1,0,,,2014,,
Career Education Corp.,CECO,USA,0,1,0,0,0,,,2014,,
"Carrizo Oil & Gas, Inc.",CRZO,USA,0,1,0,0,0,,,2014,,
Cerner Corporation,CERN,USA,0,1,0,1,0,,,2014,,
Chevron Corporation,CVX,USA,1,1,0,1,1,,,2014,,
"Chipotle Mexican Grill, Inc.",CMG,USA,0,0,0,1,0,,,2014,,
Chiquita Brands International Inc.,CQB,USA,0,0,1,0,0,,,2014,,
"Ciber, Inc.",CBR,USA,1,1,0,1,0,,,2014,,
Cincinnati Bell Inc.,CBB,USA,0,1,0,1,0,,,2014,,
Cincinnati Financial Corporation,CINF,USA,0,1,0,1,0,,,2014,,
CIT Group Inc.,CIT,USA,0,0,0,1,0,,,2014,,
Citigroup Inc.,C,USA,0,1,0,1,0,,,2014,,
"Citizens Community Bancorp, Inc.",CZWI,USA,0,1,0,1,0,,,2014,,
Cliffs Natural Resources Inc.,CLF,USA,1,1,1,0,0,,,2014,,
Cliffs Natural Resources Inc.,CLF,USA,0,1,0,0,0,,,2014,,Casablanca
Colgate-Palmolive Company,CL,USA,0,1,0,1,0,,,2014,,
CommonWealth REIT,CWH,USA,1,1,1,0,0,,,2014,,
CommonWealth REIT,CWH,USA,0,1,0,0,0,,,2014,,Corvex
"Comstock Resources, Inc.",CRK,USA,1,1,0,1,0,,,2014,,
CONMED Corporation,CNMD,USA,0,0,1,0,0,,,2014,,
CONMED Corporation,CNMD,USA,0,0,1,0,0,,,2014,,Voce Capital
ConocoPhillips,COP,USA,0,0,0,1,1,,,2014,,
"CONSOL Energy, Inc.",CEIX,USA,0,0,0,1,1,,,2014,,
"Consolidated Edison, Inc",ED,USA,0,1,0,1,0,,,2014,,
"Copart, Inc.",CPRT,USA,0,1,0,1,0,,,2014,,
"Corinthian Colleges, Inc.",CCI,USA,0,1,0,1,0,,,2014,,
Corning Incorporated,GLW,USA,1,1,0,1,0,,,2014,,
Costco Wholesale Corporation,COST,USA,0,1,0,0,1,,,2014,,
Crane Co.,CR,USA,0,1,0,0,0,,,2014,,
CVS Health Corporation,CVS,USA,0,0,0,1,0,,,2014,,
Cypress Semiconductor Corporation,CY,USA,0,1,0,1,0,,,2014,,
"CYS Investments, Inc.",CYS,USA,0,1,0,1,0,,,2014,,
"D.R. Horton, Inc.",DHI,USA,0,1,0,0,0,,,2014,,
"Darden Restaurants, Inc.",DRI,USA,1,1,1,1,0,,,2014,,
"Darden Restaurants, Inc.",DRI,USA,0,1,0,0,0,,,2014,,Starboard
DaVita HealthCare Partners Inc.,DVA,USA,0,0,0,1,0,,,2014,,
Dean Foods Company,DF,USA,0,1,0,0,1,,,2014,,
Delphi Automotive PLC,DLPH,USA,0,1,0,1,1,,,2014,,
DeVry Education Group Inc.,ATGE,USA,0,1,0,1,0,,,2014,,
DFC Global Corp,DLLR,USA,0,0,1,0,0,,,2014,,
DFC Global Corp,DLLR,USA,0,0,1,0,0,,,2014,,Royal Capital
"Diamond Foods, Inc.",DMND,USA,0,1,0,1,0,,,2014,,
"Dime Community Bancshares, Inc.",DCOM,USA,0,1,0,0,0,,,2014,,
"Dollar Tree, Inc.",DLTR,USA,0,0,0,0,1,,,2014,,
DTE Energy Company,DTE,USA,0,0,0,0,1,,,2014,,
Duke Energy Corporation,DUK,USA,1,1,0,1,1,,,2014,,
E. I. du Pont de Nemours and Company,DD,USA,0,1,0,1,1,,,2014,,
East West Bancorp Inc.,EWBC,USA,0,0,0,1,0,,,2014,,
Edison International,EIX,USA,0,0,0,0,1,,,2014,,
Edwards Lifesciences Corporation,EW,USA,0,1,0,0,0,,,2014,,
"eHealth, Inc.",EHTH,USA,0,1,0,0,0,,,2014,,
Eli Lilly and Company,LLY,USA,0,1,0,1,0,,,2014,,
EMC Corporation,EMC,USA,0,1,0,0,0,,,2014,,
Emerson Electric Co.,EMR,USA,0,0,0,0,1,,,2014,,
Endurance Specialty Holdings Ltd.,ENH,USA,0,0,1,0,0,,,2014,,
Entergy Corporation,ETR,USA,1,1,0,1,1,,,2014,,
"EOG Resources, Inc.",EOG,USA,0,0,0,0,1,,,2014,,Trillium Asset Management
"EOG Resources, Inc.",EOG,USA,0,0,0,0,1,,,2014,,
EQT Corporation,EQT,USA,0,1,0,1,1,,,2014,,
"Equifax, Inc.",EFX,USA,0,1,0,1,0,,,2014,,
Equity Residential,EQR,USA,0,0,0,1,0,,,2014,,
"ESCO Technologies, Inc.",ESE,USA,0,0,0,0,1,,,2014,,
"Evercore Partners, Inc.",EVR,USA,0,0,0,1,0,,,2014,,
"Exelixis, Inc.",EXEL,USA,0,0,0,1,0,,,2014,,
Exelon Corporation,EXC,USA,1,1,0,1,0,,,2014,,
"Expeditors International of Washington, Inc.",EXPD,USA,0,1,0,1,0,,,2014,,
Exxon Mobil Corporation,XOM,USA,0,1,0,0,0,,,2014,,
"Family Dollar Stores, Inc.",FDO,USA,0,0,1,0,0,,,2014,,
"Fidelity National Financial, Inc.",FNF,USA,0,1,1,1,0,,,2014,,
"First Solar, Inc.",FSLR,USA,0,1,0,0,0,,,2014,,
FirstMerit Corporation,FMER,USA,1,1,0,1,0,,,2014,,
"FLIR Systems, Inc.",FLIR,USA,0,1,0,1,0,,,2014,,
Flushing Financial Corporation,FFIC,USA,0,1,0,1,0,,,2014,,
Ford Motor Company,F,USA,1,1,0,1,0,,,2014,,
Freeport-McMoRan Inc.,FCX,USA,0,0,0,1,0,,,2014,,
"Freescale Semiconductor, Ltd.",FSL,USA,0,0,0,1,0,,,2014,,
"FTI Consulting, Inc.",FCN,USA,0,1,0,1,0,,,2014,,
"Gaming and Leisure Properties, Inc.",GLPI,USA,0,1,0,0,0,,,2014,,
"Gannett Co., Inc.",GCI,USA,0,0,0,1,0,,,2014,,
General Dynamics Corporation,GD,USA,0,1,0,1,1,,,2014,,
General Electric Company,GE,USA,0,1,0,1,1,,,2014,,
"General Mills, Inc.",GIS,USA,0,1,0,1,1,,,2014,,
General Motors Company,GM,USA,0,0,0,0,1,,,2014,,
"Genworth Financial, Inc.",GNW,USA,0,0,0,0,1,,,2014,,
"Gibraltar Industries, Inc.",ROCK,USA,0,1,0,0,0,,,2014,,
Goodrich Petroleum Corporation,GDP,USA,1,0,0,1,0,,,2014,,
Graftech International Ltd.,EAF,USA,0,1,0,0,0,,,2014,,
Graftech International Ltd.,EAF,USA,0,1,0,0,0,,,2014,,Milikowsky
"Guess?, Inc.",GES,USA,0,1,0,1,0,,,2014,,
Hanmi Financial Corporation,HAFC,USA,0,1,0,0,0,,,2014,,
Harbinger Group Inc.,HRF,USA,0,1,0,1,0,,,2014,,
"Hasbro, Inc.",HAS,USA,1,1,0,1,1,,,2014,,
"HCP, Inc.",HCP,USA,0,0,0,1,0,,,2014,,
Healthcare Realty Trust Incorporated,HR,USA,0,1,0,0,0,,,2014,,
Helen of Troy Limted,HELE,USA,0,1,0,1,0,,,2014,,
"Henry Schein, Inc.",HSIC,USA,0,1,0,0,0,,,2014,,
"Hercules Technology Growth Capital, Inc.",HTGC,USA,1,1,0,1,0,,,2014,,
Hess Corporation,HES,USA,0,1,0,1,1,,,2014,,
Hewlett-Packard Company,HPQ,USA,1,1,0,0,0,,,2014,,
HollyFrontier Corporation,HFC,USA,0,1,0,0,1,,,2014,,
"Hologic, Inc.",HOLX,USA,0,1,0,1,0,,,2014,,
"Home Properties, Inc.",HME,USA,0,0,0,1,0,,,2014,,
Honeywell International Inc.,HON,USA,0,1,0,1,1,,,2014,,
"Hospira, Inc.",HSP,USA,1,1,0,1,0,,,2014,,
"Hudson City Bancorp, Inc.",HCBK,USA,0,1,0,1,0,,,2014,,
Huntington Bancshares Incorporated,HBAN,USA,0,1,0,1,0,,,2014,,
IberiaBank Corporation,IBKC,USA,0,1,0,1,0,,,2014,,
"Iconix Brand Group, Inc.",ICON,USA,0,1,0,1,0,,,2014,,
"ICU Medical, Inc.",ICUI,USA,0,1,0,0,0,,,2014,,
Inphi Corporation,IPHI,USA,0,0,0,1,0,,,2014,,
"InterDigital, Inc.",IDCC,USA,0,0,0,1,0,,,2014,,
International Business Machines Corporation,IBM,USA,0,1,0,0,0,,,2014,,
International Paper Company,IP,USA,0,1,0,0,1,,,2014,,
Invesco Mortgage Capital Inc.,IVR,USA,0,1,0,0,0,,,2014,,
"Investment Technology Group, Inc.",ITG,USA,0,1,0,1,0,,,2014,,
"Jakks Pacific, Inc.",JAKK,USA,0,1,0,1,0,,,2014,,
JDS Uniphase Corporation,JDSU,USA,0,1,0,0,0,,,2014,,
Johnson & Johnson,JNJ,USA,0,1,0,1,1,,,2014,,
"Johnson Controls, Inc.",JCI,USA,0,1,0,1,0,,,2014,,
JPMorgan Chase & Co.,JPM,USA,1,1,0,1,0,,,2014,,
K12 Inc.,LRN,USA,0,0,0,1,0,,,2014,,
KB Home,KBH,USA,0,0,0,1,0,,,2014,,
Kellogg Company,K,USA,0,1,0,1,1,,,2014,,
KeyCorp,KEY,USA,0,1,0,1,0,,,2014,,
Kilroy Realty Corporation,KRC,USA,0,1,0,0,0,,,2014,,
"Kraton Performance Polymers, Inc.",KRA,USA,0,0,0,1,0,,,2014,,
Laboratory Corporation of America Holdings,LH,USA,0,1,0,1,0,,,2014,,
"Landauer, Inc.",LDR,USA,0,0,0,1,0,,,2014,,
"Legg Mason, Inc.",LM,USA,0,0,0,1,0,,,2014,,
"Leggett & Platt, Incorporated",LEG,USA,0,1,0,0,0,,,2014,,
Leucadia National Corporation,LUK,USA,0,1,0,1,0,,,2014,,
"Life Time Fitness, Inc.",LTM,USA,0,1,0,1,0,,,2014,,
Linear Technology Corporation,LLTC,USA,1,1,0,0,0,,,2014,,
Lockheed Martin Corporation,LMT,USA,0,1,0,1,1,,,2014,,
"LogMeIn, Inc.",LOGM,USA,0,1,0,0,0,,,2014,,
"M.D.C. Holdings, Inc.",MDC,USA,1,1,0,1,0,,,2014,,
"Macy's, Inc.",M,USA,0,1,0,0,0,,,2014,,
Magnum Hunter Resources Corporation,MHR,USA,0,1,0,0,0,,,2014,,
Marathon Petroleum Corporation,MPC,USA,0,0,0,0,1,,,2014,,
Masimo Corporation,MASI,USA,0,1,0,0,0,,,2014,,
MBIA Inc.,MBI,USA,0,0,0,1,0,,,2014,,
McDonald's Corporation,MCD,USA,0,1,0,0,1,,,2014,,
"McGraw Hill Financial, Inc.",MHFI,USA,0,1,0,0,0,,,2014,,
McKesson Corporation,MCK,USA,1,1,0,1,1,,,2014,,
"Medical Properties Trust, Inc.",MPW,USA,0,0,0,1,0,,,2014,,
"Mednax, Inc.",MD,USA,0,1,0,1,0,,,2014,,
"Medtronic, Inc.",MDT,USA,1,1,1,1,0,,,2014,,
Mentor Graphics Corp.,MENT,USA,0,1,0,0,0,,,2014,,
Meredith Corporatioin,MDP,USA,0,1,0,0,0,,,2014,,
"Merit Medical Systems, Inc.",MMSI,USA,0,1,0,0,0,,,2014,,
"MetLife, Inc.",MET,USA,0,1,0,1,1,,,2014,,
Microsoft Corporation,MSFT,USA,1,1,0,1,0,,,2014,,
"MidSouth Bancorp, Inc.",MSL,USA,0,1,0,0,0,,,2014,,
"MKS Instruments, Inc.",MKSI,USA,0,1,0,0,0,,,2014,,
"Momenta Pharmaceuticals, Inc.",MNTA,USA,0,0,0,1,0,,,2014,,
"Mondelez International, Inc.",MDLZ,USA,0,0,0,0,1,,,2014,,
Monmouth Real Estate Investment Corporation,MNR,USA,0,1,0,1,0,,,2014,,
"Monster Worldwide, Inc.",MWW,USA,0,1,0,1,0,,,2014,,
Morgans Hotel Group Co. ,MHGC,USA,0,0,1,0,0,,,2014,,Kerrisdale
"Motorola Solutions, Inc.",MSI,USA,0,0,0,0,1,,,2014,,
"Muller Water Products, Inc.",MWP,USA,0,1,0,0,0,,,2014,,
Mylan Inc.,MYL,USA,0,1,0,1,0,,,2014,,
"National Bankshares, Inc.",NKSH,USA,0,1,0,1,0,,,2014,,
National Fuel Gas Company,NFG,USA,0,1,0,0,0,,,2014,,
Navistar International Corporation,NAV,USA,0,0,0,1,0,,,2014,,
"NetApp, Inc.",NTAP,USA,0,1,0,1,1,,,2014,,
"New York Community Bancorp, Inc.",NYCB,USA,0,1,0,1,0,,,2014,,
"NextEra Energy, Inc.",NEE,USA,0,1,0,0,0,,,2014,,
Norfolk Southern Corporation,NSC,USA,0,1,0,1,0,,,2014,,
"NuVasive, Inc.",NVUA,USA,0,1,0,1,0,,,2014,,
NVIDIA Corporation,NVDA,USA,0,1,0,1,0,,,2014,,
"NVR, Inc.",NVR,USA,1,1,0,0,0,,,2014,,
"Office Depot, Inc.",ODP,USA,1,0,0,1,0,,,2014,,
Olin Corporation,OLN,USA,0,0,0,0,1,,,2014,,
"ONEOK, Inc",OKE,USA,0,0,0,0,1,,,2014,,
Oracle Corporation,ORCL,USA,0,0,0,1,0,,,2014,,
"O'Reilly Automotive, Inc.",ORLY,USA,1,1,0,1,1,,,2014,,
OshKosh Corporation,OSK,USA,0,0,0,1,0,,,2014,,
Owens Corning,OC,USA,0,0,0,1,0,,,2014,,
"Pepco Holdings, Inc.",POM,USA,1,1,1,1,1,,,2014,,
"PepsiCo, Inc.",PEP,USA,0,1,0,0,1,,,2014,,
Pfizer Inc.,PFE,USA,0,1,0,1,0,,,2014,,
Philip Morris International Inc.,PM,USA,0,1,0,1,1,,,2014,,
"Piedmont Natural Gas Company, Inc.",PNY,USA,0,1,0,1,0,,,2014,,
Pioneer Energy Services Corp.,PES,USA,0,1,0,0,0,,,2014,,
Pioneer Natural Resources Company,PXD,USA,0,1,0,1,0,,,2014,,
"Plum Creek Timber Company, Inc.",PCL,USA,0,1,0,1,1,,,2014,,
"Polycom, Inc.",PLCM,USA,0,0,0,1,0,,,2014,,
"Polypore International, Inc.",PPO,USA,0,0,0,1,0,,,2014,,
"Power Integrations, Inc.",POWI,USA,0,1,0,0,0,,,2014,,
Progress Software Corporation,PRGS,USA,0,0,0,1,0,,,2014,,
"Prudential Financial, Inc.",PRU,USA,0,1,0,1,1,,,2014,,
Quaker Chemical Corporation,KWR,USA,0,1,0,0,0,,,2014,,
Quest Diagnostics Incorporated,DGX,USA,0,1,0,0,0,,,2014,,
RadioShack Corporation,RSH,USA,0,0,0,1,0,,,2014,,
Ralph Lauren Corporation,RL,USA,0,0,0,1,0,,,2014,,
"Rambus, Inc.",RMBS,USA,0,1,0,0,0,,,2014,,
Raytheon Company,RTN,USA,1,1,0,0,1,,,2014,,
"RealNetworks, Inc.",RNWK,USA,0,0,0,1,0,,,2014,,
"Regeneron Pharmaceuticals, Inc.",REGN,USA,0,1,0,0,0,,,2014,,
"Republic Services, Inc.",RSG,USA,0,1,0,1,1,,,2014,,
"Riverbed Technology, Inc.",RVBD,USA,1,1,0,1,0,,,2014,,
"Rockwell Automation, Inc",ROK,USA,1,1,0,0,0,,,2014,,
Rovi Corporation,ROVI,USA,0,0,0,1,0,,,2014,,
"Royal Gold, Inc.",RGLD,USA,1,1,0,1,0,,,2014,,
"Ruby Tuesday, Inc.",RT,USA,0,0,0,1,0,,,2014,,
"S&T Bancorp, Inc.",STBA,USA,0,1,0,0,0,,,2014,,
Safeway Inc.,SWY,USA,0,0,1,0,1,,,2014,,
"SandRidge Energy, Inc.",SD,USA,0,0,0,1,0,,,2014,,
"Sarepta Therapeutics, Inc.",SRPT,USA,0,1,0,1,0,,,2014,,
"Schnitzer Steel Industries, Inc.",SCHN,USA,0,0,0,1,0,,,2014,,
Sempra Energy,SRE,USA,0,1,0,1,1,,,2014,,
Sensient Technologies Corporation,SXT,USA,0,1,0,0,0,,,2014,,
Sensient Technologies Corporation,SXT,USA,0,1,0,0,0,,,2014,,FrontFour Capital
Service Corporation International,SCI,USA,0,1,0,0,0,,,2014,,
Skullcandy Inc.,SKUL,USA,0,0,0,1,0,,,2014,,
SL Green Realty Corp.,SLG,USA,0,1,0,1,0,,,2014,,
"Solera Holding, Inc.",SLH,USA,0,1,0,1,0,,,2014,,
Sotheby's,BID,USA,0,0,0,1,0,,,2014,,
"Spansion, Inc.",CODE,USA,0,1,0,1,0,,,2014,,
Splunk Inc.,SPLK,USA,1,1,0,1,0,,,2014,,
SPX Corporation,SPXC,USA,0,1,0,1,0,,,2014,,
"Strayer Education, Inc.",STRA,USA,0,0,0,1,0,,,2014,,
Sun Communities Inc.,SUI,USA,1,1,0,1,0,,,2014,,
"SunTrust Banks, Inc.",STI,USA,0,1,0,1,0,,,2014,,
"Superior Industries International, Inc.",SUP,USA,0,0,1,0,0,,,2014,,
"Superior Industries International, Inc.",SUP,USA,0,0,1,0,0,,,2014,,GAMCO
Symantec Corporation,SYMC,USA,1,1,0,1,0,,,2014,,
"Take-Two Interactive Software, Inc.",TTWO,USA,1,1,0,1,0,,,2014,,
Target Corporation,TGT,USA,0,1,0,1,0,,,2014,,
"Taubman Centers, Inc.",TCO,USA,0,1,0,0,0,,,2014,,
TCF Financial Corporation,TCF,USA,1,1,0,1,0,,,2014,,
"Telephone and Data Systems, Inc.",TDS,USA,0,1,0,0,0,,,2014,,
"Telephone and Data Systems, Inc.",TDS,USA,0,1,0,0,0,,,2014,,GAMCO
Territorial Bancorp Inc.,TBNK,USA,0,1,0,1,0,,,2014,,
TESSCO Technologies Incorporated,TESS,USA,0,1,0,0,1,,,2014,,
The Allstate Corporation,ALL,USA,0,1,0,1,1,,,2014,,
The Bank of New York Mellon Corporation,BK,USA,1,1,0,1,0,,,2014,,
The Boeing Company,BA,USA,0,1,0,1,1,,,2014,,
The Charles Schwab Corporation,SCHW,USA,0,1,0,0,0,,,2014,,
"The Children's Place, Inc.",PLCE,USA,0,0,0,1,0,,,2014,,
The Coca-Cola Company,KO,USA,0,1,0,0,0,,,2014,,
The Coca-Cola Company,KO,USA,0,0,0,1,0,,,2014,,Wintergreen
"The Goldman Sachs Group, Inc.",GS,USA,1,1,0,1,1,,,2014,,
The Goodyear Tire & Rubber Company,GT,USA,0,1,0,1,0,,,2014,,
"The Hain Celestial Group, Inc.",HAIN,USA,1,0,0,1,0,,,2014,,
The New York Times Company,NYT,USA,0,1,0,1,0,,,2014,,
"The Pantry, Inc.",PTRY,USA,0,0,1,0,0,,,2014,,
"The Ryland Group, Inc.",RYL,USA,0,0,0,1,0,,,2014,,
The Wendy's Company,WEN,USA,0,1,0,1,0,,,2014,,
The Wendy's Company,WEN,USA,0,1,0,1,0,,,2014,,CtW
"TIBCO Software, Inc.",TIBX,USA,0,0,0,1,0,,,2014,,
Time Warner Cable Inc.,TWC,USA,1,1,1,1,0,,,2014,,
TiVo Inc.,TIVO,USA,0,1,0,1,0,,,2014,,
"Total System Services, Inc.",TSS,USA,1,1,0,1,0,,,2014,,
TransDigm Group Incorporated,TDG,USA,0,0,0,1,0,,,2014,,
Tupperware Brands Corporation,TUP,USA,0,1,0,1,0,,,2014,,
Tutor Perini Corporation,TPC,USA,0,0,0,1,0,,,2014,,
U.S. Bancorp,USB,USA,1,1,0,1,0,,,2014,,
"The Ultimate Software Group, Inc.",ULTI,USA,0,1,0,1,0,,,2014,,
United Technologies Corporation,UTX,USA,1,1,0,1,1,,,2014,,
United Therapeutics Corporation,UTHR,USA,1,1,0,1,1,,,2014,,
UnitedHealth Group Incorporated,UNH,USA,0,1,0,0,0,,,2014,,
Valero Energy Corporation,VLO,USA,0,0,0,1,1,,,2014,,
Valley National Bancorp,VLY,USA,0,1,0,1,0,,,2014,,
"ValueVision Media, Inc.",IMBI,USA,0,1,0,0,0,,,2014,,
"ValueVision Media, Inc.",IMBI,USA,0,1,0,0,0,,,2014,,Clinton Group
VCA Inc.,WOOF,USA,0,0,0,1,0,,,2014,,
Veeco Instruments Inc.,VECO,USA,0,0,0,0,1,,,2014,,
"Ventas, Inc.",VTR,USA,0,0,0,1,0,,,2014,,
Verizon Communications Inc.,VZ,USA,1,1,0,1,1,,,2014,,
