PERMNO,date,TICKER,COMNAM,CUSIP,PRC,SHROUT,market_cap
72726,4/04/2013,STT,STATE STREET CORP,85747710,57.17,456881,26119886770
72726,5/04/2013,STT,STATE STREET CORP,85747710,57.57,456881,26302639170
72726,8/04/2013,STT,STATE STREET CORP,85747710,57.96,456881,26480822760
72726,9/04/2013,STT,STATE STREET CORP,85747710,58.48,456881,26718400880
72726,10/04/2013,STT,STATE STREET CORP,85747710,59.94,456881,27385447140
72726,11/04/2013,STT,STATE STREET CORP,85747710,60.48,456881,27632162880
72726,12/04/2013,STT,STATE STREET CORP,85747710,59.75,456881,27298639750
72726,15/04/2013,STT,STATE STREET CORP,85747710,57.66,456881,26343758460
72726,16/04/2013,STT,STATE STREET CORP,85747710,58.31,456881,26640731110
72726,17/04/2013,STT,STATE STREET CORP,85747710,57.29,456881,26174712490
72726,18/04/2013,STT,STATE STREET CORP,85747710,56.51,456881,25818345310
72726,19/04/2013,STT,STATE STREET CORP,85747710,56.93,456881,26010235330
72726,22/04/2013,STT,STATE STREET CORP,85747710,57.25,456881,26156437250
72726,23/04/2013,STT,STATE STREET CORP,85747710,58.26,456881,26617887060
72726,24/04/2013,STT,STATE STREET CORP,85747710,58.27,456881,26622455870
72726,25/04/2013,STT,STATE STREET CORP,85747710,58.3,456881,26636162300
72726,26/04/2013,STT,STATE STREET CORP,85747710,57.86,456881,26435134660
72726,29/04/2013,STT,STATE STREET CORP,85747710,58.15,456881,26567630150
72726,30/04/2013,STT,STATE STREET CORP,85747710,58.47,455748,26647585560
72726,1/05/2013,STT,STATE STREET CORP,85747710,57.47,455748,26191837560
72726,2/05/2013,STT,STATE STREET CORP,85747710,57.6,455748,26251084800
72726,3/05/2013,STT,STATE STREET CORP,85747710,59.45,455748,27094218600
72726,6/05/2013,STT,STATE STREET CORP,85747710,59.53,455748,27130678440
72726,7/05/2013,STT,STATE STREET CORP,85747710,59.68,455748,27199040640
72726,8/05/2013,STT,STATE STREET CORP,85747710,60.56,455748,27600098880
72726,9/05/2013,STT,STATE STREET CORP,85747710,60.22,455748,27445144560
72726,10/05/2013,STT,STATE STREET CORP,85747710,60.33,455748,27495276840
72726,13/05/2013,STT,STATE STREET CORP,85747710,61.67,455748,28105979160
72726,14/05/2013,STT,STATE STREET CORP,85747710,63.59,455748,28981015320
72726,15/05/2013,STT,STATE STREET CORP,85747710,63.61,455748,28990130280
72726,16/05/2013,STT,STATE STREET CORP,85747710,63.81,455748,29081279880
72726,17/05/2013,STT,STATE STREET CORP,85747710,65.16,455748,29696539680
72726,20/05/2013,STT,STATE STREET CORP,85747710,65.19,455748,29710212120
72726,21/05/2013,STT,STATE STREET CORP,85747710,65.09,455748,29664637320
72726,22/05/2013,STT,STATE STREET CORP,85747710,65.16,455748,29696539680
72726,23/05/2013,STT,STATE STREET CORP,85747710,64.6,455748,29441320800
72726,24/05/2013,STT,STATE STREET CORP,85747710,64.49,455748,29391188520
72726,28/05/2013,STT,STATE STREET CORP,85747710,67.15,455748,30603478200
72726,29/05/2013,STT,STATE STREET CORP,85747710,66.85,455748,30466753800
72726,30/05/2013,STT,STATE STREET CORP,85747710,67.19,455748,30621708120
72726,31/05/2013,STT,STATE STREET CORP,85747710,66.18,456072,30182844960
72726,3/06/2013,STT,STATE STREET CORP,85747710,66.31,456072,30242134320
72726,4/06/2013,STT,STATE STREET CORP,85747710,66.15,456072,30169162800
72726,5/06/2013,STT,STATE STREET CORP,85747710,64.88,456072,29589951360
72726,6/06/2013,STT,STATE STREET CORP,85747710,65.53,456072,29886398160
72726,7/06/2013,STT,STATE STREET CORP,85747710,67.44,456072,30757495680
72726,10/06/2013,STT,STATE STREET CORP,85747710,67.36,456072,30721009920
72726,11/06/2013,STT,STATE STREET CORP,85747710,66.12,456072,30155480640
72726,12/06/2013,STT,STATE STREET CORP,85747710,64.91,456072,29603633520
72726,13/06/2013,STT,STATE STREET CORP,85747710,66.41,456072,30287741520
72726,14/06/2013,STT,STATE STREET CORP,85747710,66.06,456072,30128116320
72726,17/06/2013,STT,STATE STREET CORP,85747710,66.85,456072,30488413200
72726,18/06/2013,STT,STATE STREET CORP,85747710,67.32,456072,30702767040
72726,19/06/2013,STT,STATE STREET CORP,85747710,66.68,456072,30410880960
72726,20/06/2013,STT,STATE STREET CORP,85747710,65.97,456072,30087069840
72726,21/06/2013,STT,STATE STREET CORP,85747710,64.95,456072,29621876400
72726,24/06/2013,STT,STATE STREET CORP,85747710,64.09,456072,29229654480
72726,25/06/2013,STT,STATE STREET CORP,85747710,64.84,456072,29571708480
72726,26/06/2013,STT,STATE STREET CORP,85747710,64.99,456072,29640119280
72726,27/06/2013,STT,STATE STREET CORP,85747710,65.55,456072,29895519600
72726,28/06/2013,STT,STATE STREET CORP,85747710,65.21,456072,29740455120
72726,1/07/2013,STT,STATE STREET CORP,85747710,65.76,456072,29991294720
72726,2/07/2013,STT,STATE STREET CORP,85747710,65.87,456072,30041462640
72726,3/07/2013,STT,STATE STREET CORP,85747710,65.81,456072,30014098320
72726,5/07/2013,STT,STATE STREET CORP,85747710,67.76,456072,30903438720
72726,8/07/2013,STT,STATE STREET CORP,85747710,67.81,456072,30926242320
72726,9/07/2013,STT,STATE STREET CORP,85747710,68.83,456072,31391435760
72726,10/07/2013,STT,STATE STREET CORP,85747710,68.58,456072,31277417760
72726,11/07/2013,STT,STATE STREET CORP,85747710,68.5,456072,31240932000
72726,12/07/2013,STT,STATE STREET CORP,85747710,68.95,456072,31446164400
72726,15/07/2013,STT,STATE STREET CORP,85747710,69.25,456072,31582986000
72726,16/07/2013,STT,STATE STREET CORP,85747710,68.69,456072,31327585680
72726,17/07/2013,STT,STATE STREET CORP,85747710,69.4,456072,31651396800
72726,18/07/2013,STT,STATE STREET CORP,85747710,70.1,456072,31970647200
72726,19/07/2013,STT,STATE STREET CORP,85747710,69.28,456072,31596668160
72726,22/07/2013,STT,STATE STREET CORP,85747710,70.02,456072,31934161440
72726,23/07/2013,STT,STATE STREET CORP,85747710,71.2,456072,32472326400
72726,24/07/2013,STT,STATE STREET CORP,85747710,69.67,456072,31774536240
72726,25/07/2013,STT,STATE STREET CORP,85747710,69.35,456072,31628593200
72726,26/07/2013,STT,STATE STREET CORP,85747710,68.95,456072,31446164400
72726,29/07/2013,STT,STATE STREET CORP,85747710,68.53,456072,31254614160
72726,30/07/2013,STT,STATE STREET CORP,85747710,68.64,456072,31304782080
72726,31/07/2013,STT,STATE STREET CORP,85747710,69.67,456072,31774536240
72726,1/08/2013,STT,STATE STREET CORP,85747710,70.7,456072,32244290400
72726,2/08/2013,STT,STATE STREET CORP,85747710,70.57,456072,32185001040
72726,5/08/2013,STT,STATE STREET CORP,85747710,70.35,456072,32084665200
72726,6/08/2013,STT,STATE STREET CORP,85747710,70.65,456072,32221486800
72726,7/08/2013,STT,STATE STREET CORP,85747710,69.34,456072,31624032480
72726,8/08/2013,STT,STATE STREET CORP,85747710,69.51,456072,31701564720
72726,9/08/2013,STT,STATE STREET CORP,85747710,69.32,456072,31614911040
72726,12/08/2013,STT,STATE STREET CORP,85747710,68.55,456072,31263735600
72726,13/08/2013,STT,STATE STREET CORP,85747710,69.23,456072,31573864560
72726,14/08/2013,STT,STATE STREET CORP,85747710,69.26,456072,31587546720
72726,15/08/2013,STT,STATE STREET CORP,85747710,67.8,456072,30921681600
72726,16/08/2013,STT,STATE STREET CORP,85747710,67.85,456072,30944485200
72726,19/08/2013,STT,STATE STREET CORP,85747710,67.42,456072,30748374240
72726,20/08/2013,STT,STATE STREET CORP,85747710,68.26,456072,31131474720
72726,21/08/2013,STT,STATE STREET CORP,85747710,68.21,456072,31108671120
72726,22/08/2013,STT,STATE STREET CORP,85747710,69.73,456072,31801900560
72726,23/08/2013,STT,STATE STREET CORP,85747710,69.67,456072,31774536240
72726,26/08/2013,STT,STATE STREET CORP,85747710,69.52,456072,31706125440
72726,27/08/2013,STT,STATE STREET CORP,85747710,66.87,456072,30497534640
72726,28/08/2013,STT,STATE STREET CORP,85747710,66.79,456072,30461048880
72726,29/08/2013,STT,STATE STREET CORP,85747710,67.2,456072,30648038400
72726,30/08/2013,STT,STATE STREET CORP,85747710,66.72,445972,29755251840
72726,3/09/2013,STT,STATE STREET CORP,85747710,67.56,445972,30129868320
72726,4/09/2013,STT,STATE STREET CORP,85747710,68.26,445972,30442048720
72726,5/09/2013,STT,STATE STREET CORP,85747710,68.31,445972,30464347320
72726,6/09/2013,STT,STATE STREET CORP,85747710,67.63,445972,30161086360
72726,9/09/2013,STT,STATE STREET CORP,85747710,68.11,445972,30375152920
72726,10/09/2013,STT,STATE STREET CORP,85747710,68.65,445972,30615977800
72726,11/09/2013,STT,STATE STREET CORP,85747710,68.29,445972,30455427880
72726,12/09/2013,STT,STATE STREET CORP,85747710,67.8,445972,30236901600
72726,13/09/2013,STT,STATE STREET CORP,85747710,68.05,445972,30348394600
72726,16/09/2013,STT,STATE STREET CORP,85747710,68.83,445972,30696252760
72726,17/09/2013,STT,STATE STREET CORP,85747710,69.1,445972,30816665200
72726,18/09/2013,STT,STATE STREET CORP,85747710,69.03,445972,30785447160
72726,19/09/2013,STT,STATE STREET CORP,85747710,68.63,445972,30607058360
72726,20/09/2013,STT,STATE STREET CORP,85747710,67.64,445972,30165546080
72726,23/09/2013,STT,STATE STREET CORP,85747710,66.59,445972,29697275480
72726,24/09/2013,STT,STATE STREET CORP,85747710,66.49,445972,29652678280
72726,25/09/2013,STT,STATE STREET CORP,85747710,66.73,445972,29759711560
72726,26/09/2013,STT,STATE STREET CORP,85747710,66.97,445972,29866744840
72726,27/09/2013,STT,STATE STREET CORP,85747710,66.21,445972,29527806120
72726,30/09/2013,STT,STATE STREET CORP,85747710,65.75,445972,29322659000
72726,1/10/2013,STT,STATE STREET CORP,85747710,66.7,445972,29746332400
72726,2/10/2013,STT,STATE STREET CORP,85747710,65.94,445972,29407393680
72726,3/10/2013,STT,STATE STREET CORP,85747710,65.75,445972,29322659000
72726,4/10/2013,STT,STATE STREET CORP,85747710,66.42,445972,29621460240
72726,7/10/2013,STT,STATE STREET CORP,85747710,65.95,445972,29411853400
72726,8/10/2013,STT,STATE STREET CORP,85747710,64.71,445972,28858848120
72726,9/10/2013,STT,STATE STREET CORP,85747710,64.78,445972,28890066160
72726,10/10/2013,STT,STATE STREET CORP,85747710,67.11,445972,29929180920
72726,11/10/2013,STT,STATE STREET CORP,85747710,67.22,445972,29978237840
72726,14/10/2013,STT,STATE STREET CORP,85747710,67.27,445972,30000536440
72726,15/10/2013,STT,STATE STREET CORP,85747710,67.03,445972,29893503160
72726,16/10/2013,STT,STATE STREET CORP,85747710,68.53,445972,30562461160
72726,17/10/2013,STT,STATE STREET CORP,85747710,69.52,445972,31003973440
72726,18/10/2013,STT,STATE STREET CORP,85747710,69.77,445972,31115466440
72726,21/10/2013,STT,STATE STREET CORP,85747710,69.81,445972,31133305320
72726,22/10/2013,STT,STATE STREET CORP,85747710,67.54,445972,30120948880
72726,23/10/2013,STT,STATE STREET CORP,85747710,67.64,445972,30165546080
72726,24/10/2013,STT,STATE STREET CORP,85747710,67.94,445972,30299337680
72726,25/10/2013,STT,STATE STREET CORP,85747710,68.74,445972,30656115280
72726,28/10/2013,STT,STATE STREET CORP,85747710,68.58,445972,30584759760
72726,29/10/2013,STT,STATE STREET CORP,85747710,70.26,445972,31333992720
72726,30/10/2013,STT,STATE STREET CORP,85747710,70.23,445972,31320613560
72726,31/10/2013,STT,STATE STREET CORP,85747710,70.07,445972,31249258040
72726,1/11/2013,STT,STATE STREET CORP,85747710,70.35,445972,31374130200
72726,4/11/2013,STT,STATE STREET CORP,85747710,70.92,445972,31628334240
72726,5/11/2013,STT,STATE STREET CORP,85747710,70.8,445972,31574817600
72726,6/11/2013,STT,STATE STREET CORP,85747710,71.18,445972,31744286960
72726,7/11/2013,STT,STATE STREET CORP,85747710,69.85,445972,31151144200
72726,8/11/2013,STT,STATE STREET CORP,85747710,71.86,445972,32047547920
72726,11/11/2013,STT,STATE STREET CORP,85747710,71.81,445972,32025249320
72726,12/11/2013,STT,STATE STREET CORP,85747710,69.9,445972,31173442800
72726,13/11/2013,STT,STATE STREET CORP,85747710,70.88,445972,31610495360
72726,14/11/2013,STT,STATE STREET CORP,85747710,70.62,445972,31494542640
72726,15/11/2013,STT,STATE STREET CORP,85747710,70.64,445972,31503462080
72726,18/11/2013,STT,STATE STREET CORP,85747710,70.99,445972,31659552280
72726,19/11/2013,STT,STATE STREET CORP,85747710,70.9,445972,31619414800
72726,20/11/2013,STT,STATE STREET CORP,85747710,71.08,445972,31699689760
72726,21/11/2013,STT,STATE STREET CORP,85747710,72.05,445972,32132282600
72726,22/11/2013,STT,STATE STREET CORP,85747710,72.7,445972,32422164400
72726,25/11/2013,STT,STATE STREET CORP,85747710,72.11,445972,32159040920
72726,26/11/2013,STT,STATE STREET CORP,85747710,72.55,445972,32355268600
72726,27/11/2013,STT,STATE STREET CORP,85747710,72.34,445972,32261614480
72726,29/11/2013,STT,STATE STREET CORP,85747710,72.61,439001,31875862610
72726,2/12/2013,STT,STATE STREET CORP,85747710,72.89,439001,31998782890
