PERMNO,date,TICKER,COMNAM,CUSIP,PRC,SHROUT,market_cap
72726,3/12/2013,STT,STATE STREET CORP,85747710,71.5,439001,31388571500
72726,4/12/2013,STT,STATE STREET CORP,85747710,70.83,439001,31094440830
72726,5/12/2013,STT,STATE STREET CORP,85747710,70.16,439001,30800310160
72726,6/12/2013,STT,STATE STREET CORP,85747710,71.23,439001,31270041230
72726,9/12/2013,STT,STATE STREET CORP,85747710,71.82,439001,31529051820
72726,10/12/2013,STT,STATE STREET CORP,85747710,71.35,439001,31322721350
72726,11/12/2013,STT,STATE STREET CORP,85747710,70.37,439001,30892500370
72726,12/12/2013,STT,STATE STREET CORP,85747710,70.21,439001,30822260210
72726,13/12/2013,STT,STATE STREET CORP,85747710,69.73,439001,30611539730
72726,16/12/2013,STT,STATE STREET CORP,85747710,70.02,439001,30738850020
72726,17/12/2013,STT,STATE STREET CORP,85747710,69.59,439001,30550079590
72726,18/12/2013,STT,STATE STREET CORP,85747710,71.43,439001,31357841430
72726,19/12/2013,STT,STATE STREET CORP,85747710,71.03,439001,31182241030
72726,20/12/2013,STT,STATE STREET CORP,85747710,71.55,439001,31410521550
72726,23/12/2013,STT,STATE STREET CORP,85747710,72.21,439001,31700262210
72726,24/12/2013,STT,STATE STREET CORP,85747710,72.23,439001,31709042230
72726,26/12/2013,STT,STATE STREET CORP,85747710,72.73,439001,31928542730
72726,27/12/2013,STT,STATE STREET CORP,85747710,72.96,439001,32029512960
72726,30/12/2013,STT,STATE STREET CORP,85747710,72.66,439001,31897812660
72726,31/12/2013,STT,STATE STREET CORP,85747710,73.39,439001,32218283390
72726,2/01/2014,STT,STATE STREET CORP,85747710,73.16,439001,32117313160
72726,3/01/2014,STT,STATE STREET CORP,85747710,74.7,439001,32793374700
72726,6/01/2014,STT,STATE STREET CORP,85747710,74.69,439001,32788984690
72726,7/01/2014,STT,STATE STREET CORP,85747710,75.24,439001,33030435240
72726,8/01/2014,STT,STATE STREET CORP,85747710,75.05,439001,32947025050
72726,9/01/2014,STT,STATE STREET CORP,85747710,75.35,439001,33078725350
72726,10/01/2014,STT,STATE STREET CORP,85747710,74.88,439001,32872394880
72726,13/01/2014,STT,STATE STREET CORP,85747710,72.93,439001,32016342930
72726,14/01/2014,STT,STATE STREET CORP,85747710,73.47,439001,32253403470
72726,15/01/2014,STT,STATE STREET CORP,85747710,74.32,439001,32626554320
72726,16/01/2014,STT,STATE STREET CORP,85747710,73.72,439001,32363153720
72726,17/01/2014,STT,STATE STREET CORP,85747710,73.5,439001,32266573500
72726,21/01/2014,STT,STATE STREET CORP,85747710,74.17,439001,32560704170
72726,22/01/2014,STT,STATE STREET CORP,85747710,75.15,439001,32990925150
72726,23/01/2014,STT,STATE STREET CORP,85747710,72.76,439001,31941712760
72726,24/01/2014,STT,STATE STREET CORP,85747710,69.52,439001,30519349520
72726,27/01/2014,STT,STATE STREET CORP,85747710,68.3,439001,29983768300
72726,28/01/2014,STT,STATE STREET CORP,85747710,68.88,439001,30238388880
72726,29/01/2014,STT,STATE STREET CORP,85747710,67.6,439001,29676467600
72726,30/01/2014,STT,STATE STREET CORP,85747710,68.24,439001,29957428240
72726,31/01/2014,STT,STATE STREET CORP,85747710,66.95,439001,29391116950
72726,3/02/2014,STT,STATE STREET CORP,85747710,64.6,439001,28359464600
72726,4/02/2014,STT,STATE STREET CORP,85747710,65.46,439001,28737005460
72726,5/02/2014,STT,STATE STREET CORP,85747710,64.34,439001,28245324340
72726,6/02/2014,STT,STATE STREET CORP,85747710,65.92,439001,28938945920
72726,7/02/2014,STT,STATE STREET CORP,85747710,68.23,439001,29953038230
72726,10/02/2014,STT,STATE STREET CORP,85747710,68.16,439001,29922308160
72726,11/02/2014,STT,STATE STREET CORP,85747710,68.75,439001,30181318750
72726,12/02/2014,STT,STATE STREET CORP,85747710,68.8,439001,30203268800
72726,13/02/2014,STT,STATE STREET CORP,85747710,68.5,439001,30071568500
72726,14/02/2014,STT,STATE STREET CORP,85747710,68.81,439001,30207658810
72726,18/02/2014,STT,STATE STREET CORP,85747710,68.22,439001,29948648220
72726,19/02/2014,STT,STATE STREET CORP,85747710,68.05,439001,29874018050
72726,20/02/2014,STT,STATE STREET CORP,85747710,67.82,439001,29773047820
72726,21/02/2014,STT,STATE STREET CORP,85747710,68.52,439001,30080348520
72726,24/02/2014,STT,STATE STREET CORP,85747710,69.07,439001,30321799070
72726,25/02/2014,STT,STATE STREET CORP,85747710,67.87,439001,29794997870
72726,26/02/2014,STT,STATE STREET CORP,85747710,67.41,439001,29593057410
72726,27/02/2014,STT,STATE STREET CORP,85747710,67.39,439001,29584277390
72726,28/02/2014,STT,STATE STREET CORP,85747710,65.67,431635,28345470450
72726,3/03/2014,STT,STATE STREET CORP,85747710,65.2,431635,28142602000
72726,4/03/2014,STT,STATE STREET CORP,85747710,66.41,431635,28664880350
72726,5/03/2014,STT,STATE STREET CORP,85747710,66.5,431635,28703727500
72726,6/03/2014,STT,STATE STREET CORP,85747710,67.73,431635,29234638550
72726,7/03/2014,STT,STATE STREET CORP,85747710,68.14,431635,29411608900
72726,10/03/2014,STT,STATE STREET CORP,85747710,68.2,431635,29437507000
72726,11/03/2014,STT,STATE STREET CORP,85747710,66.83,431635,28846167050
72726,12/03/2014,STT,STATE STREET CORP,85747710,66.16,431635,28556971600
72726,13/03/2014,STT,STATE STREET CORP,85747710,64.48,431635,27831824800
72726,14/03/2014,STT,STATE STREET CORP,85747710,64.73,431635,27939733550
72726,17/03/2014,STT,STATE STREET CORP,85747710,65.44,431635,28246194400
72726,18/03/2014,STT,STATE STREET CORP,85747710,65.34,431635,28203030900
72726,19/03/2014,STT,STATE STREET CORP,85747710,66.15,431635,28552655250
72726,20/03/2014,STT,STATE STREET CORP,85747710,68,431635,29351180000
72726,21/03/2014,STT,STATE STREET CORP,85747710,68.81,431635,29700804350
72726,24/03/2014,STT,STATE STREET CORP,85747710,70.21,431635,30305093350
72726,25/03/2014,STT,STATE STREET CORP,85747710,70.16,431635,30283511600
72726,26/03/2014,STT,STATE STREET CORP,85747710,68.64,431635,29627426400
72726,27/03/2014,STT,STATE STREET CORP,85747710,68.49,431635,29562681150
72726,28/03/2014,STT,STATE STREET CORP,85747710,68.99,431635,29778498650
72726,31/03/2014,STT,STATE STREET CORP,85747710,69.55,431635,30020214250
72726,1/04/2014,STT,STATE STREET CORP,85747710,69.57,431635,30028846950
72726,2/04/2014,STT,STATE STREET CORP,85747710,69.28,431635,29903672800
72726,3/04/2014,STT,STATE STREET CORP,85747710,69.49,431635,29994316150
72726,4/04/2014,STT,STATE STREET CORP,85747710,68.25,431635,29459088750
72726,7/04/2014,STT,STATE STREET CORP,85747710,66.52,431635,28712360200
72726,8/04/2014,STT,STATE STREET CORP,85747710,65.92,431635,28453379200
72726,9/04/2014,STT,STATE STREET CORP,85747710,67.07,431635,28949759450
72726,10/04/2014,STT,STATE STREET CORP,85747710,65.15,431635,28121020250
72726,11/04/2014,STT,STATE STREET CORP,85747710,63.76,431635,27521047600
72726,14/04/2014,STT,STATE STREET CORP,85747710,64.44,431635,27814559400
72726,15/04/2014,STT,STATE STREET CORP,85747710,64.35,431635,27775712250
72726,16/04/2014,STT,STATE STREET CORP,85747710,64.91,431635,28017427850
72726,17/04/2014,STT,STATE STREET CORP,85747710,65.53,431635,28285041550
72726,21/04/2014,STT,STATE STREET CORP,85747710,65,431635,28056275000
72726,22/04/2014,STT,STATE STREET CORP,85747710,65.36,431635,28211663600
72726,23/04/2014,STT,STATE STREET CORP,85747710,65.91,431635,28449062850
72726,24/04/2014,STT,STATE STREET CORP,85747710,65.73,431635,28371368550
72726,25/04/2014,STT,STATE STREET CORP,85747710,63.79,431635,27533996650
72726,28/04/2014,STT,STATE STREET CORP,85747710,63.49,431635,27404506150
72726,29/04/2014,STT,STATE STREET CORP,85747710,64.34,431635,27771395900
72726,30/04/2014,STT,STATE STREET CORP,85747710,64.56,430781,27811221360
72726,1/05/2014,STT,STATE STREET CORP,85747710,64.6,430781,27828452600
72726,2/05/2014,STT,STATE STREET CORP,85747710,65.36,430781,28155846160
72726,5/05/2014,STT,STATE STREET CORP,85747710,64.13,430781,27625985530
72726,6/05/2014,STT,STATE STREET CORP,85747710,63.55,430781,27376132550
72726,7/05/2014,STT,STATE STREET CORP,85747710,64.25,430781,27677679250
72726,8/05/2014,STT,STATE STREET CORP,85747710,64.96,430781,27983533760
72726,9/05/2014,STT,STATE STREET CORP,85747710,64.86,430781,27940455660
72726,12/05/2014,STT,STATE STREET CORP,85747710,65.86,430781,28371236660
72726,13/05/2014,STT,STATE STREET CORP,85747710,65.59,430781,28254925790
72726,14/05/2014,STT,STATE STREET CORP,85747710,64.87,430781,27944763470
72726,15/05/2014,STT,STATE STREET CORP,85747710,63.21,430781,27229667010
72726,16/05/2014,STT,STATE STREET CORP,85747710,63.19,430781,27221051390
72726,19/05/2014,STT,STATE STREET CORP,85747710,63.81,430781,27488135610
72726,20/05/2014,STT,STATE STREET CORP,85747710,63.23,430781,27238282630
72726,21/05/2014,STT,STATE STREET CORP,85747710,64.27,430781,27686294870
72726,22/05/2014,STT,STATE STREET CORP,85747710,64.69,430781,27867222890
72726,23/05/2014,STT,STATE STREET CORP,85747710,64.49,430781,27781066690
72726,27/05/2014,STT,STATE STREET CORP,85747710,65.17,430781,28073997770
72726,28/05/2014,STT,STATE STREET CORP,85747710,64.83,430781,27927532230
72726,29/05/2014,STT,STATE STREET CORP,85747710,65.01,430781,28005072810
72726,30/05/2014,STT,STATE STREET CORP,85747710,65.27,430781,28117075870
72726,2/06/2014,STT,STATE STREET CORP,85747710,65.07,430781,28030919670
72726,3/06/2014,STT,STATE STREET CORP,85747710,65.79,430781,28341081990
72726,4/06/2014,STT,STATE STREET CORP,85747710,66.32,430781,28569395920
72726,5/06/2014,STT,STATE STREET CORP,85747710,66.43,430781,28616781830
72726,6/06/2014,STT,STATE STREET CORP,85747710,67,430781,28862327000
72726,9/06/2014,STT,STATE STREET CORP,85747710,67.21,430781,28952791010
72726,10/06/2014,STT,STATE STREET CORP,85747710,66.96,430781,28845095760
72726,11/06/2014,STT,STATE STREET CORP,85747710,66.48,430781,28638320880
72726,12/06/2014,STT,STATE STREET CORP,85747710,66.23,430781,28530625630
72726,13/06/2014,STT,STATE STREET CORP,85747710,66.26,430781,28543549060
72726,16/06/2014,STT,STATE STREET CORP,85747710,66.09,430781,28470316290
72726,17/06/2014,STT,STATE STREET CORP,85747710,67.73,430781,29176797130
72726,18/06/2014,STT,STATE STREET CORP,85747710,67.82,430781,29215567420
72726,19/06/2014,STT,STATE STREET CORP,85747710,67.22,430781,28957098820
72726,20/06/2014,STT,STATE STREET CORP,85747710,67.8,430781,29206951800
72726,23/06/2014,STT,STATE STREET CORP,85747710,68.03,430781,29306031430
72726,24/06/2014,STT,STATE STREET CORP,85747710,67.55,430781,29099256550
72726,25/06/2014,STT,STATE STREET CORP,85747710,68.03,430781,29306031430
72726,26/06/2014,STT,STATE STREET CORP,85747710,67.67,430781,29150950270
72726,27/06/2014,STT,STATE STREET CORP,85747710,66.82,430781,28784786420
72726,30/06/2014,STT,STATE STREET CORP,85747710,67.26,430422,28950183720
72726,1/07/2014,STT,STATE STREET CORP,85747710,67.66,430422,29122352520
72726,2/07/2014,STT,STATE STREET CORP,85747710,68.1,430422,29311738200
72726,3/07/2014,STT,STATE STREET CORP,85747710,68.84,430422,29630250480
72726,7/07/2014,STT,STATE STREET CORP,85747710,68.54,430422,29501123880
72726,8/07/2014,STT,STATE STREET CORP,85747710,67.79,430422,29178307380
72726,9/07/2014,STT,STATE STREET CORP,85747710,68.15,430422,29333259300
72726,10/07/2014,STT,STATE STREET CORP,85747710,67.7,430422,29139569400
72726,11/07/2014,STT,STATE STREET CORP,85747710,67.61,430422,29100831420
72726,14/07/2014,STT,STATE STREET CORP,85747710,68.58,430422,29518340760
72726,15/07/2014,STT,STATE STREET CORP,85747710,69.11,430422,29746464420
72726,16/07/2014,STT,STATE STREET CORP,85747710,69.42,430422,29879895240
72726,17/07/2014,STT,STATE STREET CORP,85747710,69.12,430422,29750768640
72726,18/07/2014,STT,STATE STREET CORP,85747710,69.9,430422,30086497800
72726,21/07/2014,STT,STATE STREET CORP,85747710,69.75,430422,30021934500
72726,22/07/2014,STT,STATE STREET CORP,85747710,70.07,430422,30159669540
72726,23/07/2014,STT,STATE STREET CORP,85747710,70.29,430422,30254362380
72726,24/07/2014,STT,STATE STREET CORP,85747710,71.56,430422,30800998320
72726,25/07/2014,STT,STATE STREET CORP,85747710,71.45,430422,30753651900
72726,28/07/2014,STT,STATE STREET CORP,85747710,71.25,430422,30667567500
72726,29/07/2014,STT,STATE STREET CORP,85747710,71.02,430422,30568570440
72726,30/07/2014,STT,STATE STREET CORP,85747710,71.86,430422,30930124920
72726,31/07/2014,STT,STATE STREET CORP,85747710,70.44,430422,30318925680
72726,1/08/2014,STT,STATE STREET CORP,85747710,69.96,430422,30112323120
72726,4/08/2014,STT,STATE STREET CORP,85747710,70.47,430422,30331838340
72726,5/08/2014,STT,STATE STREET CORP,85747710,69.62,430422,29965979640
72726,6/08/2014,STT,STATE STREET CORP,85747710,70.32,430422,30267275040
72726,7/08/2014,STT,STATE STREET CORP,85747710,69.69,430422,29996109180
72726,8/08/2014,STT,STATE STREET CORP,85747710,70.36,430422,30284491920
72726,11/08/2014,STT,STATE STREET CORP,85747710,70.3,430422,30258666600
72726,12/08/2014,STT,STATE STREET CORP,85747710,69.77,430422,30030542940
72726,13/08/2014,STT,STATE STREET CORP,85747710,69.99,430422,30125235780
72726,14/08/2014,STT,STATE STREET CORP,85747710,70.17,430422,30202711740
72726,15/08/2014,STT,STATE STREET CORP,85747710,69.63,430422,29970283860
72726,18/08/2014,STT,STATE STREET CORP,85747710,70.19,430422,30211320180
72726,19/08/2014,STT,STATE STREET CORP,85747710,70.2,430422,30215624400
72726,20/08/2014,STT,STATE STREET CORP,85747710,70.44,430422,30318925680
72726,21/08/2014,STT,STATE STREET CORP,85747710,70.77,430422,30460964940
72726,22/08/2014,STT,STATE STREET CORP,85747710,70.92,430422,30525528240
72726,25/08/2014,STT,STATE STREET CORP,85747710,71.75,430422,30882778500
72726,26/08/2014,STT,STATE STREET CORP,85747710,72.2,430422,31076468400
72726,27/08/2014,STT,STATE STREET CORP,85747710,71.61,430422,30822519420
72726,28/08/2014,STT,STATE STREET CORP,85747710,71.67,430422,30848344740
72726,29/08/2014,STT,STATE STREET CORP,85747710,72.03,423519,30506073570
72726,2/09/2014,STT,STATE STREET CORP,85747710,72.39,423519,30658540410
72726,3/09/2014,STT,STATE STREET CORP,85747710,72.31,423519,30624658890
72726,4/09/2014,STT,STATE STREET CORP,85747710,72.43,423519,30675481170
72726,5/09/2014,STT,STATE STREET CORP,85747710,72.66,423519,30772890540
72726,8/09/2014,STT,STATE STREET CORP,85747710,72.69,423519,30785596110
72726,9/09/2014,STT,STATE STREET CORP,85747710,71.55,423519,30302784450
72726,10/09/2014,STT,STATE STREET CORP,85747710,72.19,423519,30573836610
72726,11/09/2014,STT,STATE STREET CORP,85747710,72.92,423519,30883005480
72726,12/09/2014,STT,STATE STREET CORP,85747710,74.08,423519,31374287520
72726,15/09/2014,STT,STATE STREET CORP,85747710,74.3,423519,31467461700
72726,16/09/2014,STT,STATE STREET CORP,85747710,74.3,423519,31467461700
72726,17/09/2014,STT,STATE STREET CORP,85747710,74.81,423519,31683456390
72726,18/09/2014,STT,STATE STREET CORP,85747710,75.73,423519,32073093870
72726,19/09/2014,STT,STATE STREET CORP,85747710,74.84,423519,31696161960
72726,22/09/2014,STT,STATE STREET CORP,85747710,74.47,423519,31539459930
72726,23/09/2014,STT,STATE STREET CORP,85747710,73.94,423519,31314994860
72726,24/09/2014,STT,STATE STREET CORP,85747710,74.94,423519,31738513860
72726,25/09/2014,STT,STATE STREET CORP,85747710,73.86,423519,31281113340
72726,26/09/2014,STT,STATE STREET CORP,85747710,74.31,423519,31471696890
72726,29/09/2014,STT,STATE STREET CORP,85747710,73.61,423519,31175233590
72726,30/09/2014,STT,STATE STREET CORP,85747710,73.61,423519,31175233590
72726,1/10/2014,STT,STATE STREET CORP,85747710,72.5,423519,30705127500
72726,2/10/2014,STT,STATE STREET CORP,85747710,72.66,423519,30772890540
72726,3/10/2014,STT,STATE STREET CORP,85747710,73.59,423519,31166763210
72726,6/10/2014,STT,STATE STREET CORP,85747710,73.51,423519,31132881690
72726,7/10/2014,STT,STATE STREET CORP,85747710,71.27,423519,30184199130
72726,8/10/2014,STT,STATE STREET CORP,85747710,71.93,423519,30463721670
72726,9/10/2014,STT,STATE STREET CORP,85747710,69.11,423519,29269398090
72726,10/10/2014,STT,STATE STREET CORP,85747710,68.04,423519,28816232760
72726,13/10/2014,STT,STATE STREET CORP,85747710,66.9,423519,28333421100
72726,14/10/2014,STT,STATE STREET CORP,85747710,67.23,423519,28473182370
72726,15/10/2014,STT,STATE STREET CORP,85747710,65.81,423519,27871785390
72726,16/10/2014,STT,STATE STREET CORP,85747710,66.19,423519,28032722610
72726,17/10/2014,STT,STATE STREET CORP,85747710,67.38,423519,28536710220
72726,20/10/2014,STT,STATE STREET CORP,85747710,67.42,423519,28553650980
72726,21/10/2014,STT,STATE STREET CORP,85747710,68.97,423519,29210105430
72726,22/10/2014,STT,STATE STREET CORP,85747710,67.9,423519,28756940100
72726,23/10/2014,STT,STATE STREET CORP,85747710,68.94,423519,29197399860
72726,24/10/2014,STT,STATE STREET CORP,85747710,71.88,423519,30442545720
72726,27/10/2014,STT,STATE STREET CORP,85747710,72.36,423519,30645834840
72726,28/10/2014,STT,STATE STREET CORP,85747710,72.95,423519,30895711050
72726,29/10/2014,STT,STATE STREET CORP,85747710,73.82,423519,31264172580
72726,30/10/2014,STT,STATE STREET CORP,85747710,73.55,423519,31149822450
72726,31/10/2014,STT,STATE STREET CORP,85747710,75.46,423519,31958743740
72726,3/11/2014,STT,STATE STREET CORP,85747710,75.86,423519,32128151340
72726,4/11/2014,STT,STATE STREET CORP,85747710,76.58,423519,32433085020
72726,5/11/2014,STT,STATE STREET CORP,85747710,77.22,423519,32704137180
72726,6/11/2014,STT,STATE STREET CORP,85747710,77.85,423519,32970954150
72726,7/11/2014,STT,STATE STREET CORP,85747710,77.81,423519,32954013390
72726,10/11/2014,STT,STATE STREET CORP,85747710,78.12,423519,33085304280
72726,11/11/2014,STT,STATE STREET CORP,85747710,77.68,423519,32898955920
72726,12/11/2014,STT,STATE STREET CORP,85747710,77.45,423519,32801546550
72726,13/11/2014,STT,STATE STREET CORP,85747710,76.48,423519,32390733120
72726,14/11/2014,STT,STATE STREET CORP,85747710,76.07,423519,32217090330
72726,17/11/2014,STT,STATE STREET CORP,85747710,75.67,423519,32047682730
72726,18/11/2014,STT,STATE STREET CORP,85747710,75.86,423519,32128151340
72726,19/11/2014,STT,STATE STREET CORP,85747710,75.88,423519,32136621720
72726,20/11/2014,STT,STATE STREET CORP,85747710,76.2,423519,32272147800
72726,21/11/2014,STT,STATE STREET CORP,85747710,76.57,423519,32428849830
72726,24/11/2014,STT,STATE STREET CORP,85747710,77.21,423519,32699901990
72726,25/11/2014,STT,STATE STREET CORP,85747710,77.19,423519,32691431610
72726,26/11/2014,STT,STATE STREET CORP,85747710,76.87,423519,32555905530
72726,28/11/2014,STT,STATE STREET CORP,85747710,76.73,417495,32034391350
72726,1/12/2014,STT,STATE STREET CORP,85747710,76.02,417495,31737969900
72726,2/12/2014,STT,STATE STREET CORP,85747710,77.42,417495,32322462900
72726,3/12/2014,STT,STATE STREET CORP,85747710,78.35,417495,32710733250
72726,4/12/2014,STT,STATE STREET CORP,85747710,78.28,417495,32681508600
72726,5/12/2014,STT,STATE STREET CORP,85747710,79.28,417495,33099003600
72726,8/12/2014,STT,STATE STREET CORP,85747710,79.72,417495,33282701400
72726,9/12/2014,STT,STATE STREET CORP,85747710,79.6,417495,33232602000
72726,10/12/2014,STT,STATE STREET CORP,85747710,78.38,417495,32723258100
72726,11/12/2014,STT,STATE STREET CORP,85747710,78.2,417495,32648109000
72726,12/12/2014,STT,STATE STREET CORP,85747710,75.24,417495,31412323800
72726,15/12/2014,STT,STATE STREET CORP,85747710,75.42,417495,31487472900
72726,16/12/2014,STT,STATE STREET CORP,85747710,74.89,417495,31266200550
72726,17/12/2014,STT,STATE STREET CORP,85747710,76.86,417495,32088665700
72726,18/12/2014,STT,STATE STREET CORP,85747710,79.47,417495,33178327650
72726,19/12/2014,STT,STATE STREET CORP,85747710,79.73,417495,33286876350
72726,22/12/2014,STT,STATE STREET CORP,85747710,79.66,417495,33257651700
72726,23/12/2014,STT,STATE STREET CORP,85747710,80.33,417495,33537373350
72726,24/12/2014,STT,STATE STREET CORP,85747710,80.07,417495,33428824650
72726,26/12/2014,STT,STATE STREET CORP,85747710,79.9,417495,33357850500
72726,29/12/2014,STT,STATE STREET CORP,85747710,79.91,417495,33362025450
72726,30/12/2014,STT,STATE STREET CORP,85747710,79.21,417495,33069778950
72726,31/12/2014,STT,STATE STREET CORP,85747710,78.5,417495,32773357500
72726,2/01/2015,STT,STATE STREET CORP,85747710,78.35,417495,32710733250
72726,5/01/2015,STT,STATE STREET CORP,85747710,77.05,417495,32167989750
72726,6/01/2015,STT,STATE STREET CORP,85747710,74.85,417495,31249500750
72726,7/01/2015,STT,STATE STREET CORP,85747710,75.55,417495,31541747250
72726,8/01/2015,STT,STATE STREET CORP,85747710,77.15,417495,32209739250
72726,9/01/2015,STT,STATE STREET CORP,85747710,76.03,417495,31742144850
72726,12/01/2015,STT,STATE STREET CORP,85747710,75.37,417495,31466598150
72726,13/01/2015,STT,STATE STREET CORP,85747710,75.19,417495,31391449050
72726,14/01/2015,STT,STATE STREET CORP,85747710,73.35,417495,30623258250
72726,15/01/2015,STT,STATE STREET CORP,85747710,72.78,417495,30385286100
72726,16/01/2015,STT,STATE STREET CORP,85747710,73.66,417495,30752681700
72726,20/01/2015,STT,STATE STREET CORP,85747710,73.2,417495,30560634000
72726,21/01/2015,STT,STATE STREET CORP,85747710,74.74,417495,31203576300
72726,22/01/2015,STT,STATE STREET CORP,85747710,77.09,417495,32184689550
72726,23/01/2015,STT,STATE STREET CORP,85747710,72.4,417495,30226638000
72726,26/01/2015,STT,STATE STREET CORP,85747710,73.28,417495,30594033600
72726,27/01/2015,STT,STATE STREET CORP,85747710,72.54,417495,30285087300
72726,28/01/2015,STT,STATE STREET CORP,85747710,71.28,417495,29759043600
72726,29/01/2015,STT,STATE STREET CORP,85747710,71.8,417495,29976141000
72726,30/01/2015,STT,STATE STREET CORP,85747710,71.51,424339,30344481890
72726,2/02/2015,STT,STATE STREET CORP,85747710,72.98,424339,30968260220
72726,3/02/2015,STT,STATE STREET CORP,85747710,74.62,424339,31664176180
72726,4/02/2015,STT,STATE STREET CORP,85747710,73.77,424339,31303488030
72726,5/02/2015,STT,STATE STREET CORP,85747710,74.69,424339,31693879910
72726,6/02/2015,STT,STATE STREET CORP,85747710,76.12,424339,32300684680
72726,9/02/2015,STT,STATE STREET CORP,85747710,76.16,424339,32317658240
72726,10/02/2015,STT,STATE STREET CORP,85747710,77.27,424339,32788674530
72726,11/02/2015,STT,STATE STREET CORP,85747710,76.99,424339,32669859610
72726,12/02/2015,STT,STATE STREET CORP,85747710,77.39,424339,32839595210
72726,13/02/2015,STT,STATE STREET CORP,85747710,76.93,424339,32644399270
72726,17/02/2015,STT,STATE STREET CORP,85747710,77.27,424339,32788674530
72726,18/02/2015,STT,STATE STREET CORP,85747710,76.25,424339,32355848750
72726,19/02/2015,STT,STATE STREET CORP,85747710,76.54,424339,32478907060
72726,20/02/2015,STT,STATE STREET CORP,85747710,77.63,424339,32941436570
72726,23/02/2015,STT,STATE STREET CORP,85747710,77.1,424339,32716536900
72726,24/02/2015,STT,STATE STREET CORP,85747710,78.21,424339,33187553190
72726,25/02/2015,STT,STATE STREET CORP,85747710,76.91,424339,32635912490
72726,26/02/2015,STT,STATE STREET CORP,85747710,74.81,424339,31744800590
72726,27/02/2015,STT,STATE STREET CORP,85747710,74.45,412281,30694320450
72726,2/03/2015,STT,STATE STREET CORP,85747710,75.57,412281,31156075170
72726,3/03/2015,STT,STATE STREET CORP,85747710,75.37,412281,31073618970
72726,4/03/2015,STT,STATE STREET CORP,85747710,75.13,412281,30974671530
72726,5/03/2015,STT,STATE STREET CORP,85747710,74.67,412281,30785022270
72726,6/03/2015,STT,STATE STREET CORP,85747710,72.81,412281,30018179610
72726,9/03/2015,STT,STATE STREET CORP,85747710,73.57,412281,30331513170
72726,10/03/2015,STT,STATE STREET CORP,85747710,71.34,412281,29412126540
72726,11/03/2015,STT,STATE STREET CORP,85747710,72.42,412281,29857390020
72726,12/03/2015,STT,STATE STREET CORP,85747710,73.67,412281,30372741270
72726,13/03/2015,STT,STATE STREET CORP,85747710,73.41,412281,30265548210
72726,16/03/2015,STT,STATE STREET CORP,85747710,74.9,412281,30879846900
72726,17/03/2015,STT,STATE STREET CORP,85747710,75.56,412281,31151952360
72726,18/03/2015,STT,STATE STREET CORP,85747710,75.13,412281,30974671530
72726,19/03/2015,STT,STATE STREET CORP,85747710,74.83,412281,30850987230
72726,20/03/2015,STT,STATE STREET CORP,85747710,76.24,412281,31432303440
72726,23/03/2015,STT,STATE STREET CORP,85747710,75.57,412281,31156075170
72726,24/03/2015,STT,STATE STREET CORP,85747710,74.75,412281,30818004750
72726,25/03/2015,STT,STATE STREET CORP,85747710,73.27,412281,30207828870
72726,26/03/2015,STT,STATE STREET CORP,85747710,73.65,412281,30364495650
72726,27/03/2015,STT,STATE STREET CORP,85747710,73.47,412281,30290285070
72726,30/03/2015,STT,STATE STREET CORP,85747710,73.88,412281,30459320280
72726,31/03/2015,STT,STATE STREET CORP,85747710,73.53,412281,30315021930
72726,1/04/2015,STT,STATE STREET CORP,85747710,73.45,412281,30282039450
72726,2/04/2015,STT,STATE STREET CORP,85747710,73.97,412281,30496425570
72726,6/04/2015,STT,STATE STREET CORP,85747710,74.65,412281,30776776650
72726,7/04/2015,STT,STATE STREET CORP,85747710,75.2,412281,31003531200
72726,8/04/2015,STT,STATE STREET CORP,85747710,75.78,412281,31242654180
72726,9/04/2015,STT,STATE STREET CORP,85747710,76.22,412281,31424057820
72726,10/04/2015,STT,STATE STREET CORP,85747710,76.35,412281,31477654350
72726,13/04/2015,STT,STATE STREET CORP,85747710,76.65,412281,31601338650
72726,14/04/2015,STT,STATE STREET CORP,85747710,76.39,412281,31494145590
72726,15/04/2015,STT,STATE STREET CORP,85747710,76.53,412281,31551864930
72726,16/04/2015,STT,STATE STREET CORP,85747710,76.44,412281,31514759640
72726,17/04/2015,STT,STATE STREET CORP,85747710,75.68,412281,31201426080
72726,20/04/2015,STT,STATE STREET CORP,85747710,76.28,412281,31448794680
72726,21/04/2015,STT,STATE STREET CORP,85747710,76.67,412281,31609584270
72726,22/04/2015,STT,STATE STREET CORP,85747710,77.93,412281,32129058330
72726,23/04/2015,STT,STATE STREET CORP,85747710,78.19,412281,32236251390
72726,24/04/2015,STT,STATE STREET CORP,85747710,76.36,412281,31481777160
72726,27/04/2015,STT,STATE STREET CORP,85747710,76.93,412281,31716777330
72726,28/04/2015,STT,STATE STREET CORP,85747710,77.48,412281,31943531880
72726,29/04/2015,STT,STATE STREET CORP,85747710,77.65,412281,32013619650
72726,30/04/2015,STT,STATE STREET CORP,85747710,77.12,411648,31746293760
72726,1/05/2015,STT,STATE STREET CORP,85747710,77.65,411648,31964467200
72726,4/05/2015,STT,STATE STREET CORP,85747710,78.74,411648,32413163520
72726,5/05/2015,STT,STATE STREET CORP,85747710,78.75,411648,32417280000
72726,6/05/2015,STT,STATE STREET CORP,85747710,78.01,411648,32112660480
