GVKEY,LINKPRIM,LIID,LINKTYPE,LPERMNO,LPERMCO,LINKDT,LINKENDDT,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,cusip,conm,acctchg,acctstd,acqmeth,adrr,ajex,ajp,bspr,compst,curcd,curncd,currtr,curuscn,final,fyr,ismod,ltcm,ogm,pddur,scf,src,stalt,udpl,upd,apdedate,fdate,pdate,acchg,acco,accrt,acdo,aco,acodo,acominc,acox,acoxar,acqao,acqcshi,acqgdwl,acqic,acqintan,acqinvt,acqlntal,acqniintc,acqppe,acqsc,act,adpac,aedi,afudcc,afudci,aldo,am,amc,amdc,amgw,ano,ao,aocidergl,aociother,aocipen,aocisecgl,aodo,aol2,aoloch,aox,ap,apalch,apb,apc,apofs,aqa,aqc,aqd,aqeps,aqi,aqp,aqpl1,aqs,arb,arc,arce,arced,arceeps,artfs,at,aul3,autxr,balr,banlr,bast,bastr,batr,bcef,bclr,bcltbl,bcnlr,bcrbl,bct,bctbl,bctr,billexce,bkvlps,bltbl,ca,capr1,capr2,capr3,caps,capsft,capx,capxv,cb,cbi,cdpac,cdvc,ceiexbill,ceq,ceql,ceqt,cfbd,cfere,cfo,cfpdo,cga,cgri,cgti,cgui,ch,che,chech,chs,ci,cibegni,cicurr,cidergl,cimii,ciother,cipen,cisecgl,citotal,cld2,cld3,cld4,cld5,clfc,clfx,clg,clis,cll,cllc,clo,clrll,clt,cmp,cnltbl,cogs,cpcbl,cpdoi,cpnli,cppbl,cprei,crv,crvnli,cshfd,cshi,csho,cshpri,cshr,cshrc,cshrp,cshrso,cshrt,cshrw,cstk,cstkcv,cstke,dbi,dc,dclo,dcom,dcpstk,dcs,dcvsr,dcvsub,dcvt,dd,dd1,dd2,dd3,dd4,dd5,depc,derac,deralt,derhedgl,derlc,derllt,dfpac,dfs,dfxa,diladj,dilavx,dlc,dlcch,dltis,dlto,dltp,dltr,dltsub,dltt,dm,dn,do,donr,dp,dpacb,dpacc,dpacli,dpacls,dpacme,dpacnr,dpaco,dpacre,dpact,dpc,dpdc,dpltb,dpret,dpsc,dpstb,dptb,dptc,dptic,dpvieb,dpvio,dpvir,drc,drci,drlt,ds,dt,dtea,dted,dteeps,dtep,dudd,dv,dvc,dvdnp,dvintf,dvp,dvpa,dvpd,dvpdp,dvpibb,dvrpiv,dvrre,dvsco,dvt,dxd2,dxd3,dxd4,dxd5,ea,ebit,ebitda,eiea,emol,emp,epsfi,epsfx,epspi,epspx,esopct,esopdlt,esopnr,esopr,esopt,esub,esubc,excadj,exre,fatb,fatc,fatd,fate,fatl,fatn,fato,fatp,fca,fdfr,fea,fel,ffo,ffs,fiao,finaco,finao,fincf,finch,findlc,findlt,finivst,finlco,finlto,finnp,finrecc,finreclt,finrev,finxint,finxopr,fopo,fopox,fopt,fsrco,fsrct,fuseo,fuset,gbbl,gdwl,gdwlam,gdwlia,gdwlid,gdwlieps,gdwlip,geqrv,gla,glcea,glced,glceeps,glcep,gld,gleps,gliv,glp,govgr,govtown,gp,gphbl,gplbl,gpobl,gprbl,gptbl,gwo,hedgegl,iaeq,iaeqci,iaeqmi,iafici,iafxi,iafxmi,iali,ialoi,ialti,iamli,iaoi,iapli,iarei,iasci,iasmi,iassi,iasti,iatci,iati,iatmi,iaui,ib,ibadj,ibbl,ibc,ibcom,ibki,ibmii,icapt,idiis,idilb,idilc,idis,idist,idit,idits,iire,initb,intan,intano,intc,intpn,invch,invfg,invo,invofs,invreh,invrei,invres,invrm,invt,invwip,iobd,ioi,iore,ip,ipabl,ipc,iphbl,iplbl,ipobl,iptbl,ipti,ipv,irei,irent,irii,irli,irnli,irsi,iseq,iseqc,iseqm,isfi,isfxc,isfxm,isgr,isgt,isgu,islg,islgc,islgm,islt,isng,isngc,isngm,isotc,isoth,isotm,issc,issm,issu,ist,istc,istm,isut,itcb,itcc,itci,ivaco,ivaeq,ivao,ivch,ivgod,ivi,ivncf,ivpt,ivst,ivstch,lcabg,lcacl,lcacr,lcag,lcal,lcalt,lcam,lcao,lcast,lcat,lco,lcox,lcoxar,lcoxdr,lct,lcuacu,li,lif,lifr,lifrp,lloml,lloo,llot,llrci,llrcr,llwoci,llwocr,lno,lo,lol2,loxdr,lqpl1,lrv,ls,lse,lst,lt,lul3,mib,mibn,mibt,mii,mrc1,mrc2,mrc3,mrc4,mrc5,mrct,mrcta,msa,msvrv,mtl,nat,nco,nfsr,ni,niadj,nieci,niint,niintpfc,niintpfp,niit,nim,nio,nipfc,nipfp,nit,nits,nopi,nopio,np,npanl,npaore,nparl,npat,nrtxt,nrtxtd,nrtxteps,oancf,ob,oiadp,oibdp,opeps,opili,opincar,opini,opioi,opiri,opiti,oprepsx,optca,optdr,optex,optexd,optfvgr,optgr,optlife,optosby,optosey,optprcby,optprcca,optprcex,optprcey,optprcgr,optprcwa,optrfr,optvol,palr,panlr,patr,pcl,pclr,pcnlr,pctr,pdvc,pi,pidom,pifo,pll,pltbl,pnca,pncad,pncaeps,pncia,pncid,pncieps,pncip,pncwia,pncwid,pncwieps,pncwip,pnlbl,pnli,pnrsho,pobl,ppcbl,ppegt,ppenb,ppenc,ppenli,ppenls,ppenme,ppennr,ppeno,ppent,ppevbb,ppeveb,ppevo,ppevr,pppabl,ppphbl,pppobl,ppptbl,prc,prca,prcad,prcaeps,prebl,pri,prodv,prsho,prstkc,prstkcc,prstkpc,prvt,pstk,pstkc,pstkl,pstkn,pstkr,pstkrv,ptbl,ptran,pvcl,pvo,pvon,pvpl,pvt,pwoi,radp,ragr,rari,rati,rca,rcd,rceps,rcl,rcp,rdip,rdipa,rdipd,rdipeps,rdp,re,rea,reajo,recch,recco,recd,rect,recta,rectr,recub,ret,reuna,reunr,revt,ris,rll,rlo,rlp,rlri,rlt,rmum,rpag,rra,rrd,rreps,rrp,rstche,rstchelt,rvbci,rvbpi,rvbti,rvdo,rvdt,rveqt,rvlrv,rvno,rvnt,rvri,rvsi,rvti,rvtxr,rvupi,rvutx,saa,sal,sale,salepfc,salepfp,sbdc,sc,sco,scstkc,secu,seq,seqo,seta,setd,seteps,setp,siv,spce,spced,spceeps,spi,spid,spieps,spioa,spiop,sppe,sppiv,spstkc,sret,srt,ssnp,sstk,stbo,stio,stkco,stkcpa,tdc,tdscd,tdsce,tdsg,tdslg,tdsmm,tdsng,tdso,tdss,tdst,teq,tf,tfva,tfvce,tfvl,tie,tii,tlcf,transa,tsa,tsafc,tso,tstk,tstkc,tstkme,tstkn,tstkp,txach,txbco,txbcof,txc,txdb,txdba,txdbca,txdbcl,txdc,txdfed,txdfo,txdi,txditc,txds,txeqa,txeqii,txfed,txfo,txndb,txndba,txndbl,txndbr,txo,txp,txpd,txr,txs,txt,txtubadjust,txtubbegin,txtubend,txtubmax,txtubmin,txtubposdec,txtubposinc,txtubpospdec,txtubpospinc,txtubsettle,txtubsoflimit,txtubtxtr,txtubxintbs,txtubxintis,txva,txw,uaoloch,uaox,uapt,ucaps,uccons,uceq,ucustad,udcopres,udd,udfcc,udmb,udolt,udpco,udpfa,udvp,ufretsd,ugi,ui,uinvt,ulcm,ulco,uniami,unl,unnp,unnpl,unopinc,unwcc,uois,uopi,uopres,updvp,upmcstk,upmpf,upmpfs,upmsubp,upstk,upstkc,upstksf,urect,urectr,urevub,uspi,ustdnc,usubdvp,usubpstk,utfdoc,utfosc,utme,utxfed,uwkcapc,uxinst,uxintd,vpac,vpo,wcap,wcapc,wcapch,wda,wdd,wdeps,wdp,xacc,xad,xago,xagt,xcom,xcomi,xdepl,xdp,xdvre,xeqo,xi,xido,xidoc,xindb,xindc,xins,xinst,xint,xintd,xintopt,xivi,xivre,xlr,xnbi,xnf,xnins,xnitb,xobd,xoi,xopr,xoprar,xoptd,xopteps,xore,xpp,xpr,xrd,xrdp,xrent,xs,xsga,xstf,xstfo,xstfws,xt,xuw,xuwli,xuwnli,xuwoi,xuwrei,xuwti,exchg,cik,costat,fic,naicsh,sich,cshtr_c,dvpsp_c,dvpsx_c,prcc_c,prch_c,prcl_c,adjex_c,cshtr_f,dvpsp_f,dvpsx_f,mkvalt,prcc_f,prch_f,prcl_f,adjex_f,rank,au,auop,auopic,ceoso,cfoso,add1,add2,add3,add4,addzip,busdesc,city,conml,county,dlrsn,ein,fax,fyrc,ggroup,gind,gsector,gsubind,idbflag,incorp,loc,naics,phone,prican,prirow,priusa,sic,spcindcd,spcseccd,spcsrc,state,stko,weburl,dldte,ipodate
1837,P,1,LC,15553,116,14/12/1972,30/06/2016,31/12/2013,2013,INDL,C,D,STD,GAS,84399X001,AGL RESOURCES,,DS,,,1,1,,AZ,USD,USD,1,,Y,12,3,,,12,7,8,,12,3,31/12/2013,7/02/2014,,0,,,,614,,-136,551,,,,,,,,,,,,2895,,,,,,,,,,43,927,1,0,-137,0,,67,175,927,1092,,,,,,154,,,,,6,,,,,,,,14550,0,,,,,,,,,,,,,,,,30.0112,,,,,,2054,,731,731,,,,222,,3568,3568,1596,,,,,,,,,81,130,-26,,395,313,0,4,18,0,78,0,377,,,,,,,,,,,,,,,,3184,,,,,,,,118.3,119.105,118.889,117.9,20.598,,,,,,595,5,0,,0,0,,0,,,,0,,0,200,545,22,155,397,,,,,,,,,0,290,1171,-206,494,,,225,,3813,,,5,,397,,,,,,,,,2295,397,,,,,,,,,,,,,,,,,,,,,16,222,222,,,0,,,,,,,,222,,,,,,628,1025,,,6.094,2.49,2.45,2.5,2.46,0,,,,0,3,0,,0,,,,,,,,,,,,,,,5,,,-121,,,,,,,,,,,,,66,,,,,,,,1827,,,,,,,5,5,0.04,0.04,11,0.04,0.04,,11,,,1025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,290,,308,290,,,7426,,,,,,,,,,1972,145,18,175,41,,,,,,,,658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,9,86,27,0,,,-876,,49,,,,,,,,,,,,770,577,,,3118,,,,,,,,,,,,,-78,2352,79,,79,,,14550,,10937,0,0,45,45,18,,,,,,,,0,,,,,,295,295,,,,,,,,,,,,22,22,1171,,,,,,,,971,,628,1025,2.42,,,,,,,2.41,0.013,,0.899,0.617,,0,,1.529,0.899,36.09,38.36,35.37,36.55,,36.55,,,,,,,,,,,485,,,,,9.1,0.08,0.08,0,0,0,0,9.1,0.08,0.08,14,,,,,,10938,,543,,,,,,8643,10319,10938,,,,,,,,7.15,0.06,0.06,,,,0,0,0,0,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,927,,,,83,,1493,0,1410,,,,,4209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4209,,,,,,33,,3568,,,,,,0,,,,11,,,,,,-11,0,,,,33,,,22,21,-16,,,,,,,,,,3613,,116,0,80,,,,,,,,8,8,,0.216,0,,,0,199,1628,0,0,0,-16,,,-22,1654,,,,164,,-1628,132,1760,0,0,85,120,,35,177,,,,,,,,,,,,,,,,,175,927,1092,0,,3568,,2352,0,,500,3297,0,,0,,478,,21,577,770,290,,,,12,,66,451,,0,2054,0,0,0,0,0,0,1225,1142,268,11,,,,,,,164,,,,,,-223,,,,,,,193,,,,,,,,,,0,5,11,,,,,176,,0,,,,,,,,,,3184,,0,0,,63,57,,,,,,,,,,,,,,,,0,1004155,A,USA,221210,4924,137152977,1.88,1.88,47.23,49.31,38.86,1,137152977,1.88,1.88,5615.1275,47.23,49.31,38.86,1,1,7,4,1,Y,Y,"Ten Peachtree Place, N.E.",,,,30309,"Southern Company Gas, an energy services holding company, distributes natural gas in Illinois, Georgia, Virginia, and Tennessee. It operates through four segments: Gas Distribution Operations, Gas Pipeline Investments, Wholesale Gas Services, and Gas Marketing Services.",Atlanta,Southern Co Gas,,,58-2210952,,12,5510,551020,55,55102010,D,GA,USA,221210,404-584-4000,,,2,4924,710,700,A-,GA,1,www.southerncompanygas.com,,
1837,P,1,LC,15553,116,14/12/1972,30/06/2016,31/12/2014,2014,INDL,C,D,STD,GAS,84399X001,AGL RESOURCES,,DS,,,1,1,,,USD,USD,1,,Y,12,3,,,12,7,5,,12,3,31/12/2014,14/02/2015,,0,,,,594,,-206,371,,,,,,,,,,,,2890,,,,,,,,,,52,872,-6,0,-200,0,,174,-281,872,1089,,,,,,0,,,,,58,,,,,,,,14909,0,,,,,,,,,,,,,,,,31.6264,,,,,,2087,,769,769,,,,233,,3784,3784,1832,,,,,,,,,31,39,-74,,428,500,0,-9,16,0,-63,0,412,,,,,,,,,,,,,,,,3912,,,,,,,,119.2,119.864,119.647,118.8,21.551,,,,,,599,5,0,,0,0,,0,,,,0,,200,545,22,155,350,380,,,,,,,,,0,562,1375,4,0,,,0,,3602,,,-80,,380,,,,,,,,,2462,380,,,,,,,,,,,,,,,,,,,,,16,233,233,,,0,,,,,,,,233,,,,,,1093,1473,,,5.165,4.04,4.71,4.06,4.73,0,,,,0,8,0,,0,,,,,,,,,,,,,,,-17,,,-224,,,,,,,,,,,,,-155,,,,,,,,1827,,,,,,,1.3,1.3,0.01,0.01,2,0.01,0.01,,2,,,1473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562,562,,580,562,,,7430,,,,,,,,,,1952,125,7,187,-58,,,,,,,,716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,264,80,25,0,,,-505,,8,,,,,,,,,,,,676,439,,,3219,,,,,,,,,,,,,-81,2514,94,,80,,,14909,,11081,0,0,44,44,18,,,,,,,,0,,,,,,482,482,,,,,,,,,,,,16,16,1175,,,,,,,,655,,1093,1473,4.72,,,,,,,4.7,0.004,,0.628,0.267,,0,,0.899,0.628,36.55,39.71,36.84,36.41,,36.41,,,,,,,,,,,930,,,,,1.3,0.01,0.01,0,0,0,0,1.3,0.01,0.01,2,,,,,,11552,,326,,,,,,9090,10938,11552,,,,,,,,0.65,0.01,0.01,,,,0,0,0,0,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1106,,,,150,,1541,0,1391,,,,,5385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5385,,,,,,22,,3784,,,,,,0,,,,2,,,,,,-2,0,,,,22,,,24,23,201,,,,,,,,,,3828,,284,0,93,,,,,,,,8,8,,0.217,0,,,0,151,1724,0,0,0,201,,,199,1746,,,,113,,-1724,204,1928,0,0,79,422,,38,350,,,,,,,,,,,,,,,,,-281,872,1089,0,,3784,,2514,0,,500,3286,0,,0,,759,,22,439,676,562,,,,3,,-155,743,,0,2087,0,0,0,0,0,0,1285,1135,256,2,,,,,,,113,,,,,,-329,,,,,,,237,,,,,,,,,,0,-80,-10,,,,,181,,0,,,,,,,,,,3912,,0,0,,223,43,,,,,,,,,,,,,,,,0,1004155,A,USA,221210,4924,175173189,1.96,1.96,54.51,56.67,45.17,1,175173189,1.96,1.96,6521.958,54.51,56.67,45.17,1,1,7,1,1,Y,Y,"Ten Peachtree Place, N.E.",,,,30309,"Southern Company Gas, an energy services holding company, distributes natural gas in Illinois, Georgia, Virginia, and Tennessee. It operates through four segments: Gas Distribution Operations, Gas Pipeline Investments, Wholesale Gas Services, and Gas Marketing Services.",Atlanta,Southern Co Gas,,,58-2210952,,12,5510,551020,55,55102010,D,GA,USA,221210,404-584-4000,,,2,4924,710,700,A-,GA,1,www.southerncompanygas.com,,
1837,P,1,LC,15553,116,14/12/1972,30/06/2016,31/12/2015,2015,INDL,C,D,STD,GAS,84399X001,AGL RESOURCES,,DS,,,1,1,,,USD,USD,1,,Y,12,3,,,12,7,5,,12,3,31/12/2015,16/02/2016,,0,,,,505,,-186,287,,,,,,,,,,,,2115,,,,,,,,,,33,823,2,0,-188,0,,122,299,823,673,,,,,-26,0,-0.23,-0.22,,-44,53,,,,,,,,14754,0,,,,,,,,,,,,,,,,32.6391,,,,,,2099,,1027,1027,,,,244,,3929,3929,2007,,,,,,,,,19,27,-12,,393,373,0,8,20,0,12,0,373,,,,,,,,,,,,,,,,2740,,,,,,,,119.9,120.593,120.377,119.6,20.743,,,,,,603,5,0,,0,0,,0,,,,0,,545,22,155,350,0,397,,,,,,,,,0,353,1555,-165,248,,,200,,3275,,,0,0,397,,,,,,,,,2775,397,,,,,,,,,,,,,,,,,,,,,16,244,244,,,0,,,,,,,,244,,,,,,804,1201,,,5.203,2.94,2.94,2.95,2.95,0,,,,0,6,0,,0,,,,,,,,,,,,,,,-18,,,-366,,,,,,,,,,,,,36,,,,,,,,1813,,,,,,,,,,,,,,,,,,1201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,353,,373,353,,,7250,,,,,,,,,,1922,109,6,181,65,,,,,,,,651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,0,80,23,0,,,-1027,,8,,,,,,,,,,,,713,505,,,3000,,,,,,,,,,,,,52,2572,174,,58,,,14754,,10779,0,0,46,46,20,,,,,,,,0,,,,,,353,353,,,,,,,,,,,,15,15,1010,,,,,,,,1381,,804,1201,3.24,,,,,,,3.24,0,,0.104,0.524,,0,,0.628,0.104,36.41,,36,38.46,,38.46,,,,,,,,,,,586,,,,,,,,,,,,,,,,,,,,,12566,,414,,,,,,9791,11552,12566,,,,,,,,,,,,,,0,0,0,0,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1235,,,,110,,932,0,822,,,,,3941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3941,,,,,,13,,3929,,,,,,0,,,,-58,,,,,,0,0,,,,13,,,40,39,211,,,,,,,,,,3975,,208,0,284,,,,,,,,8,8,,0.216,0,,,0,-1,1912,0,0,0,211,,,214,1932,,,,-11,,-1912,234,2146,0,0,59,-26,,10,213,,,,,,,,,,,,,,,,,299,823,673,0,,3929,,2572,0,,375,3429,0,,0,,546,,29,505,713,353,,,,-55,,36,591,,0,2099,0,0,0,0,0,0,792,682,140,-58,,,,,,,-11,,,,,,-885,,,-9,-0.07,-0.08,-14,208,,,,,,,,,,0,0,0,,,,,175,,,,,,,,,,,,2740,,,,,218,54,,,,,,,,,,,,,,,,0,1004155,A,USA,221210,4924,210985943,2.04,2.04,63.81,63.99,46.36,1,210985943,2.04,2.04,7681.2564,63.81,63.99,46.36,1,1,7,1,1,Y,Y,"Ten Peachtree Place, N.E.",,,,30309,"Southern Company Gas, an energy services holding company, distributes natural gas in Illinois, Georgia, Virginia, and Tennessee. It operates through four segments: Gas Distribution Operations, Gas Pipeline Investments, Wholesale Gas Services, and Gas Marketing Services.",Atlanta,Southern Co Gas,,,58-2210952,,12,5510,551020,55,55102010,D,GA,USA,221210,404-584-4000,,,2,4924,710,700,A-,GA,1,www.southerncompanygas.com,,
1837,P,1,LC,15553,116,14/12/1972,30/06/2016,31/12/2013,2013,INDL,C,D,STD,SO7,84399X001,SOUTHERN CO GAS,,DS,,,1,1,,AZ,USD,USD,1,,Y,12,3,,,12,7,8,,12,3,31/12/2013,7/02/2014,,0,,,,614,,-136,551,,,,,,,,,,,,2895,,,,,,,,,,43,927,1,0,-137,0,,67,175,927,1092,,,,,,154,,,,,6,,,,,,,,14550,0,,,,,,,,,,,,,,,,30.0112,,,,,,2054,,731,731,,,,222,,3568,3568,1596,,,,,,,,,81,130,-26,,395,313,0,4,18,0,78,0,377,,,,,,,,,,,,,,,,3184,,,,,,,,118.3,119.105,118.889,117.9,20.598,,,,,,595,5,0,,0,0,,0,,,,0,,0,200,545,22,155,397,,,,,,,,,0,290,1171,-206,494,,,225,,3813,,,5,,397,,,,,,,,,2295,397,,,,,,,,,,,,,,,,,,,,,16,222,222,,,0,,,,,,,,222,,,,,,628,1025,,,6.094,2.49,2.45,2.5,2.46,0,,,,0,3,0,,0,,,,,,,,,,,,,,,5,,,-121,,,,,,,,,,,,,66,,,,,,,,1827,,,,,,,5,5,0.04,0.04,11,0.04,0.04,,11,,,1025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,290,,308,290,,,7426,,,,,,,,,,1972,145,18,175,41,,,,,,,,658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,9,86,27,0,,,-876,,49,,,,,,,,,,,,770,577,,,3118,,,,,,,,,,,,,-78,2352,79,,79,,,14550,,10937,0,0,45,45,18,,,,,,,,0,,,,,,295,295,,,,,,,,,,,,22,22,1171,,,,,,,,971,,628,1025,2.42,,,,,,,2.41,0.013,,0.899,0.617,,0,,1.529,0.899,36.09,38.36,35.37,36.55,,36.55,,,,,,,,,,,485,,,,,9.1,0.08,0.08,0,0,0,0,9.1,0.08,0.08,14,,,,,,10938,,543,,,,,,8643,10319,10938,,,,,,,,7.15,0.06,0.06,,,,0,0,0,0,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,927,,,,83,,1493,0,1410,,,,,4209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4209,,,,,,33,,3568,,,,,,0,,,,11,,,,,,-11,0,,,,33,,,22,21,-16,,,,,,,,,,3613,,116,0,80,,,,,,,,8,8,,0.216,0,,,0,199,1628,0,0,0,-16,,,-22,1654,,,,164,,-1628,132,1760,0,0,85,120,,35,177,,,,,,,,,,,,,,,,,175,927,1092,0,,3568,,2352,0,,500,3297,0,,0,,478,,21,577,770,290,,,,12,,66,451,,0,2054,0,0,0,0,0,0,1225,1142,268,11,,,,,,,164,,,,,,-223,,,,,,,193,,,,,,,,,,0,5,11,,,,,176,,0,,,,,,,,,,3184,,0,0,,63,57,,,,,,,,,,,,,,,,0,1004155,A,USA,221210,4924,137152977,1.88,1.88,47.23,49.31,38.86,1,137152977,1.88,1.88,5615.1275,47.23,49.31,38.86,1,1,7,4,1,Y,Y,"Ten Peachtree Place, N.E.",,,,30309,"Southern Company Gas, an energy services holding company, distributes natural gas in Illinois, Georgia, Virginia, and Tennessee. It operates through four segments: Gas Distribution Operations, Gas Pipeline Investments, Wholesale Gas Services, and Gas Marketing Services.",Atlanta,Southern Co Gas,,,58-2210952,,12,5510,551020,55,55102010,D,GA,USA,221210,404-584-4000,,,2,4924,710,700,A-,GA,1,www.southerncompanygas.com,,
1837,P,1,LC,15553,116,14/12/1972,30/06/2016,31/12/2014,2014,INDL,C,D,STD,SO7,84399X001,SOUTHERN CO GAS,,DS,,,1,1,,,USD,USD,1,,Y,12,3,,,12,7,5,,12,3,31/12/2014,14/02/2015,,0,,,,594,,-206,371,,,,,,,,,,,,2890,,,,,,,,,,52,872,-6,0,-200,0,,174,-281,872,1089,,,,,,0,,,,,58,,,,,,,,14909,0,,,,,,,,,,,,,,,,31.6264,,,,,,2087,,769,769,,,,233,,3784,3784,1832,,,,,,,,,31,39,-74,,428,500,0,-9,16,0,-63,0,412,,,,,,,,,,,,,,,,3912,,,,,,,,119.2,119.864,119.647,118.8,21.551,,,,,,599,5,0,,0,0,,0,,,,0,,200,545,22,155,350,380,,,,,,,,,0,562,1375,4,0,,,0,,3602,,,-80,,380,,,,,,,,,2462,380,,,,,,,,,,,,,,,,,,,,,16,233,233,,,0,,,,,,,,233,,,,,,1093,1473,,,5.165,4.04,4.71,4.06,4.73,0,,,,0,8,0,,0,,,,,,,,,,,,,,,-17,,,-224,,,,,,,,,,,,,-155,,,,,,,,1827,,,,,,,1.3,1.3,0.01,0.01,2,0.01,0.01,,2,,,1473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562,562,,580,562,,,7430,,,,,,,,,,1952,125,7,187,-58,,,,,,,,716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,264,80,25,0,,,-505,,8,,,,,,,,,,,,676,439,,,3219,,,,,,,,,,,,,-81,2514,94,,80,,,14909,,11081,0,0,44,44,18,,,,,,,,0,,,,,,482,482,,,,,,,,,,,,16,16,1175,,,,,,,,655,,1093,1473,4.72,,,,,,,4.7,0.004,,0.628,0.267,,0,,0.899,0.628,36.55,39.71,36.84,36.41,,36.41,,,,,,,,,,,930,,,,,1.3,0.01,0.01,0,0,0,0,1.3,0.01,0.01,2,,,,,,11552,,326,,,,,,9090,10938,11552,,,,,,,,0.65,0.01,0.01,,,,0,0,0,0,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1106,,,,150,,1541,0,1391,,,,,5385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5385,,,,,,22,,3784,,,,,,0,,,,2,,,,,,-2,0,,,,22,,,24,23,201,,,,,,,,,,3828,,284,0,93,,,,,,,,8,8,,0.217,0,,,0,151,1724,0,0,0,201,,,199,1746,,,,113,,-1724,204,1928,0,0,79,422,,38,350,,,,,,,,,,,,,,,,,-281,872,1089,0,,3784,,2514,0,,500,3286,0,,0,,759,,22,439,676,562,,,,3,,-155,743,,0,2087,0,0,0,0,0,0,1285,1135,256,2,,,,,,,113,,,,,,-329,,,,,,,237,,,,,,,,,,0,-80,-10,,,,,181,,0,,,,,,,,,,3912,,0,0,,223,43,,,,,,,,,,,,,,,,0,1004155,A,USA,221210,4924,175173189,1.96,1.96,54.51,56.67,45.17,1,175173189,1.96,1.96,6521.958,54.51,56.67,45.17,1,1,7,1,1,Y,Y,"Ten Peachtree Place, N.E.",,,,30309,"Southern Company Gas, an energy services holding company, distributes natural gas in Illinois, Georgia, Virginia, and Tennessee. It operates through four segments: Gas Distribution Operations, Gas Pipeline Investments, Wholesale Gas Services, and Gas Marketing Services.",Atlanta,Southern Co Gas,,,58-2210952,,12,5510,551020,55,55102010,D,GA,USA,221210,404-584-4000,,,2,4924,710,700,A-,GA,1,www.southerncompanygas.com,,
