gvkey,gvkeyx,from,thru,conm,tic,co_conm,co_tic
10187,3,31/05/1988,,S&P 500 Comp-Ltd,I0003,SUNTRUST BANKS INC,STI
7040,3,31/05/1988,31/07/1989,S&P 500 Comp-Ltd,I0003,MARION MERRELL DOW INC,MKC.1
8004,3,31/05/1988,30/04/1990,S&P 500 Comp-Ltd,I0003,NORTON CO,NRT.3
8805,3,30/06/1988,24/10/1994,S&P 500 Comp-Ltd,I0003,PSI RESOURCES INC,CIN2
4700,3,30/06/1988,1/01/1996,S&P 500 Comp-Ltd,I0003,FIRST FIDELITY BANCORP,FFB
8960,3,30/06/1988,12/08/1999,S&P 500 Comp-Ltd,I0003,RAYCHEM CORP,RYC.
5216,3,30/06/1988,1/10/2006,S&P 500 Comp-Ltd,I0003,GOLDEN WEST FINANCIAL CORP,GDW
11600,3,31/07/1988,19/12/2004,S&P 500 Comp-Ltd,I0003,WORTHINGTON INDUSTRIES,WOR
7409,3,31/07/1988,14/07/2010,S&P 500 Comp-Ltd,I0003,MILLIPORE CORP,MIL.2
4601,3,31/08/1988,10/09/2008,S&P 500 Comp-Ltd,I0003,FEDERAL NATIONAL MORTGA ASSN,FNMA
1253,3,31/10/1988,14/01/1997,S&P 500 Comp-Ltd,I0003,ALEXANDER & ALEXANDER,AAL.1
14878,3,31/10/1988,28/02/1999,S&P 500 Comp-Ltd,I0003,ORYX ENERGY CO,ORX
7906,3,30/11/1988,,S&P 500 Comp-Ltd,I0003,NIKE INC  -CL B,NKE
4764,3,30/11/1988,31/03/2004,S&P 500 Comp-Ltd,I0003,FLEETBOSTON FINANCIAL CORP,FBF
3542,3,31/12/1988,30/09/1990,S&P 500 Comp-Ltd,I0003,CORROON & BLACK CORP,CBL.1
9911,3,31/12/1988,1/01/1992,S&P 500 Comp-Ltd,I0003,C & S SOVRAN CORP,CVN.3
4213,3,31/01/1989,,S&P 500 Comp-Ltd,I0003,ECOLAB INC,ECL
1746,3,31/01/1989,6/08/1997,S&P 500 Comp-Ltd,I0003,NORAM ENERGY CORP,CNP2
6450,3,28/02/1989,15/11/1999,S&P 500 Comp-Ltd,I0003,KING WORLD PRODUCTIONS INC,KWP
4739,3,28/02/1989,1/01/2009,S&P 500 Comp-Ltd,I0003,WACHOVIA CORP,WB.3
7727,3,31/03/1989,23/02/1995,S&P 500 Comp-Ltd,I0003,NATIONAL EDUCATION CORP,NEC
8290,3,31/03/1989,29/11/1999,S&P 500 Comp-Ltd,I0003,PACIFICORP,MEC2
12689,3,31/03/1989,20/12/2009,S&P 500 Comp-Ltd,I0003,KB HOME,KBH
7875,3,30/04/1989,,S&P 500 Comp-Ltd,I0003,NEWELL BRANDS INC,NWL
11453,3,30/04/1989,30/09/1992,S&P 500 Comp-Ltd,I0003,WETTERAU INC,WETT
13028,3,30/04/1989,30/05/1996,S&P 500 Comp-Ltd,I0003,PREMARK INTERNATIONAL INC,PMI.2
10614,3,30/04/1989,8/08/2019,S&P 500 Comp-Ltd,I0003,GLOBE LIFE INC,GL
5501,3,31/05/1989,30/11/1995,S&P 500 Comp-Ltd,I0003,SHAWMUT NATIONAL CORP,SNC.1
3054,3,31/05/1989,30/03/2008,S&P 500 Comp-Ltd,I0003,CIRCUIT CITY STORES INC,CCTYQ
15426,3,31/07/1989,21/06/1999,S&P 500 Comp-Ltd,I0003,MORTON INTERNATIONAL INC,MII.3
6288,3,31/07/1989,9/05/2000,S&P 500 Comp-Ltd,I0003,JOSTENS INC,JOSEA
10787,3,31/07/1989,16/03/2009,S&P 500 Comp-Ltd,I0003,TYCO INTERNATIONAL PLC,TYC
10984,3,31/07/1989,8/07/2013,S&P 500 Comp-Ltd,I0003,SPRINT CORP,S
12142,3,31/08/1989,,S&P 500 Comp-Ltd,I0003,ORACLE CORP,ORCL
5342,3,31/08/1989,15/08/1996,S&P 500 Comp-Ltd,I0003,MONEYGRAM INTERNATIONAL INC,MGI
11993,3,31/08/1989,17/10/1999,S&P 500 Comp-Ltd,I0003,CYPRUS AMAX MINERALS CO,CYM.1
1794,3,31/08/1989,13/11/2008,S&P 500 Comp-Ltd,I0003,ASHLAND GLOBAL HOLDINGS INC,ASH
7904,3,31/08/1989,12/12/2011,S&P 500 Comp-Ltd,I0003,NICOR INC,GAS.2
2783,3,31/08/1989,1/07/2012,S&P 500 Comp-Ltd,I0003,PROGRESS ENERGY INC,DUK8
9298,3,30/09/1989,1/01/1997,S&P 500 Comp-Ltd,I0003,RYAN'S RESTAURANT GROUP INC,RYAN
13003,3,30/09/1989,8/06/1999,S&P 500 Comp-Ltd,I0003,JOY GLOBAL INC,JOY
5476,3,31/10/1989,31/03/1998,S&P 500 Comp-Ltd,I0003,HARLAND (JOHN H.) CO,JH
1468,3,31/10/1989,2/05/2004,S&P 500 Comp-Ltd,I0003,AMERICAN GREETINGS  -CL A,AM.1
9372,3,30/11/1989,4/01/2017,S&P 500 Comp-Ltd,I0003,ST JUDE MEDICAL INC,STJ
1878,3,1/12/1989,,S&P 500 Comp-Ltd,I0003,AUTODESK INC,ADSK
10109,3,1/12/1989,6/10/1997,S&P 500 Comp-Ltd,I0003,STRIDE RITE CORP,SRR
20423,3,1/02/1990,28/01/2008,S&P 500 Comp-Ltd,I0003,CAESARS ENTERTAINMENT CORP,CZR
4205,3,1/03/1990,19/01/1998,S&P 500 Comp-Ltd,I0003,ECHO BAY MINES LTD,ECO.2
7679,3,1/03/1990,1/08/1999,S&P 500 Comp-Ltd,I0003,NALCO CHEMICAL CO,NLC.2
3502,3,1/05/1990,17/07/2006,S&P 500 Comp-Ltd,I0003,COOPER TIRE & RUBBER CO,CTB
7567,3,1/06/1990,19/12/1995,S&P 500 Comp-Ltd,I0003,MORRISON KNUDSEN CORP OLD,3MRNKQ
8475,3,1/08/1990,2/04/2000,S&P 500 Comp-Ltd,I0003,PEP BOYS-MANNY MOE & JACK,PBY.1
2230,3,1/08/1990,11/07/2007,S&P 500 Comp-Ltd,I0003,BIOMET INC,5938B
6223,3,1/09/1990,30/09/1993,S&P 500 Comp-Ltd,I0003,EMCOR GROUP INC,EME
10931,3,1/10/1990,3/08/1997,S&P 500 Comp-Ltd,I0003,U S BANCORP-OLD,USBC.
9406,3,1/12/1990,27/07/1997,S&P 500 Comp-Ltd,I0003,SANTA FE SNYDER CORP,SFS.1
3527,3,1/12/1990,28/04/1998,S&P 500 Comp-Ltd,I0003,CORESTATES FINANCIAL CORP,CFL.1
1359,3,11/12/1990,24/06/2001,S&P 500 Comp-Ltd,I0003,ALZA CORP,AZA.1
3491,3,1/01/1991,31/08/1994,S&P 500 Comp-Ltd,I0003,BLOCKBUSTER ENMNT CORP,BV.2
2281,3,1/02/1991,7/01/1997,S&P 500 Comp-Ltd,I0003,BOATMENS BANCSHARES INC,BOAT.
10672,3,1/04/1991,17/01/1995,S&P 500 Comp-Ltd,I0003,TRANSCO ENERGY CO,E.2
23798,3,1/04/1991,8/02/1995,S&P 500 Comp-Ltd,I0003,PET INC,PT.1
7017,3,1/05/1991,,S&P 500 Comp-Ltd,I0003,MARATHON OIL CORP,MRO
2443,3,1/05/1991,17/08/1995,S&P 500 Comp-Ltd,I0003,BRUNOS INC,BRNO20
23978,3,1/05/1991,1/07/2014,S&P 500 Comp-Ltd,I0003,UNITED STATES STEEL CORP,X
10860,3,19/09/1991,,S&P 500 Comp-Ltd,I0003,AMEREN CORP,AEE
11910,3,1/10/1991,27/04/2011,S&P 500 Comp-Ltd,I0003,NOVELL INC,NOVL
5306,3,1/11/1991,4/07/2005,S&P 500 Comp-Ltd,I0003,GREAT LAKES CHEMICAL CORP,GLK.1
1602,3,2/01/1992,,S&P 500 Comp-Ltd,I0003,AMGEN INC,AMGN
15208,3,2/01/1992,10/09/2008,S&P 500 Comp-Ltd,I0003,FEDERAL HOME LOAN MORTG CORP,FMCC
15708,3,7/02/1992,22/03/2015,S&P 500 Comp-Ltd,I0003,ALLERGAN INC,AGN.2
23592,3,1/04/1992,2/01/2006,S&P 500 Comp-Ltd,I0003,MBNA CORP,KRB
25124,3,1/07/1992,,S&P 500 Comp-Ltd,I0003,LINDE PLC,LIN
16475,3,1/07/1992,16/07/1997,S&P 500 Comp-Ltd,I0003,GIDDINGS & LEWIS INC/WI,GIDL
10972,3,1/07/1992,1/10/1998,S&P 500 Comp-Ltd,I0003,U S SURGICAL CORP,USS.2
12136,3,1/08/1992,28/01/2010,S&P 500 Comp-Ltd,I0003,SUN MICROSYSTEMS INC,JAVA
6136,3,1/10/1992,,S&P 500 Comp-Ltd,I0003,INTERPUBLIC GROUP OF COS,IPG
13644,3,1/07/1993,31/08/1994,S&P 500 Comp-Ltd,I0003,MCCAW CELLULAR COMM  -CL A,MCAWA
28590,3,1/07/1993,21/01/1996,S&P 500 Comp-Ltd,I0003,BRINKS CO,BCO
27867,3,1/07/1993,1/06/1997,S&P 500 Comp-Ltd,I0003,DEAN WITTER DISCOVER & CO,DWD
28701,3,1/08/1993,12/12/2001,S&P 500 Comp-Ltd,I0003,RALSTON PURINA CO,RAL.
22260,3,1/09/1993,19/11/2006,S&P 500 Comp-Ltd,I0003,HCA HEALTHCARE INC,HCA
29028,3,1/10/1993,,S&P 500 Comp-Ltd,I0003,COSTCO WHOLESALE CORP,COST
28930,3,1/10/1993,20/05/1998,S&P 500 Comp-Ltd,I0003,MARRIOTT INTL INC,MAR
8596,3,1/10/1993,3/10/1999,S&P 500 Comp-Ltd,I0003,PIONEER HI-BRED INTERNATIONL,PHB.1
11247,3,1/10/1993,3/09/2001,S&P 500 Comp-Ltd,I0003,WACHOVIA CORP-OLD,WB.1
2055,3,1/11/1993,21/07/2002,S&P 500 Comp-Ltd,I0003,BARRICK GOLD CORP,GOLD
15084,3,1/11/1993,2/04/2006,S&P 500 Comp-Ltd,I0003,BURLINGTON RESOURCES INC,BR.2
20779,3,1/12/1993,,S&P 500 Comp-Ltd,I0003,CISCO SYSTEMS INC,CSCO
3226,3,1/12/1993,18/11/2002,S&P 500 Comp-Ltd,I0003,COMCAST CORP,CMCSA
29392,3,1/01/1994,,S&P 500 Comp-Ltd,I0003,EASTMAN CHEMICAL CO,EMN
9783,3,1/03/1994,,S&P 500 Comp-Ltd,I0003,KEYCORP,KEY
12726,3,1/03/1994,,S&P 500 Comp-Ltd,I0003,UNUM GROUP,UNM
29849,3,1/03/1994,10/08/1998,S&P 500 Comp-Ltd,I0003,WESTERN ATLAS INC,WAI.1
10948,3,1/04/1994,18/07/1996,S&P 500 Comp-Ltd,I0003,U S HEALTHCARE INC,USHC
29318,3,5/04/1994,29/06/1999,S&P 500 Comp-Ltd,I0003,AIRTOUCH COMMUNICATIONS-OLD,ATI.1
12141,3,1/06/1994,,S&P 500 Comp-Ltd,I0003,MICROSOFT CORP,MSFT
9882,3,1/07/1994,,S&P 500 Comp-Ltd,I0003,SOUTHWEST AIRLINES,LUV
10903,3,1/07/1994,,S&P 500 Comp-Ltd,I0003,UNITEDHEALTH GROUP INC,UNH
13714,3,1/09/1994,,S&P 500 Comp-Ltd,I0003,CBS CORP,CBS
9699,3,1/09/1994,18/11/2015,S&P 500 Comp-Ltd,I0003,SIGMA-ALDRICH CORP,SIAL
7343,3,27/09/1994,,S&P 500 Comp-Ltd,I0003,MICRON TECHNOLOGY INC,MU
25157,3,27/09/1994,24/09/2007,S&P 500 Comp-Ltd,I0003,FIRST DATA CORP,FDC
7711,3,27/09/1994,1/01/2009,S&P 500 Comp-Ltd,I0003,NATIONAL CITY CORP,NCC
30344,3,3/10/1994,5/05/1997,S&P 500 Comp-Ltd,I0003,SANTA FE PACIFIC GOLD CORP,GLD.2
30865,3,25/10/1994,2/04/2006,S&P 500 Comp-Ltd,I0003,CINERGY CORP,DUK6
1318,3,21/12/1994,18/11/2007,S&P 500 Comp-Ltd,I0003,ALLTEL CORP,AT.2
12679,3,18/01/1995,20/06/2000,S&P 500 Comp-Ltd,I0003,SILICON GRAPHICS INC,SGICQ
5079,3,9/02/1995,6/11/2001,S&P 500 Comp-Ltd,I0003,GPU INC,GPU.
25279,3,24/02/1995,,S&P 500 Comp-Ltd,I0003,BOSTON SCIENTIFIC CORP,BSX
1704,3,16/03/1995,,S&P 500 Comp-Ltd,I0003,APPLIED MATERIALS INC,AMAT
2019,3,31/03/1995,,S&P 500 Comp-Ltd,I0003,BANK OF NEW YORK MELLON CORP,BK
6557,3,3/04/1995,7/12/1999,S&P 500 Comp-Ltd,I0003,LAIDLAW INTERNATIONAL INC,LI.3
3278,3,1/05/1995,31/07/2006,S&P 500 Comp-Ltd,I0003,AVIS BUDGET GROUP INC,CAR
6781,3,10/05/1995,,S&P 500 Comp-Ltd,I0003,LOEWS CORP,L
15354,3,22/05/1995,5/08/2001,S&P 500 Comp-Ltd,I0003,ENTERASYS NETWORKS INC,ETS
31846,3,30/05/1995,,S&P 500 Comp-Ltd,I0003,DARDEN RESTAURANTS INC,DRI
13099,3,30/05/1995,30/09/1999,S&P 500 Comp-Ltd,I0003,FRUIT OF THE LOOM LTD  -CL A,3FTLAQ
10420,3,3/07/1995,20/12/2011,S&P 500 Comp-Ltd,I0003,TELLABS INC,TLAB
9061,3,5/07/1995,2/01/2000,S&P 500 Comp-Ltd,I0003,HSBC USA INC,HBC2
28349,3,13/07/1995,,S&P 500 Comp-Ltd,I0003,ALLSTATE CORP,ALL
14590,3,31/07/1995,,S&P 500 Comp-Ltd,I0003,FREEPORT-MCMORAN INC,FCX
11502,3,18/08/1995,10/02/2002,S&P 500 Comp-Ltd,I0003,WILLAMETTE INDUSTRIES,WLL.1
12124,3,22/09/1995,,S&P 500 Comp-Ltd,I0003,MORGAN STANLEY,MS
4682,3,23/10/1995,26/02/2001,S&P 500 Comp-Ltd,I0003,U S BANCORP/DE-OLD,USB.1
61464,3,1/11/1995,15/06/2000,S&P 500 Comp-Ltd,I0003,MEDIAONE GROUP INC,UMG.Z
4611,3,8/11/1995,,S&P 500 Comp-Ltd,I0003,MACY'S INC,M
8455,3,27/11/1995,,S&P 500 Comp-Ltd,I0003,PPL CORP,PPL
3231,3,1/12/1995,,S&P 500 Comp-Ltd,I0003,COMERICA INC,CMA
27914,3,1/12/1995,,S&P 500 Comp-Ltd,I0003,HUMANA INC,HUM
6529,3,14/12/1995,7/05/2014,S&P 500 Comp-Ltd,I0003,LSI CORP,LSI
61739,3,20/12/1995,,S&P 500 Comp-Ltd,I0003,HARTFORD FINANCIAL SERVICES,HIG
61738,3,20/12/1995,22/02/1998,S&P 500 Comp-Ltd,I0003,ITT CORPORATION,ITT.1
10553,3,2/01/1996,27/07/2000,S&P 500 Comp-Ltd,I0003,3COM CORP,COMS
30383,3,22/01/1996,14/11/1999,S&P 500 Comp-Ltd,I0003,CASE CORP,CSE.3
24357,3,12/02/1996,30/08/1998,S&P 500 Comp-Ltd,I0003,BAY NETWORKS INC,BAY.3
4640,3,8/03/1996,,S&P 500 Comp-Ltd,I0003,FIFTH THIRD BANCORP,FITB
5331,3,13/03/1996,30/06/1998,S&P 500 Comp-Ltd,I0003,CONSECO FINANCE CORP,3CNCEQ1
12053,3,28/03/1996,7/09/2016,S&P 500 Comp-Ltd,I0003,EMC CORP/MA,EMC
5063,3,1/04/1996,5/01/2000,S&P 500 Comp-Ltd,I0003,GENERAL INSTRUMENT CORP,GIC.3
1164,3,1/04/1996,14/05/2002,S&P 500 Comp-Ltd,I0003,MCI INC,MCIP
3221,3,23/04/1996,,S&P 500 Comp-Ltd,I0003,AON PLC,AON
62897,3,31/05/1996,24/03/2004,S&P 500 Comp-Ltd,I0003,TUPPERWARE BRANDS CORP,TUP
24379,3,19/07/1996,30/10/2008,S&P 500 Comp-Ltd,I0003,MGIC INVESTMENT CORP/WI,MTG
11985,3,22/07/1996,8/08/1999,S&P 500 Comp-Ltd,I0003,BATTLE MOUNTAIN GOLD CO,BMG.1
25988,3,16/08/1996,17/12/1997,S&P 500 Comp-Ltd,I0003,HFS INC,HFS.
9545,3,16/08/1996,21/11/2000,S&P 500 Comp-Ltd,I0003,SEAGATE TECHNOLOGY-OLD,SEG.2
14489,3,6/09/1996,28/10/2013,S&P 500 Comp-Ltd,I0003,DELL TECHNOLOGIES INC,DELL
62599,3,1/10/1996,30/11/2006,S&P 500 Comp-Ltd,I0003,LUCENT TECHNOLOGIES INC,LU
61413,3,16/10/1996,16/07/2000,S&P 500 Comp-Ltd,I0003,UNION PACIFIC RESOURCES GRP,UPR.1
63800,3,4/11/1996,28/02/2010,S&P 500 Comp-Ltd,I0003,IMS HEALTH HOLDINGS INC,IMS
13561,3,3/12/1996,20/12/2009,S&P 500 Comp-Ltd,I0003,MBIA INC,MBI
31166,3,19/12/1996,23/04/2006,S&P 500 Comp-Ltd,I0003,GUIDANT CORP,GDT
10530,3,2/01/1997,,S&P 500 Comp-Ltd,I0003,THERMO FISHER SCIENTIFIC INC,TMO
23809,3,2/01/1997,,S&P 500 Comp-Ltd,I0003,AUTOZONE INC,AZO
9195,3,2/01/1997,28/09/1999,S&P 500 Comp-Ltd,I0003,FRONTIER CORP,FRO.1
12589,3,8/01/1997,20/03/2003,S&P 500 Comp-Ltd,I0003,ENCOMPASS HEALTH CORP,EHC
12603,3,15/01/1997,24/07/2002,S&P 500 Comp-Ltd,I0003,CNO FINANCIAL GROUP INC,CNO
18699,3,3/04/1997,2/01/2007,S&P 500 Comp-Ltd,I0003,PTC INC,PTC
12540,3,6/05/1997,,S&P 500 Comp-Ltd,I0003,ADOBE INC,ADBE
2751,3,27/05/1997,,S&P 500 Comp-Ltd,I0003,CARDINAL HEALTH INC,CAH
13988,3,2/06/1997,,S&P 500 Comp-Ltd,I0003,SCHWAB (CHARLES) CORP,SCHW
2731,3,11/06/1997,2/10/2005,S&P 500 Comp-Ltd,I0003,PROVIDIAN FINANCIAL CORP,PVN
3555,3,18/06/1997,30/06/2008,S&P 500 Comp-Ltd,I0003,COUNTRYWIDE FINANCIAL CORP,CFC.3
4423,3,19/06/1997,,S&P 500 Comp-Ltd,I0003,EQUIFAX INC,EFX
16243,3,2/07/1997,29/09/2008,S&P 500 Comp-Ltd,I0003,WASHINGTON MUTUAL INC,WAMUQ
6351,3,17/07/1997,3/01/1999,S&P 500 Comp-Ltd,I0003,SUNAMERICA INC,SAI.1
1678,3,28/07/1997,,S&P 500 Comp-Ltd,I0003,APACHE CORP,APA
11923,3,28/07/1997,8/08/2019,S&P 500 Comp-Ltd,I0003,ANADARKO PETROLEUM CORP,APC
13341,3,4/08/1997,,S&P 500 Comp-Ltd,I0003,PROGRESSIVE CORP-OHIO,PGR
8215,3,4/08/1997,10/12/2000,S&P 500 Comp-Ltd,I0003,OWENS-ILLINOIS INC,OI
5786,3,6/08/1997,,S&P 500 Comp-Ltd,I0003,HUNTINGTON BANCSHARES,HBAN
5211,3,7/08/1997,31/05/2000,S&P 500 Comp-Ltd,I0003,MIRAGE RESORTS INC,MIR.1
10035,3,18/08/1997,,S&P 500 Comp-Ltd,I0003,STATE STREET CORP,STT
3105,3,1/09/1997,30/07/2008,S&P 500 Comp-Ltd,I0003,IHEARTMEDIA INC,IHRT
6304,3,15/09/1997,,S&P 500 Comp-Ltd,I0003,KLA CORP,KLAC
65417,3,7/10/1997,,S&P 500 Comp-Ltd,I0003,YUM BRANDS INC,YUM
5399,3,23/10/1997,12/01/1999,S&P 500 Comp-Ltd,I0003,HBO & CO,HBOC.1
13041,3,28/11/1997,1/01/2008,S&P 500 Comp-Ltd,I0003,SYNOVUS FINANCIAL CORP,SNV
11856,3,4/12/1997,,S&P 500 Comp-Ltd,I0003,BB&T CORP,BBT
14824,3,18/12/1997,,S&P 500 Comp-Ltd,I0003,CINCINNATI FINANCIAL CORP,CINF
4066,3,24/12/1997,,S&P 500 Comp-Ltd,I0003,OMNICOM GROUP,OMC
30128,3,12/01/1998,16/09/2008,S&P 500 Comp-Ltd,I0003,LEHMAN BROTHERS HOLDINGS INC,LEHMQ
12123,3,20/01/1998,13/02/2013,S&P 500 Comp-Ltd,I0003,BIG LOTS INC,BIG
10909,3,28/01/1998,28/02/2001,S&P 500 Comp-Ltd,I0003,SUMMIT BANCORP,SUB.2
7982,3,30/01/1998,,S&P 500 Comp-Ltd,I0003,NORTHERN TRUST CORP,NTRS
7252,3,23/02/1998,19/09/1999,S&P 500 Comp-Ltd,I0003,MERCANTILE BANCORPORATION,MTL.3
9555,3,1/04/1998,,S&P 500 Comp-Ltd,I0003,SEALED AIR CORP,SEE
24870,3,1/04/1998,14/08/2005,S&P 500 Comp-Ltd,I0003,NEXTEL COMMUNICATIONS INC,NXTL
1831,3,8/04/1998,3/12/2000,S&P 500 Comp-Ltd,I0003,ASSOCIATES FIRST CAP -CL A,AFS
29345,3,27/04/1998,31/07/2006,S&P 500 Comp-Ltd,I0003,GATEWAY INC,GTW
4885,3,29/04/1998,,S&P 500 Comp-Ltd,I0003,FRANKLIN RESOURCES INC,BEN
28930,3,21/05/1998,,S&P 500 Comp-Ltd,I0003,MARRIOTT INTL INC,MAR
30203,3,12/06/1998,24/06/1999,S&P 500 Comp-Ltd,I0003,ASCEND COMMUNICATIONS INC,ASND.1
30990,3,1/07/1998,,S&P 500 Comp-Ltd,I0003,CAPITAL ONE FINANCIAL CORP,COF
11818,3,1/07/1998,1/06/2008,S&P 500 Comp-Ltd,I0003,BEAR STEARNS COMPANIES INC,BSC.1
10121,3,1/07/1998,4/06/2018,S&P 500 Comp-Ltd,I0003,NAVIENT CORP,NAVI
12681,3,10/07/1998,27/05/1999,S&P 500 Comp-Ltd,I0003,MEYER (FRED) INC,FMY.1
4016,3,16/07/1998,8/07/2007,S&P 500 Comp-Ltd,I0003,DOLLAR GENERAL CORP,DG
14477,3,17/07/1998,,S&P 500 Comp-Ltd,I0003,WASTE MANAGEMENT INC,WM
5074,3,11/08/1998,26/08/2008,S&P 500 Comp-Ltd,I0003,ELECTRONIC DATA SYSTEMS CORP,EDS.
25283,3,14/08/1998,,S&P 500 Comp-Ltd,I0003,KOHL'S CORP,KSS
4674,3,28/08/1998,,S&P 500 Comp-Ltd,I0003,REGIONS FINANCIAL CORP,RF
8794,3,31/08/1998,30/06/1999,S&P 500 Comp-Ltd,I0003,PROVIDENT COS INC,PVT.
9113,3,16/09/1998,11/12/2000,S&P 500 Comp-Ltd,I0003,NABISCO GROUP HOLDINGS CORP,NGH.2
24607,3,28/09/1998,8/11/2007,S&P 500 Comp-Ltd,I0003,MANOR CARE INC,HCR.1
8402,3,1/10/1998,,S&P 500 Comp-Ltd,I0003,PAYCHEX INC,PAYX
10868,3,1/10/1998,30/06/2004,S&P 500 Comp-Ltd,I0003,UNION PLANTERS CORP,UPC.
14650,3,1/10/1998,10/09/2013,S&P 500 Comp-Ltd,I0003,BMC SOFTWARE INC,BMC
24216,3,2/10/1998,,S&P 500 Comp-Ltd,I0003,AES CORP (THE),AES
25944,3,2/10/1998,28/12/2004,S&P 500 Comp-Ltd,I0003,PEOPLESOFT INC,PSFT.
15521,3,7/10/1998,17/09/2017,S&P 500 Comp-Ltd,I0003,STAPLES INC,SPLS
12756,3,8/10/1998,30/05/2016,S&P 500 Comp-Ltd,I0003,COCA-COLA EUROPEAN PARTNERS,CCE
8804,3,3/11/1998,20/08/2000,S&P 500 Comp-Ltd,I0003,NEW CENTURY ENERGIES INC,NCE.1
9359,3,13/11/1998,26/01/2015,S&P 500 Comp-Ltd,I0003,SAFEWAY INC,SWY
3735,3,18/11/1998,,S&P 500 Comp-Ltd,I0003,DANAHER CORP,DHR
116245,3,24/11/1998,22/04/2004,S&P 500 Comp-Ltd,I0003,SPRINT PCS GROUP,PCS.1
13498,3,22/12/1998,,S&P 500 Comp-Ltd,I0003,CARNIVAL CORP/PLC (USA),CCL
17110,3,31/12/1998,1/10/2007,S&P 500 Comp-Ltd,I0003,SOLECTRON CORP,SLR
4723,3,4/01/1999,,S&P 500 Comp-Ltd,I0003,U S BANCORP,USB
26011,3,4/01/1999,2/01/2012,S&P 500 Comp-Ltd,I0003,COMPUWARE CORP,CPWR.1
25056,3,4/01/1999,19/06/2018,S&P 500 Comp-Ltd,I0003,TIME WARNER INC,TWX
7171,3,13/01/1999,,S&P 500 Comp-Ltd,I0003,MCKESSON CORP,MCK
9880,3,1/03/1999,31/10/2004,S&P 500 Comp-Ltd,I0003,SOUTHTRUST CORP,SOTR
1619,3,10/03/1999,5/11/2006,S&P 500 Comp-Ltd,I0003,AMSOUTH BANCORPORATION,ASO.1
2884,3,25/03/1999,,S&P 500 Comp-Ltd,I0003,CENTURYLINK INC,CTL
6335,3,5/04/1999,12/07/2000,S&P 500 Comp-Ltd,I0003,KANSAS CITY SOUTHERN,KSU
27845,3,12/04/1999,,S&P 500 Comp-Ltd,I0003,ALLERGAN PLC,AGN
27845,3,12/04/1999,,S&P 500 Comp-Ltd,I0003,ACTAVIS PLC,ACT
3439,3,3/05/1999,,S&P 500 Comp-Ltd,I0003,CMS ENERGY CORP,CMS
1449,3,28/05/1999,,S&P 500 Comp-Ltd,I0003,AFLAC INC,AFL
118122,3,28/05/1999,10/10/2005,S&P 500 Comp-Ltd,I0003,APTIV PLC,APTV
8299,3,4/06/1999,5/11/2000,S&P 500 Comp-Ltd,I0003,PAINE WEBBER GROUP,PWJ.
27766,3,9/06/1999,30/11/2004,S&P 500 Comp-Ltd,I0003,WELLPOINT HEALTH NETWRKS INC,WLP.1
4800,3,22/06/1999,30/11/2000,S&P 500 Comp-Ltd,I0003,FLORIDA PROGRESS CORP,PGN3
14624,3,24/06/1999,19/12/2010,S&P 500 Comp-Ltd,I0003,OFFICE DEPOT INC,ODP
61591,3,25/06/1999,,S&P 500 Comp-Ltd,I0003,NETAPP INC,NTAP
2184,3,30/06/1999,,S&P 500 Comp-Ltd,I0003,BEST BUY CO INC,BBY
11228,3,1/07/1999,,S&P 500 Comp-Ltd,I0003,VULCAN MATERIALS CO,VMC
24800,3,22/07/1999,,S&P 500 Comp-Ltd,I0003,QUALCOMM INC,QCOM
1013,3,2/08/1999,1/07/2007,S&P 500 Comp-Ltd,I0003,ADC TELECOMMUNICATIONS INC,ADCT.1
22140,3,2/08/1999,4/12/2008,S&P 500 Comp-Ltd,I0003,ALLIED WASTE INDUSTRIES INC,AW
114303,3,9/08/1999,2/09/2002,S&P 500 Comp-Ltd,I0003,CONOCO INC,COC1
61552,3,13/08/1999,30/09/2012,S&P 500 Comp-Ltd,I0003,LEXMARK INTL INC  -CL A,LXK
10621,3,20/09/1999,17/09/2001,S&P 500 Comp-Ltd,I0003,TOSCO CORP,TOS.1
113491,3,29/09/1999,9/10/2001,S&P 500 Comp-Ltd,I0003,GLOBAL CROSSING LTD,GLBC
12256,3,1/10/1999,13/05/2001,S&P 500 Comp-Ltd,I0003,STEEL EXCEL INC,SXCL
25338,3,1/10/1999,25/07/2017,S&P 500 Comp-Ltd,I0003,BED BATH & BEYOND INC,BBBY
1075,3,4/10/1999,,S&P 500 Comp-Ltd,I0003,PINNACLE WEST CAPITAL CORP,PNW
1632,3,12/10/1999,,S&P 500 Comp-Ltd,I0003,ANALOG DEVICES,ADI
12138,3,13/10/1999,,S&P 500 Comp-Ltd,I0003,PRICE (T. ROWE) GROUP,TROW
6649,3,18/10/1999,,S&P 500 Comp-Ltd,I0003,LEGGETT & PLATT INC,LEG
4242,3,26/10/1999,24/05/2012,S&P 500 Comp-Ltd,I0003,EL PASO CORP,EP
12884,3,27/10/1999,31/01/2007,S&P 500 Comp-Ltd,I0003,COMVERSE TECHNOLOGY INC,CMVT
125533,3,5/11/1999,16/11/2010,S&P 500 Comp-Ltd,I0003,PACTIV CORP,PTV
22325,3,8/11/1999,,S&P 500 Comp-Ltd,I0003,XILINX INC,XLNX
10453,3,15/11/1999,22/12/2013,S&P 500 Comp-Ltd,I0003,TERADYNE INC,TER
