gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,cusip,conm,curcd,fyr,act,at,ebit,ebitda,epspi,epspx,lt,ni,niadj,nits,opiti,pstk,pstkl,pstkrv,spce,spceeps,txditc,upstk,exchg,costat,ein,fyrc,idbflag,incorp,loc,sic,spcindcd,spcseccd
12216,30/06/2015,2015,INDL,C,D,STD,LLTC,535678106,LINEAR TECHNOLOGY CORP,USD,6,1584.752,1884.079,682.699,736.797,2.13,2.13,306.152,520.963,520.963,,,0,0,0,520.963,2.13,85.612,,14,I,94-2778785,6,D,DE,USA,3674,235,940
12216,30/06/2016,2016,INDL,C,D,STD,LLTC,535678106,LINEAR TECHNOLOGY CORP,USD,6,1754.73,2049.981,633.553,684.962,2.02,2.02,290.806,494.346,494.346,,,0,0,0,,,68.388,,14,I,94-2778785,6,D,DE,USA,3674,235,940
12389,31/12/2013,2013,INDL,C,D,STD,HOG,412822108,HARLEY-DAVIDSON INC,USD,12,3988.803,9405.04,1317.062,1484.134,3.3,3.3,6395.554,733.993,733.993,,,0,0,0,,,49.499,,11,A,39-1382325,12,D,WI,USA,3751,475,976
12389,31/12/2014,2014,INDL,C,D,STD,HOG,412822108,HARLEY-DAVIDSON INC,USD,12,3948.095,9528.097,1445.459,1624.759,3.9,3.9,6618.811,844.611,844.611,,,0,0,0,,,0,,11,A,39-1382325,12,D,WI,USA,3751,475,976
12389,31/12/2015,2015,INDL,C,D,STD,HOG,412822108,HARLEY-DAVIDSON INC,USD,12,3983.154,9991.167,1320.978,1519.052,3.71,3.71,8151.513,752.207,752.207,,,0,0,0,,,0,,11,A,39-1382325,12,D,WI,USA,3751,475,976
12389,31/12/2016,2016,INDL,C,D,STD,HOG,412822108,HARLEY-DAVIDSON INC,USD,12,3853.852,9890.24,1222.692,1432.247,3.85,3.85,7970.082,692.164,692.164,,,0,0,0,,,0,,11,A,39-1382325,12,D,WI,USA,3751,475,976
12389,31/12/2017,2017,INDL,C,D,STD,HOG,412822108,HARLEY-DAVIDSON INC,USD,12,3884.742,9972.672,1071.456,1293.644,3.03,3.03,8128.395,521.759,521.759,,,0,0,0,,,0,,11,A,39-1382325,12,D,WI,USA,3751,475,976
12389,31/12/2018,2018,INDL,C,D,STD,HOG,412822108,HARLEY-DAVIDSON INC,USD,12,4484.442,10665.664,1013.024,1277.887,3.21,3.21,8891.715,531.451,531.451,,,0,0,0,,,0,,11,A,39-1382325,12,D,WI,USA,3751,475,976
12441,31/12/2013,2013,INDL,C,D,STD,IT,366651107,GARTNER INC,USD,12,1084.882,1783.582,275.829,310.271,1.97,1.97,1422.266,182.801,182.801,,,0,0,0,,,0.2,,11,A,04-3099750,12,D,DE,USA,8700,454,940
12441,31/12/2014,2014,INDL,C,D,STD,IT,366651107,GARTNER INC,USD,12,1096.658,1904.351,308.029,347.441,2.06,2.06,1743.18,183.766,183.766,,,0,0,0,,,0.6,,11,A,04-3099750,12,D,DE,USA,8700,454,940
12441,31/12/2015,2015,INDL,C,D,STD,IT,366651107,GARTNER INC,USD,12,1140.997,2174.686,314.172,361.303,2.09,2.09,2307.086,175.635,175.635,,,0,0,0,,,23.4,,11,A,04-3099750,12,D,DE,USA,8700,454,940
12441,31/12/2016,2016,INDL,C,D,STD,IT,366651107,GARTNER INC,USD,12,1343.196,2367.335,347.739,409.708,2.34,2.34,2306.457,193.582,193.582,,,0,0,0,,,22.5,,11,A,04-3099750,12,D,DE,USA,8700,454,940
12441,31/12/2017,2017,INDL,C,D,STD,IT,366651107,GARTNER INC,USD,12,2588.608,7283.173,152.121,392.292,0.04,0.04,6299.708,3.279,3.279,,,0,0,0,,,206.338,,11,A,04-3099750,12,D,DE,USA,8700,454,940
12441,31/12/2018,2018,INDL,C,D,STD,IT,366651107,GARTNER INC,USD,12,1811.739,6201.474,366.912,622.513,1.35,1.35,5350.717,122.456,122.456,,,0,0,0,,,214.687,,11,A,04-3099750,12,D,DE,USA,8700,454,940
12540,30/11/2013,2013,INDL,C,D,STD,ADBE,00724F101,ADOBE INC,USD,11,4045.929,10380.298,449.22,750.82,0.58,0.58,3655.664,289.985,289.985,,,0,0,0,,,375.634,,14,A,77-0019522,11,B,DE,USA,7372,185,940
12540,30/11/2014,2014,INDL,C,D,STD,ADBE,00724F101,ADOBE INC,USD,11,4602.328,10785.829,442.568,739.468,0.54,0.54,4009.924,268.395,268.395,,,0,0,0,,,342.315,,14,A,77-0019522,11,B,DE,USA,7372,185,940
12540,30/11/2015,2015,INDL,C,D,STD,ADBE,00724F101,ADOBE INC,USD,11,4821.892,11726.472,894.654,1215.454,1.26,1.26,4724.892,629.551,629.551,,,0,0,0,,,208.209,,14,A,77-0019522,11,B,DE,USA,7372,185,940
12540,30/11/2016,2016,INDL,C,D,STD,ADBE,00724F101,ADOBE INC,USD,11,5839.774,12707.114,1492.094,1802.094,2.35,2.35,5282.279,1168.782,1168.782,,,0,0,0,,,217.66,,14,A,77-0019522,11,B,DE,USA,7372,185,940
12540,30/11/2017,2017,INDL,C,D,STD,ADBE,00724F101,ADOBE INC,USD,11,7247.813,14535.556,2168.095,2478.595,3.43,3.43,6075.687,1693.954,1693.954,,,0,0,0,,,279.941,,14,A,77-0019522,11,B,DE,USA,7372,185,940
12540,30/11/2018,2018,INDL,C,D,STD,ADBE,00724F101,ADOBE INC,USD,11,4857.039,18768.682,2840.369,3180.069,5.28,5.28,9406.568,2590.774,2590.774,,,0,0,0,,,46.702,,14,A,77-0019522,11,B,DE,USA,7372,185,940
12635,31/12/2013,2013,INDL,C,D,STD,FISV,337738108,FISERV INC,USD,12,1572,9513,1142,1526,2.47,2.48,5928,648,648,,,0,0,0,,,713,,14,A,39-1506125,12,D,WI,USA,7374,453,940
12635,31/12/2014,2014,INDL,C,D,STD,FISV,337738108,FISERV INC,USD,12,1486,9337,1223,1609,3.04,3.04,6042,754,754,,,0,0,0,,,716,,14,A,39-1506125,12,D,WI,USA,7374,453,940
12635,31/12/2015,2015,INDL,C,D,STD,FISV,337738108,FISERV INC,USD,12,1506,9340,1348,1747,3.04,3.04,6680,712,712,,,0,0,0,,,726,,14,A,39-1506125,12,D,WI,USA,7374,453,940
12635,31/12/2016,2016,INDL,C,D,STD,FISV,337738108,FISERV INC,USD,12,1728,9743,1455,1849,4.22,4.22,7202,930,930,,,0,0,0,,,762,,14,A,39-1506125,12,D,WI,USA,7374,453,940
12635,31/12/2017,2017,INDL,C,D,STD,FISV,337738108,FISERV INC,USD,12,1975,10289,1522,1940,5.9,5.84,7558,1246,1246,,,0,0,0,,,552,,14,A,39-1506125,12,D,WI,USA,7374,453,940
12635,31/12/2018,2018,INDL,C,D,STD,FISV,337738108,FISERV INC,USD,12,2224,11262,1516,1955,2.93,2.93,8969,1187,1187,,,0,0,0,,,745,,14,A,39-1506125,12,D,WI,USA,7374,453,940
12726,31/12/2013,2013,FS,C,D,STD,UNM,91529Y106,UNUM GROUP,USD,12,,59403.6,,,,,50744.5,,,584.5,,0,,,,,,,11,A,62-1598430,12,D,DE,USA,6321,825,800
12726,31/12/2013,2013,INDL,C,D,STD,UNM,91529Y106,UNUM GROUP,USD,12,,59403.6,1352.5,1441.8,3.24,3.24,50744.5,858.1,858.1,,,0,0,0,,,144.3,,11,A,62-1598430,12,D,DE,USA,6321,825,800
12726,31/12/2014,2014,FS,C,D,STD,UNM,91529Y106,UNUM GROUP,USD,12,,62497.1,,,,,53944.7,,,623.1,,0,,,,,,,11,A,62-1598430,12,D,DE,USA,6321,825,800
12726,31/12/2014,2014,INDL,C,D,STD,UNM,91529Y106,UNUM GROUP,USD,12,,62497.1,762.6,854,1.62,1.62,53944.7,413.4,413.4,,,0,0,0,,,78.4,,11,A,62-1598430,12,D,DE,USA,6321,825,800
12726,31/12/2015,2015,FS,C,D,STD,UNM,91529Y106,UNUM GROUP,USD,12,,60589.7,,,,,51925.8,,,597.4,,0,,,,,,,11,A,62-1598430,12,D,DE,USA,6321,825,800
12726,31/12/2015,2015,INDL,C,D,STD,UNM,91529Y106,UNUM GROUP,USD,12,,60589.7,1408.7,1512.8,3.51,3.51,51925.8,867.1,867.1,,,0,0,0,,,91.8,,11,A,62-1598430,12,D,DE,USA,6321,825,800
12726,31/12/2016,2016,FS,C,D,STD,UNM,91529Y106,UNUM GROUP,USD,12,,61941.5,,,,,52973.5,,,903.5,,0,,,,,,,11,A,62-1598430,12,D,DE,USA,6321,825,800
12726,31/12/2016,2016,INDL,C,D,STD,UNM,91529Y106,UNUM GROUP,USD,12,,61941.5,1514.6,1621.4,3.96,3.96,52973.5,931.4,931.4,,,0,0,0,,,130.3,,11,A,62-1598430,12,D,DE,USA,6321,825,800
12726,31/12/2017,2017,FS,C,D,STD,UNM,91529Y106,UNUM GROUP,USD,12,,64013.1,,,,,54438.2,,,670.3,,0,,,,,,,11,A,62-1598430,12,D,DE,USA,6321,825,800
12726,31/12/2017,2017,INDL,C,D,STD,UNM,91529Y106,UNUM GROUP,USD,12,,64013.1,1563.9,1672.1,4.39,4.39,54438.2,994.2,994.2,,,0,0,0,,,199,,11,A,62-1598430,12,D,DE,USA,6321,825,800
12726,31/12/2018,2018,FS,C,D,STD,UNM,91529Y106,UNUM GROUP,USD,12,,61875.6,,,,,53253.8,,,843.4,,0,,,,,,,11,A,62-1598430,12,D,DE,USA,6321,825,800
12726,31/12/2018,2018,INDL,C,D,STD,UNM,91529Y106,UNUM GROUP,USD,12,,61875.6,795.8,903.6,2.38,2.38,53253.8,523.4,523.4,,,0,0,0,,,0,,11,A,62-1598430,12,D,DE,USA,6321,825,800
12788,30/06/2013,2013,INDL,C,D,STD,HAR,413086109,HARMAN INTERNATIONAL INDS,USD,6,2089.052,3235.685,291.98,407.58,2.06,2.06,1590.814,142.407,142.407,,,0,0,0,,,12.8,,11,I,11-2534306,6,D,DE,USA,3651,220,925
12788,30/06/2014,2014,INDL,C,D,STD,HAR,413086109,HARMAN INTERNATIONAL INDS,USD,6,2458.871,4125.59,438.453,570.781,3.4,3.4,2332.569,234.692,234.692,,,0,0,0,,,18.8,,11,I,11-2534306,6,D,DE,USA,3651,220,925
12788,30/06/2015,2015,INDL,C,D,STD,HAR,413086109,HARMAN INTERNATIONAL INDS,USD,6,2948.77,5929.752,533.632,702.863,4.89,4.89,3536.926,342.68,342.68,,,0,0,0,,,60.1,,11,I,11-2534306,6,D,DE,USA,3651,220,925
12788,30/06/2016,2016,INDL,C,D,STD,HAR,413086109,HARMAN INTERNATIONAL INDS,USD,6,2918.455,6054.042,614.178,838.188,5.03,5.03,3601.569,361.734,361.734,,,0,0,0,,,32.1,,11,I,11-2534306,6,D,DE,USA,3651,220,925
12788,30/06/2016,2017,INDL,C,D,STD,HAR,413086109,HARMAN INTERNATIONAL INDS,USD,6,2918.455,6054.042,614.178,838.188,5.03,5.03,3601.569,361.734,361.734,,,0,0,0,,,32.1,,11,I,11-2534306,6,D,DE,USA,3651,220,925
12850,31/12/2013,2013,INDL,C,D,STD,CERN,156782104,CERNER CORP,USD,12,1761.708,4098.364,682.212,945.5,1.16,1.16,930.7,398.354,398.354,,,0,0,0,,,,,14,A,43-1196944,12,D,DE,USA,7373,175,976
12850,31/12/2014,2014,INDL,C,D,STD,CERN,156782104,CERNER CORP,USD,12,2348.786,4530.565,778.884,1081.231,1.54,1.54,964.597,525.433,525.433,,,0,0,0,,,,,14,A,43-1196944,12,D,DE,USA,7373,175,976
12850,31/12/2015,2015,INDL,C,D,STD,CERN,156782104,CERNER CORP,USD,12,1827.833,5561.984,872.906,1325.101,1.57,1.57,1691.6,539.362,539.362,,,0,0,0,,,,,14,A,43-1196944,12,D,DE,USA,7373,175,976
12850,31/12/2016,2016,INDL,C,D,STD,CERN,156782104,CERNER CORP,USD,12,1619.361,5629.963,951.431,1455.663,1.88,1.88,1702.016,636.484,636.484,,,0,0,0,,,,,14,A,43-1196944,12,D,DE,USA,7373,175,976
12850,31/12/2017,2017,INDL,C,D,STD,CERN,156782104,CERNER CORP,USD,12,2380.227,6469.311,960.543,1541.793,2.62,2.62,1683.963,866.978,866.978,,,0,0,0,,,336.446,,14,A,43-1196944,12,D,DE,USA,7373,175,976
12850,31/12/2018,2018,INDL,C,D,STD,CERN,156782104,CERNER CORP,USD,12,2318.804,6708.636,824.973,1467.201,1.91,1.91,1780.247,630.059,630.059,,,0,0,0,,,336.379,,14,A,43-1196944,12,D,DE,USA,7373,175,976
12892,31/12/2013,2013,INDL,C,D,STD,SUN,86765K109,SUNOCO LP,USD,12,138.222,390.084,41.262,49.949,1.69,1.69,310.391,37.027,37.027,,,0,0,0,,,0.222,,11,A,30-0740483,12,D,DE,USA,5172,,
12892,31/12/2014,2014,INDL,C,D,STD,SUN,86765K109,SUNOCO LP,USD,12,225.141,2197.481,77.098,104.053,1.8,1.8,1060.749,56.743,56.743,,,0,0,0,,,0,,11,A,30-0740483,12,D,DE,USA,5172,,
12892,31/12/2015,2015,INDL,C,D,STD,SUN,86765K109,SUNOCO LP,USD,12,1014.151,6247.583,326.418,527.437,1.11,1.11,3153.168,129.822,55.564,,,0,0,0,,,431.327,,11,A,30-0740483,12,D,DE,USA,5172,,
12892,31/12/2016,2016,INDL,C,D,STD,SUN,86765K109,SUNOCO LP,USD,12,1389,8701,441,760,-5.26,-5.26,6505,-406,-492,,,0,0,0,,,643,,11,A,30-0740483,12,D,DE,USA,5172,,
12892,31/12/2017,2017,INDL,C,D,STD,SUN,86765K109,SUNOCO LP,USD,12,4544,8344,343,512,0.35,2.13,6097,149,35,,,300,300,300,,,389,,11,A,30-0740483,12,D,DE,USA,5172,,
12892,31/12/2018,2018,INDL,C,D,STD,SUN,86765K109,SUNOCO LP,USD,12,905,4879,364,546,-3.39,-0.25,4095,-207,-285,,,0,0,0,,,103,,11,A,30-0740483,12,D,DE,USA,5172,,
12950,31/03/2013,2012,INDL,C,D,STD,ARG,9363102,AIRGAS INC,USD,3,1463.83,5618.225,605.806,867.428,4.45,4.45,4081.242,340.874,340.874,,,0,0,0,332.969,4.35,825.612,,11,I,56-0732648,3,D,DE,USA,5084,160,970
12950,31/03/2014,2013,INDL,C,D,STD,ARG,9363102,AIRGAS INC,USD,3,1399.087,5793.314,630.566,934.627,4.76,4.76,3952.665,350.784,350.784,,,0,0,0,349.83,4.75,825.897,,11,I,56-0732648,3,D,DE,USA,5084,160,970
12950,31/03/2015,2014,INDL,C,D,STD,ARG,9363102,AIRGAS INC,USD,3,1415.684,5973.61,642.978,970.688,4.93,4.93,3822.024,368.086,368.086,,,0,0,0,368.086,4.93,854.574,,11,I,56-0732648,3,D,DE,USA,5084,160,970
12950,31/03/2016,2015,INDL,C,D,STD,ARG,9363102,AIRGAS INC,USD,3,1384.198,6134.956,618.978,970.23,4.6,4.6,4089.658,337.5,337.5,,,0,0,0,,,894.344,,11,I,56-0732648,3,D,DE,USA,5084,160,970
12950,31/03/2016,2016,INDL,C,D,STD,ARG,9363102,AIRGAS INC,USD,3,1384.198,6134.956,618.978,970.23,4.6,4.6,4089.658,337.5,337.5,,,0,0,0,,,894.344,,11,I,56-0732648,3,D,DE,USA,5084,160,970
13003,31/10/2013,2013,INDL,C,D,STD,JOY,481165108,JOY GLOBAL INC,USD,10,2822.444,5789.582,968.512,1082.031,5.03,5.03,2931.213,533.713,533.713,,,0,0,0,,,50.38,,11,I,39-1566457,10,D,DE,USA,3532,345,925
13003,31/10/2014,2014,INDL,C,D,STD,JOY,481165108,JOY GLOBAL INC,USD,10,2618.359,5596.986,527.305,660.898,3.31,3.31,2755.989,331.037,331.037,,,0,0,0,,,54.42,,11,I,39-1566457,10,D,DE,USA,3532,345,925
13003,31/10/2015,2015,INDL,C,D,STD,JOY,481165108,JOY GLOBAL INC,USD,10,2068.442,3712.446,256.504,391.825,-12.08,-12.08,2292.437,-1178.004,-1178.004,,,0,0,0,,,26.988,,11,I,39-1566457,10,D,DE,USA,3532,345,925
13003,31/10/2016,2016,INDL,C,D,STD,JOY,481165108,JOY GLOBAL INC,USD,10,1893.068,3426.431,50.805,192.705,-0.59,-0.65,2044.725,-58.379,-58.379,,,0,0,0,,,15.185,,11,I,39-1566457,10,D,DE,USA,3532,345,925
13125,31/12/2013,2013,FS,C,D,STD,HCP,40414L109,HCP INC,USD,12,,20075.87,,,,,9144.736,,,,,0,,,,,,,11,A,33-0091377,12,D,MD,USA,6798,850,800
13125,31/12/2013,2013,INDL,C,D,STD,HCP,40414L109,HCP INC,USD,12,,20075.87,1360.728,,2.13,1.97,9144.736,970.837,969.103,,,0,0,0,,,0,,11,A,33-0091377,12,D,MD,USA,6798,850,800
13125,31/12/2014,2014,FS,C,D,STD,HCP,40414L109,HCP INC,USD,12,,21369.94,,,,,10372.841,,,,,0,,,,,,,11,A,33-0091377,12,D,MD,USA,6798,850,800
13125,31/12/2014,2014,INDL,C,D,STD,HCP,40414L109,HCP INC,USD,12,,21369.94,1353.078,,2.01,1.94,10372.841,922.233,919.796,,,0,0,0,,,0,,11,A,33-0091377,12,D,MD,USA,6798,850,800
13125,31/12/2015,2015,FS,C,D,STD,HCP,40414L109,HCP INC,USD,12,,21449.849,,,,,11703.532,,,,,0,,,,,,,11,A,33-0091377,12,D,MD,USA,6798,850,800
13125,31/12/2015,2015,INDL,C,D,STD,HCP,40414L109,HCP INC,USD,12,,21449.849,-44.006,,-1.21,-1.21,11703.532,-559.235,-560.552,,,0,0,0,,,0,,11,A,33-0091377,12,D,MD,USA,6798,850,800
13125,31/12/2016,2016,FS,C,D,STD,HCP,40414L109,HCP INC,USD,12,,15759.265,,,,,9817.957,,,,,0,,,,,,,11,A,33-0091377,12,D,MD,USA,6798,850,800
13125,31/12/2016,2016,INDL,C,D,STD,HCP,40414L109,HCP INC,USD,12,,15759.265,727.715,,1.34,0.77,9817.957,627.747,626.549,,,0,0,0,,,0,,11,A,33-0091377,12,D,MD,USA,6798,850,800
13125,31/12/2017,2017,FS,C,D,STD,HCP,40414L109,HCP INC,USD,12,,14088.461,,,,,8493.523,,,,,0,,,,,,,11,A,33-0091377,12,D,MD,USA,6798,850,800
13125,31/12/2017,2017,INDL,C,D,STD,HCP,40414L109,HCP INC,USD,12,,14088.461,395.183,,0.88,0.88,8493.523,414.169,413.013,,,0,0,0,,,0,,11,A,33-0091377,12,D,MD,USA,6798,850,800
13125,31/12/2018,2018,FS,C,D,STD,HCP,40414L109,HCP INC,USD,12,,12718.553,,,,,6205.962,,,,,0,,,,,,,11,A,33-0091377,12,D,MD,USA,6798,850,800
13125,31/12/2018,2018,INDL,C,D,STD,HCP,40414L109,HCP INC,USD,12,,12718.553,440.73,,2.25,2.25,6205.962,1061.093,1058.424,,,0,0,0,,,0,,11,A,33-0091377,12,D,MD,USA,6798,850,800
13341,31/12/2013,2013,FS,C,D,STD,PGR,743315103,PROGRESSIVE CORP-OHIO,USD,12,,24408.2,,,,,18218.7,,,1086.3,1120.1,0,,,,,,,11,A,34-0963169,12,D,OH,USA,6331,835,800
13341,31/12/2013,2013,INDL,C,D,STD,PGR,743315103,PROGRESSIVE CORP-OHIO,USD,12,,24408.2,1842.5,1943.8,1.95,1.95,18218.7,1165.4,1165.4,,,0,0,0,958.44,1.6,28.4,,11,A,34-0963169,12,D,OH,USA,6331,835,800
13341,31/12/2014,2014,FS,C,D,STD,PGR,743315103,PROGRESSIVE CORP-OHIO,USD,12,,25787.6,,,,,18859,,,1289.5,1410.3,0,,,,,,,11,A,34-0963169,12,D,OH,USA,6331,835,800
13341,31/12/2014,2014,INDL,C,D,STD,PGR,743315103,PROGRESSIVE CORP-OHIO,USD,12,,25787.6,2029.1,2126.2,2.17,2.17,18859,1281,1281,,,0,0,0,1135.27,1.92,98.9,,11,A,34-0963169,12,D,OH,USA,6331,835,800
13341,31/12/2015,2015,FS,C,D,STD,PGR,743315103,PROGRESSIVE CORP-OHIO,USD,12,,29819.3,,,,,22065,,,1333.1,1495.2,0,,,,,,,11,A,34-0963169,12,D,OH,USA,6331,835,800
13341,31/12/2015,2015,INDL,C,D,STD,PGR,743315103,PROGRESSIVE CORP-OHIO,USD,12,,29819.3,2050.5,2201,2.16,2.16,22065,1267.6,1267.6,,,0,0,0,,,109.3,,11,A,34-0963169,12,D,OH,USA,6331,835,800
13341,31/12/2016,2016,FS,C,D,STD,PGR,743315103,PROGRESSIVE CORP-OHIO,USD,12,,33427.5,,,,,24986.7,,,1022.3,1091.1,0,,,,,,,11,A,34-0963169,12,D,OH,USA,6331,835,800
13341,31/12/2016,2016,INDL,C,D,STD,PGR,743315103,PROGRESSIVE CORP-OHIO,USD,12,,33427.5,1610,1809.5,1.77,1.77,24986.7,1031,1031,,,0,0,0,,,111.3,,11,A,34-0963169,12,D,OH,USA,6331,835,800
13341,31/12/2017,2017,FS,C,D,STD,PGR,743315103,PROGRESSIVE CORP-OHIO,USD,12,,38701.2,,,,,28912.7,,,1416.2,1686.9,0,,,,,,,11,A,34-0963169,12,D,OH,USA,6331,835,800
13341,31/12/2017,2017,INDL,C,D,STD,PGR,743315103,PROGRESSIVE CORP-OHIO,USD,12,,38701.2,2291.8,2527.9,2.74,2.74,28912.7,1592.2,1592.2,,,0,0,0,,,135,,11,A,34-0963169,12,D,OH,USA,6331,835,800
13341,31/12/2018,2018,FS,C,D,STD,PGR,743315103,PROGRESSIVE CORP-OHIO,USD,12,,46575,,,,,35538.7,,,2916.9,2915,493.9,,,,,,,11,A,34-0963169,12,D,OH,USA,6331,835,800
13341,31/12/2018,2018,INDL,C,D,STD,PGR,743315103,PROGRESSIVE CORP-OHIO,USD,12,,46575,3330.1,3596.5,4.45,4.45,35538.7,2615.3,2593.9,,,493.9,500,500,,,0,,11,A,34-0963169,12,D,OH,USA,6331,835,800
13421,31/12/2013,2013,INDL,C,D,STD,CDNS,127387108,CADENCE DESIGN SYSTEMS INC,USD,12,1221.091,2428.601,238.978,331.917,0.59,0.59,1272.496,164.243,164.243,,,0,0,0,,,,,14,A,77-0148231,12,D,DE,USA,7372,185,940
13421,31/12/2014,2014,INDL,C,D,STD,CDNS,127387108,CADENCE DESIGN SYSTEMS INC,USD,12,1851.735,3209.556,252.332,362.456,0.56,0.56,1875.982,158.898,158.898,,,0,0,0,,,,,14,A,77-0148231,12,D,DE,USA,7372,185,940
13421,31/12/2015,2015,INDL,C,D,STD,CDNS,127387108,CADENCE DESIGN SYSTEMS INC,USD,12,964.761,2351.015,297.916,410.864,0.88,0.88,974.9,252.417,252.417,,,0,0,0,,,,,14,A,77-0148231,12,D,DE,USA,7372,185,940
13421,31/12/2016,2016,INDL,C,D,STD,CDNS,127387108,CADENCE DESIGN SYSTEMS INC,USD,12,702.034,2096.908,297.124,410.306,0.71,0.71,1355.138,203.086,203.086,,,0,0,0,,,,,14,A,77-0148231,12,D,DE,USA,7372,185,940
13421,31/12/2017,2017,INDL,C,D,STD,CDNS,127387108,CADENCE DESIGN SYSTEMS INC,USD,12,979.988,2418.714,341.829,451.226,0.75,0.75,1429.512,204.101,204.101,,,0,0,0,,,0.449,,14,A,77-0148231,12,D,DE,USA,7372,185,940
13421,31/12/2018,2018,INDL,C,D,STD,CDNS,127387108,CADENCE DESIGN SYSTEMS INC,USD,12,951.092,2468.654,427.156,540.889,1.26,1.26,1180.253,345.777,345.777,,,0,0,0,,,0.562,,14,A,77-0148231,12,D,DE,USA,7372,185,940
13440,31/12/2013,2013,INDL,C,D,STD,LVLT,52729N308,LEVEL 3 COMMUNICATIONS INC,USD,12,1454,12874,736,1543,-0.49,-0.49,11463,-109,-109,,,0,0,0,,,334,,11,I,47-0210602,12,D,DE,USA,4813,463,974
13440,31/12/2014,2014,INDL,C,D,STD,LVLT,52729N308,LEVEL 3 COMMUNICATIONS INC,USD,12,1489,20947,1139,1955,1.23,1.23,14584,314,314,,,0,0,0,,,325,,11,I,47-0210602,12,D,DE,USA,4813,463,974
13440,31/12/2015,2015,INDL,C,D,STD,LVLT,52729N308,LEVEL 3 COMMUNICATIONS INC,USD,12,1749,24145,1363,2538,9.71,9.71,14019,3433,3433,,,0,0,0,,,,,11,I,47-0210602,12,D,DE,USA,4813,463,974
13440,31/12/2016,2016,INDL,C,D,STD,LVLT,52729N308,LEVEL 3 COMMUNICATIONS INC,USD,12,2653,24888,1418,2678,1.89,1.89,13971,677,677,,,0,0,0,,,,,11,I,47-0210602,12,D,DE,USA,4813,463,974
13440,31/12/2016,2017,INDL,C,D,STD,LVLT,52729N308,LEVEL 3 COMMUNICATIONS INC,USD,12,2653,24888,1418,2678,1.89,1.89,13971,677,677,,,0,0,0,,,,,11,I,47-0210602,12,D,DE,USA,4813,463,974
13498,30/11/2013,2013,INDL,C,D,STD,CCL,143658300,CARNIVAL CORP/PLC (USA),USD,11,1937,40104,1380,2968,1.39,1.39,15548,1078,1078,,,0,0,0,,,0,,11,A,59-1562976,11,B,,USA,4400,310,976
13498,30/11/2014,2014,INDL,C,D,STD,CCL,143658300,CARNIVAL CORP/PLC (USA),USD,11,1503,39532,1810,3445,1.59,1.59,15244,1236,1236,,,0,0,0,,,0,,11,A,59-1562976,11,B,,USA,4400,310,976
13498,30/11/2015,2015,INDL,C,D,STD,CCL,143658300,CARNIVAL CORP/PLC (USA),USD,11,2451,39237,2579,4205,2.26,2.26,15466,1757,1757,,,0,0,0,,,0,,11,A,59-1562976,11,B,,USA,4400,310,976
13498,30/11/2016,2016,INDL,C,D,STD,CCL,143658300,CARNIVAL CORP/PLC (USA),USD,11,1689,38936,3073,4811,3.73,3.73,16339,2779,2779,,,0,0,0,,,0,,11,A,59-1562976,11,B,,USA,4400,310,976
13498,30/11/2017,2017,INDL,C,D,STD,CCL,143658300,CARNIVAL CORP/PLC (USA),USD,11,1596,40778,2901,4747,3.61,3.61,16562,2606,2606,,,0,0,0,,,0,,11,A,59-1562976,11,B,,USA,4400,310,976
13498,30/11/2018,2018,INDL,C,D,STD,CCL,143658300,CARNIVAL CORP/PLC (USA),USD,11,2225,42401,3326,5343,4.45,4.45,17958,3152,3152,,,0,0,0,,,0,,11,A,59-1562976,11,B,,USA,4400,310,976
13510,31/12/2013,2013,FS,C,D,STD,DRE,264411505,DUKE REALTY CORP,USD,12,,7752.614,,,,,4707.985,,,,,447.683,,,,,,,11,A,35-1740409,12,B,IN,USA,6798,850,800
13510,31/12/2013,2013,INDL,C,D,STD,DRE,264411505,DUKE REALTY CORP,USD,12,,7752.614,226.068,,0.47,0.06,4707.985,190.592,150.366,,,447.683,447.683,447.683,,,0,,11,A,35-1740409,12,B,IN,USA,6798,850,800
13510,31/12/2014,2014,FS,C,D,STD,DRE,264411505,DUKE REALTY CORP,USD,12,,7754.839,,,,,4874.959,,,,,0,,,,,,,11,A,35-1740409,12,B,IN,USA,6798,850,800
13510,31/12/2014,2014,INDL,C,D,STD,DRE,264411505,DUKE REALTY CORP,USD,12,,7754.839,271.865,,0.6,0.54,4874.959,243.588,202.305,,,0,0,0,,,0,,11,A,35-1740409,12,B,IN,USA,6798,850,800
13510,31/12/2015,2015,FS,C,D,STD,DRE,264411505,DUKE REALTY CORP,USD,12,,6917.113,,,,,3712.312,,,,,0,,,,,,,11,A,35-1740409,12,B,IN,USA,6798,850,800
13510,31/12/2015,2015,INDL,C,D,STD,DRE,264411505,DUKE REALTY CORP,USD,12,,6917.113,179.808,,1.77,0.53,3712.312,615.31,612.229,,,0,0,0,,,0,,11,A,35-1740409,12,B,IN,USA,6798,850,800
13510,31/12/2016,2016,FS,C,D,STD,DRE,264411505,DUKE REALTY CORP,USD,12,,6772.002,,,,,3278.709,,,,,0,,,,,,,11,A,35-1740409,12,B,IN,USA,6798,850,800
