gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,cusip,conm,curcd,fyr,act,at,ebit,ebitda,epspi,epspx,lt,ni,niadj,nits,opiti,pstk,pstkl,pstkrv,spce,spceeps,txditc,upstk,exchg,costat,ein,fyrc,idbflag,incorp,loc,sic,spcindcd,spcseccd
3121,30/06/2019,2019,INDL,C,D,STD,CLX,189054109,CLOROX CO/DE,USD,6,1305,5116,1107,1287,6.42,6.42,4557,820,820,,,0,0,0,,,50,,11,A,31-0595760,6,D,DE,USA,2842,320,978
3144,31/12/2013,2013,INDL,C,D,STD,KO,191216100,COCA-COLA CO,USD,12,31304,90055,11128,13036,1.94,1.94,56615,8584,8584,,,0,0,0,,,6152,,11,A,58-0628465,12,B,DE,USA,2086,145,978
3144,31/12/2014,2014,INDL,C,D,STD,KO,191216100,COCA-COLA CO,USD,12,32986,92023,10559,12463,1.62,1.62,61462,7098,7098,,,0,0,0,,,5636,,11,A,58-0628465,12,B,DE,USA,2086,145,978
3144,31/12/2015,2015,INDL,C,D,STD,KO,191216100,COCA-COLA CO,USD,12,33395,90093,10240,12149,1.69,1.69,64329,7351,7351,,,0,0,0,,,4691,,11,A,58-0628465,12,B,DE,USA,2086,145,978
3144,31/12/2016,2016,INDL,C,D,STD,KO,191216100,COCA-COLA CO,USD,12,34010,87270,9974,11710,1.51,1.51,64050,6527,6527,,,0,0,0,,,3753,,11,A,58-0628465,12,B,DE,USA,2086,145,978
3144,31/12/2017,2017,INDL,C,D,STD,KO,191216100,COCA-COLA CO,USD,12,36545,87896,9430,10648,0.29,0.28,68919,1248,1248,,,0,0,0,,,2522,,11,A,58-0628465,12,B,DE,USA,2086,145,978
3144,31/12/2018,2018,INDL,C,D,STD,KO,191216100,COCA-COLA CO,USD,12,30634,83216,9748,10814,1.51,1.58,64158,6434,6434,,,0,0,0,,,1933,,11,A,58-0628465,12,B,DE,USA,2086,145,978
3170,31/12/2013,2013,INDL,C,D,STD,CL,194162103,COLGATE-PALMOLIVE CO,USD,12,4822,13876,4130,4569,2.41,2.41,11340,2241,2241,,,0,0,0,,,444,,11,A,13-1815595,12,B,DE,USA,2844,320,978
3170,31/12/2014,2014,INDL,C,D,STD,CL,194162103,COLGATE-PALMOLIVE CO,USD,12,4863,13459,4186,4628,2.38,2.38,12074,2180,2180,,,0,0,0,,,261,,11,A,13-1815595,12,B,DE,USA,2844,320,978
3170,31/12/2015,2015,INDL,C,D,STD,CL,194162103,COLGATE-PALMOLIVE CO,USD,12,4384,11958,3986,4435,1.53,1.53,12002,1384,1384,,,0,0,0,,,233,,11,A,13-1815595,12,B,DE,USA,2844,320,978
3170,31/12/2016,2016,INDL,C,D,STD,CL,194162103,COLGATE-PALMOLIVE CO,USD,12,4338,12123,3964,4407,2.74,2.74,12106,2441,2441,,,0,0,0,,,246,,11,A,13-1815595,12,B,DE,USA,2844,320,978
3170,31/12/2017,2017,INDL,C,D,STD,CL,194162103,COLGATE-PALMOLIVE CO,USD,12,4639,12676,3912,4387,2.3,2.3,12433,2024,2024,,,0,0,0,,,204,,11,A,13-1815595,12,B,DE,USA,2844,320,978
3170,31/12/2018,2018,INDL,C,D,STD,CL,194162103,COLGATE-PALMOLIVE CO,USD,12,3793,12161,3847,4358,2.76,2.76,11964,2400,2400,,,0,0,0,,,235,,11,A,13-1815595,12,B,DE,USA,2844,320,978
3221,31/12/2013,2013,FS,C,D,STD,AON,G0408V102,AON PLC,USD,12,16330,30251,,,,,22056,,,,,0,,,,,,,11,A,98-1030901,12,B,,GBR,6411,330,800
3221,31/12/2013,2013,INDL,C,D,STD,AON,G0408V102,AON PLC,USD,12,16330,30251,1826.5,2461.5,3.57,3.57,22056,1113,1113,,,0,0,0,,,420,,11,A,98-1030901,12,B,,GBR,6411,330,800
3221,31/12/2014,2014,FS,C,D,STD,AON,G0408V102,AON PLC,USD,12,15823,29772,,,,,23141,,,,,0,,,,,,,11,A,98-1030901,12,B,,GBR,6411,330,800
3221,31/12/2014,2014,INDL,C,D,STD,AON,G0408V102,AON PLC,USD,12,15823,29772,2001,2595,4.73,4.73,23141,1397,1397,,,0,0,0,,,313,,11,A,98-1030901,12,B,,GBR,6411,330,800
3221,31/12/2015,2015,FS,C,D,STD,AON,G0408V102,AON PLC,USD,12,13972,27164,,,,,21001,,,,,0,,,,,,,11,A,98-1030901,12,B,,GBR,6411,330,800
3221,31/12/2015,2015,INDL,C,D,STD,AON,G0408V102,AON PLC,USD,12,13972,27164,2024,2567,4.93,4.93,21001,1385,1385,,,0,0,0,,,176,,11,A,98-1030901,12,B,,GBR,6411,330,800
3221,31/12/2016,2016,FS,C,D,STD,AON,G0408V102,AON PLC,USD,12,13146,26615,,,,,21083,,,,,0,,,,,,,11,A,98-1030901,12,B,,GBR,6411,330,800
3221,31/12/2016,2016,INDL,C,D,STD,AON,G0408V102,AON PLC,USD,12,13146,26615,2149,2658,5.21,5.21,21083,1396,1396,,,0,0,0,,,101,,11,A,98-1030901,12,B,,GBR,6411,330,800
3221,31/12/2017,2017,FS,C,D,STD,AON,G0408V102,AON PLC,USD,12,13677,26088,,,,,21440,,,,,0,,,,,,,11,A,98-1030901,12,B,,GBR,6411,330,800
3221,31/12/2017,2017,INDL,C,D,STD,AON,G0408V102,AON PLC,USD,12,13677,26088,2155,2497,4.74,1.54,21440,1226,1226,,,0,0,0,,,127,,11,A,98-1030901,12,B,,GBR,6411,330,800
3221,31/12/2018,2018,FS,C,D,STD,AON,G0408V102,AON PLC,USD,12,14372,26422,,,,,22203,,,,,0,,,,,,,11,A,98-1030901,12,B,,GBR,6411,330,800
3221,31/12/2018,2018,INDL,C,D,STD,AON,G0408V102,AON PLC,USD,12,14372,26422,2280,2860,4.62,4.32,22203,1134,1134,,,0,0,0,,,181,,11,A,98-1030901,12,B,,GBR,6411,330,800
3226,31/12/2013,2013,INDL,C,D,STD,CMCSA,20030N101,COMCAST CORP,USD,12,14075,158813,13637,21508,2.6,2.6,106798,6816,6816,,,0,0,0,,,31935,,14,A,27-0000798,12,B,PA,USA,4841,150,978
3226,31/12/2014,2014,INDL,C,D,STD,CMCSA,20030N101,COMCAST CORP,USD,12,13531,159339,15141,23160,3.24,3.24,105205,8380,8380,,,0,0,0,,,32959,,14,A,27-0000798,12,B,PA,USA,4841,150,978
3226,31/12/2015,2015,INDL,C,D,STD,CMCSA,20030N101,COMCAST CORP,USD,12,12303,166574,16196,24856,3.28,3.28,111375,8163,8163,,,0,0,0,,,33566,,14,A,27-0000798,12,B,PA,USA,4841,150,978
3226,31/12/2016,2016,INDL,C,D,STD,CMCSA,20030N101,COMCAST CORP,USD,12,16361,180500,16920,26478,3.61,3.61,122880,8695,8695,,,0,0,0,,,34854,,14,A,27-0000798,12,B,PA,USA,4841,150,978
3226,31/12/2017,2017,INDL,C,D,STD,CMCSA,20030N101,COMCAST CORP,USD,12,16060,186949,17795,28062,4.82,4.82,116143,22714,22714,,,0,0,0,,,24256,,14,A,27-0000798,12,B,PA,USA,4841,150,978
3226,31/12/2018,2018,INDL,C,D,STD,CMCSA,20030N101,COMCAST CORP,USD,12,21848,251684,19182,30199,2.56,2.56,177866,11731,11731,,,0,0,0,,,27589,,14,A,27-0000798,12,B,PA,USA,4841,150,978
3231,31/12/2013,2013,FS,C,D,STD,CMA,200340107,COMERICA INC,USD,12,,65227,,,,,58074,,,,,0,,,,,,,11,A,38-1998421,12,D,DE,USA,6020,817,800
3231,31/12/2013,2013,INDL,C,D,STD,CMA,200340107,COMERICA INC,USD,12,,65227,1101,1223,2.92,2.92,58074,541,533,,,0,0,0,,,,,11,A,38-1998421,12,D,DE,USA,6020,817,800
3231,31/12/2014,2014,FS,C,D,STD,CMA,200340107,COMERICA INC,USD,12,,69190,,,,,61788,,,,,0,,,,,,,11,A,38-1998421,12,D,DE,USA,6020,817,800
3231,31/12/2014,2014,INDL,C,D,STD,CMA,200340107,COMERICA INC,USD,12,,69190,1165,1288,3.28,3.28,61788,593,586,,,0,0,0,,,,,11,A,38-1998421,12,D,DE,USA,6020,817,800
3231,31/12/2015,2015,FS,C,D,STD,CMA,200340107,COMERICA INC,USD,12,,71877,,,,,64317,,,,,0,,,,,,,11,A,38-1998421,12,D,DE,USA,6020,817,800
3231,31/12/2015,2015,INDL,C,D,STD,CMA,200340107,COMERICA INC,USD,12,,71877,1253,1371,2.93,2.93,64317,521,515,,,0,0,0,,,,,11,A,38-1998421,12,D,DE,USA,6020,817,800
3231,31/12/2016,2016,FS,C,D,STD,CMA,200340107,COMERICA INC,USD,12,,72978,,,,,65182,,,,,0,,,,,,,11,A,38-1998421,12,D,DE,USA,6020,817,800
3231,31/12/2016,2016,INDL,C,D,STD,CMA,200340107,COMERICA INC,USD,12,,72978,1308,1429,2.74,2.74,65182,477,473,,,0,0,0,,,,,11,A,38-1998421,12,D,DE,USA,6020,817,800
3231,31/12/2017,2017,FS,C,D,STD,CMA,200340107,COMERICA INC,USD,12,,71567,,,,,63604,,,,,0,,,,,,,11,A,38-1998421,12,D,DE,USA,6020,817,800
3231,31/12/2017,2017,INDL,C,D,STD,CMA,200340107,COMERICA INC,USD,12,,71567,1866.5,1987.5,4.23,4.23,63604,743,738,,,0,0,0,,,,,11,A,38-1998421,12,D,DE,USA,6020,817,800
3231,31/12/2018,2018,FS,C,D,STD,CMA,200340107,COMERICA INC,USD,12,,70818,,,,,63311,,,,,0,,,,,,,11,A,38-1998421,12,D,DE,USA,6020,817,800
3231,31/12/2018,2018,INDL,C,D,STD,CMA,200340107,COMERICA INC,USD,12,,70818,2000,2120,7.31,7.31,63311,1235,1227,,,0,0,0,,,,,11,A,38-1998421,12,D,DE,USA,6020,817,800
3243,31/12/2013,2013,FS,C,D,STD,C,172967424,CITIGROUP INC,USD,12,,1880382,,,,,1674249,,,,,6738,,,,,,,11,A,52-1568099,12,B,DE,USA,6199,850,800
3243,31/12/2013,2013,INDL,C,D,STD,C,172967424,CITIGROUP INC,USD,12,,1880382,30388,33691,4.35,4.27,1674249,13673,13216,,,6738,6738,6738,,,0,,11,A,52-1568099,12,B,DE,USA,6199,850,800
3243,31/12/2014,2014,FS,C,D,STD,C,172967424,CITIGROUP INC,USD,12,,1842530,,,,,1630485,,,,,10468,,,,,,,11,A,52-1568099,12,B,DE,USA,6199,850,800
3243,31/12/2014,2014,INDL,C,D,STD,C,172967424,CITIGROUP INC,USD,12,,1842530,27811,31400,2.21,2.21,1630485,7313,6691,,,10468,10468,10468,,,,,11,A,52-1568099,12,B,DE,USA,6199,850,800
3243,31/12/2015,2015,FS,C,D,STD,C,172967424,CITIGROUP INC,USD,12,,1731210,,,,,1508118,,,,,16718,,,,,,,11,A,52-1568099,12,B,DE,USA,6199,850,800
3243,31/12/2015,2015,INDL,C,D,STD,C,172967424,CITIGROUP INC,USD,12,,1731210,32167,35673,5.41,5.43,1508118,17242,16249,,,16718,16718,16718,,,,,11,A,52-1568099,12,B,DE,USA,6199,850,800
3243,31/12/2016,2016,FS,C,D,STD,C,172967424,CITIGROUP INC,USD,12,,1792077,,,,,1565934,,,,,19253,,,,,,,11,A,52-1568099,12,B,DE,USA,6199,850,800
3243,31/12/2016,2016,INDL,C,D,STD,C,172967424,CITIGROUP INC,USD,12,,1792077,29373,33093,4.72,4.74,1565934,14912,13640,,,19253,19253,19253,,,,,11,A,52-1568099,12,B,DE,USA,6199,850,800
3243,31/12/2017,2017,FS,C,D,STD,C,172967424,CITIGROUP INC,USD,12,,1842465,,,,,1640793,,,,,19253,,,,,,,11,A,52-1568099,12,B,DE,USA,6199,850,800
3243,31/12/2017,2017,INDL,C,D,STD,C,172967424,CITIGROUP INC,USD,12,,1842465,32433,36092,-2.98,-2.94,1640793,-6798,-8048,,,19253,19253,19253,,,,,11,A,52-1568099,12,B,DE,USA,6199,850,800
3243,31/12/2018,2018,FS,C,D,STD,C,172967424,CITIGROUP INC,USD,12,,1917383,,,,,1720309,,,,,18460,,,,,,,11,A,52-1568099,12,B,DE,USA,6199,850,800
3243,31/12/2018,2018,INDL,C,D,STD,C,172967424,CITIGROUP INC,USD,12,,1917383,37695,41449,6.69,6.69,1720309,18045,16672,,,18460,18460,18460,,,,,11,A,52-1568099,12,B,DE,USA,6199,850,800
3310,31/03/2013,2012,INDL,C,D,STD,CA,12673P105,CA INC,USD,3,4126,11811,1365,1842,2.07,2.07,6361,955,944,,,0,0,0,,,120,,14,I,13-2857434,3,D,DE,USA,7372,185,940
3310,31/03/2014,2013,INDL,C,D,STD,CA,12673P105,CA INC,USD,3,4559,12016,1301,1727,2.03,2,6446,914,905,,,0,0,0,,,67,,14,I,13-2857434,3,D,DE,USA,7372,185,940
3310,31/03/2015,2014,INDL,C,D,STD,CA,12673P105,CA INC,USD,3,3987,10979,1225,1627,1.91,1.83,5354,846,838,,,0,0,0,,,45,,14,I,13-2857434,3,D,DE,USA,7372,185,940
3310,31/03/2016,2015,INDL,C,D,STD,CA,12673P105,CA INC,USD,3,3561,11204,1167,1529,1.82,1.79,5826,783,775,,,0,0,0,,,3,,14,I,13-2857434,3,D,DE,USA,7372,185,940
3310,31/03/2017,2016,INDL,C,D,STD,CA,12673P105,CA INC,USD,3,3733,12610,1154,1474,1.85,1.85,6921,775,766,,,0,0,0,,,119,,14,I,13-2857434,3,D,DE,USA,7372,185,940
3310,31/03/2018,2017,INDL,C,D,STD,CA,12673P105,CA INC,USD,3,4408,13060,1148,1526,1.14,1.14,7165,476,470,,,0,0,0,,,111,,14,I,13-2857434,3,D,DE,USA,7372,185,940
3336,31/03/2013,2012,INDL,C,D,STD,DXC,23355L106,DXC TECHNOLOGY CO,USD,3,5673,11251,924,2013,6.22,3.22,8091,961,961,,,0,0,0,,,231,,11,A,61-1800317,3,D,NV,USA,7370,454,940
3336,31/03/2014,2013,INDL,C,D,STD,DXC,23355L106,DXC TECHNOLOGY CO,USD,3,5628,11389,1471,2489,6.41,5.81,7445,947,947,,,0,0,0,,,307,,11,A,61-1800317,3,D,NV,USA,7370,454,940
3336,31/03/2015,2014,INDL,C,D,STD,DXC,23355L106,DXC TECHNOLOGY CO,USD,3,4905,10201,325,1302,-0.06,0.15,7252,-8,-8,,,0,0,0,,,171,,11,A,61-1800317,3,D,NV,USA,7370,454,940
3336,31/03/2016,2015,INDL,C,D,STD,DXC,23355L106,DXC TECHNOLOGY CO,USD,3,3412,7736,234,892,1.82,0.51,5704,251,251,,,0,0,0,,,181,,11,A,61-1800317,3,D,NV,USA,7370,454,940
3336,31/03/2017,2016,INDL,C,D,STD,DXC,23355L106,DXC TECHNOLOGY CO,USD,3,3247,8663,441,1088,-0.88,-0.88,6497,-123,-123,,,0,0,0,,,238,,11,A,61-1800317,3,D,NV,USA,7370,454,940
3336,31/03/2018,2017,INDL,C,D,STD,DXC,23355L106,DXC TECHNOLOGY CO,USD,3,9617,33921,3046,5010,6.15,6.15,20084,1751,1751,,,0,0,0,,,800,,11,A,61-1800317,3,D,NV,USA,7370,454,940
3336,31/03/2019,2018,INDL,C,D,STD,DXC,23355L106,DXC TECHNOLOGY CO,USD,3,9066,29574,2281,4249,4.53,4.4,17849,1257,1257,,,0,0,0,,,767,,11,A,61-1800317,3,D,NV,USA,7370,454,940
3362,31/05/2013,2012,INDL,C,D,STD,CAG,205887102,CONAGRA BRANDS INC,USD,5,4379.8,20405.3,1619.9,2065.1,1.88,1.88,15042.3,773.9,772.3,,,0,0,0,,,1550,,11,A,47-0248710,5,D,DE,USA,2000,250,978
3362,31/05/2014,2013,INDL,C,D,STD,CAG,205887102,CONAGRA BRANDS INC,USD,5,4230.8,19366.4,1699.5,2302.4,0.72,0.71,14011.2,303.1,301.4,,,0,0,0,,,1440,,11,A,47-0248710,5,D,DE,USA,2000,250,978
3362,31/05/2015,2014,INDL,C,D,STD,CAG,205887102,CONAGRA BRANDS INC,USD,5,3667.7,17542.2,1557.2,2149.5,-0.6,-1.46,12932.2,-252.6,-254.3,,,0,0,0,,,1500,,11,A,47-0248710,5,D,DE,USA,2000,250,978
3362,31/05/2016,2015,INDL,C,D,STD,CAG,205887102,CONAGRA BRANDS INC,USD,5,3576.7,13390.6,1242.8,1616.7,-1.57,1.11,9595.8,-677,-681.8,,,0,0,0,,,,,11,A,47-0248710,5,D,DE,USA,2000,250,978
3362,31/05/2017,2016,INDL,C,D,STD,CAG,205887102,CONAGRA BRANDS INC,USD,5,2013.2,10096.3,1234.5,1502.5,1.48,1.26,6018.5,639.3,638.5,,,0,0,0,,,,,11,A,47-0248710,5,D,DE,USA,2000,250,978
3362,31/05/2018,2017,INDL,C,D,STD,CAG,205887102,CONAGRA BRANDS INC,USD,5,1938.9,10389.5,1279.2,1532.7,2,1.97,6632.9,808.4,808.4,,,0,0,0,,,,,11,A,47-0248710,5,D,DE,USA,2000,250,978
3362,31/05/2019,2018,INDL,C,D,STD,CAG,205887102,CONAGRA BRANDS INC,USD,5,2733.8,22213.8,1506.9,1838.5,1.53,1.53,14750.1,678.3,678.3,,,0,0,0,,,,,11,A,47-0248710,5,D,DE,USA,2000,250,978
3413,31/12/2013,2013,INDL,C,D,STD,ED,209115104,CONSOLIDATED EDISON INC,USD,12,3891,40647,2244,3268,3.62,3.62,28402,1062,1062,,,0,0,0,,,8466,0,11,A,13-3965100,12,D,NY,USA,4931,705,700
3413,31/12/2014,2014,INDL,C,D,STD,ED,209115104,CONSOLIDATED EDISON INC,USD,12,3854,44308,2164,3235,3.73,3.73,31723,1092,1092,,,0,0,0,,,9076,0,11,A,13-3965100,12,D,NY,USA,4931,705,700
3413,31/12/2015,2015,INDL,C,D,STD,ED,209115104,CONSOLIDATED EDISON INC,USD,12,3836,45642,2432,3562,4.07,4.07,32581,1193,1193,,,0,0,0,,,9537,0,11,A,13-3965100,12,D,NY,USA,4931,705,700
3413,31/12/2016,2016,INDL,C,D,STD,ED,209115104,CONSOLIDATED EDISON INC,USD,12,3406,48255,2471,3687,4.15,4.15,33949,1245,1245,,,0,0,0,,,10205,0,11,A,13-3965100,12,D,NY,USA,4931,705,700
3413,31/12/2017,2017,INDL,C,D,STD,ED,209115104,CONSOLIDATED EDISON INC,USD,12,3537,48111,2609,3950,4.97,4.97,32686,1525,1525,,,0,0,0,,,5495,0,11,A,13-3965100,12,D,NY,USA,4931,705,700
3413,31/12/2018,2018,INDL,C,D,STD,ED,209115104,CONSOLIDATED EDISON INC,USD,12,3864,53920,2533,3971,4.43,4.43,37081,1382,1382,,,0,0,0,,,5820,0,11,A,13-3965100,12,D,NY,USA,4931,705,700
3439,31/12/2013,2013,INDL,C,D,STD,CMS,125896100,CMS ENERGY CORP,USD,12,2526,17416,1142,1770,1.71,1.71,13925,452,452,,,37,37,37,,,1656,0,11,A,38-2726431,12,D,MI,USA,4931,705,700
3439,31/12/2014,2014,INDL,C,D,STD,CMS,125896100,CMS ENERGY CORP,USD,12,2597,19185,1161,1846,1.76,1.76,15478,477,477,,,37,37,37,,,1719,0,11,A,38-2726431,12,D,MI,USA,4931,705,700
3439,31/12/2015,2015,INDL,C,D,STD,CMS,125896100,CMS ENERGY CORP,USD,12,2320,20340,1163,1913,1.9,1.9,16365,523,523,,,37,37,37,,,2073,0,11,A,38-2726431,12,D,MI,USA,4931,705,700
3439,31/12/2016,2016,INDL,C,D,STD,CMS,125896100,CMS ENERGY CORP,USD,12,2280,21622,1297,2108,1.99,1.99,17332,551,551,,,37,37,37,,,2360,0,11,A,38-2726431,12,D,MI,USA,4931,705,700
3439,31/12/2017,2017,INDL,C,D,STD,CMS,125896100,CMS ENERGY CORP,USD,12,2475,23050,1338,2219,1.64,1.64,18572,460,460,,,37,37,37,,,1356,0,11,A,38-2726431,12,D,MI,USA,4931,705,700
3439,31/12/2018,2018,INDL,C,D,STD,CMS,125896100,CMS ENERGY CORP,USD,12,2468,24529,1162,2095,2.33,2.33,19737,657,657,,,37,37,37,,,1586,0,11,A,38-2726431,12,D,MI,USA,4931,705,700
3504,31/10/2013,2013,INDL,C,D,STD,COO,216648402,COOPER COS INC (THE),USD,10,747.241,3137.261,327.632,452.981,6.09,6.09,713.767,296.151,296.151,,,0,0,0,,,24.883,,11,A,94-2657368,10,D,DE,USA,3851,300,905
3504,31/10/2014,2014,INDL,C,D,STD,COO,216648402,COOPER COS INC (THE),USD,10,791.617,4458.34,368.183,506.384,5.61,5.61,1869.9,269.856,269.856,,,0,0,0,,,69.525,,11,A,94-2657368,10,D,DE,USA,3851,300,905
3504,31/10/2015,2015,INDL,C,D,STD,COO,216648402,COOPER COS INC (THE),USD,10,841.818,4460.61,363.09,554.493,4.2,4.2,1786.706,203.523,203.523,,,0,0,0,,,31.016,,11,A,94-2657368,10,D,DE,USA,3851,300,905
3504,31/10/2016,2016,INDL,C,D,STD,COO,216648402,COOPER COS INC (THE),USD,10,934.458,4475.918,417.544,613.518,5.65,5.65,1775.883,273.917,273.917,,,0,0,0,,,37.532,,11,A,94-2657368,10,D,DE,USA,3851,300,905
3504,31/10/2017,2017,INDL,C,D,STD,COO,216648402,COOPER COS INC (THE),USD,10,953.2,4858.7,470.4,658.8,7.63,7.63,1682.9,372.9,372.9,,,0,0,0,,,38.8,,11,A,94-2657368,10,D,DE,USA,3851,300,905
3504,31/10/2018,2018,INDL,C,D,STD,COO,216648402,COOPER COS INC (THE),USD,10,1090.9,6112.8,527,802.1,2.85,2.85,2805,139.9,139.9,,,0,0,0,,,31,,11,A,94-2657368,10,D,DE,USA,3851,300,905
3505,31/12/2013,2013,INDL,C,D,STD,TAP,60871R209,MOLSON COORS BREWING CO,USD,12,1537.7,15580.1,477.4,797.9,3.1,3.09,6916.3,567.3,567.3,,,0,0,0,,,911.4,,11,A,84-0178360,12,D,DE,USA,2082,140,978
3505,31/12/2014,2014,INDL,C,D,STD,TAP,60871R209,MOLSON COORS BREWING CO,USD,12,1578.9,13996.3,477.8,783.2,2.78,2.78,6110.2,514,514,,,0,0,0,,,784.3,,11,A,84-0178360,12,D,DE,USA,2082,140,978
3505,31/12/2015,2015,INDL,C,D,STD,TAP,60871R209,MOLSON COORS BREWING CO,USD,12,1258.8,12276.3,359.1,584.6,1.94,1.92,5213.2,359.5,359.5,,,0,0,0,,,799.8,,11,A,84-0178360,12,D,DE,USA,2082,140,978
3505,31/12/2016,2016,INDL,C,D,STD,TAP,60871R209,MOLSON COORS BREWING CO,USD,12,2169.6,29341.5,474.9,850.9,9.32,9.33,17719.8,1975.9,1975.9,,,0,0,0,,,1699,,11,A,84-0178360,12,D,DE,USA,2082,140,978
3505,31/12/2017,2017,INDL,C,D,STD,TAP,60871R209,MOLSON COORS BREWING CO,USD,12,2189.7,30246.9,1834.5,2626.8,6.57,6.56,16811.9,1414.2,1414.2,,,0,0,0,,,1648.6,,11,A,84-0178360,12,D,DE,USA,2082,140,978
3505,31/12/2018,2018,INDL,C,D,STD,TAP,60871R209,MOLSON COORS BREWING CO,USD,12,2766.3,30109.8,1425.8,2252.6,5.17,5.17,16374,1116.5,1116.5,,,0,0,0,,,2128.9,,11,A,84-0178360,12,D,DE,USA,2082,140,978
3532,31/12/2013,2013,INDL,C,D,STD,GLW,219350105,CORNING INC,USD,12,8891,28478,1438,2440,1.35,1.35,7267,1961,1961,,,0,0,0,,,13,,11,A,16-0393470,12,D,NY,USA,3679,180,940
3532,31/12/2014,2014,INDL,C,D,STD,GLW,219350105,CORNING INC,USD,12,10238,30063,1836,3036,1.82,1.82,8411,2472,2378,,,2300,2300,2300,,,376,,11,A,16-0393470,12,D,NY,USA,3679,180,940
3532,31/12/2015,2015,INDL,C,D,STD,GLW,219350105,CORNING INC,USD,12,8269,28547,1394,2578,1.02,1.02,9684,1339,1241,,,2300,2300,2300,,,340,,11,A,16-0393470,12,D,NY,USA,3679,180,940
3532,31/12/2016,2016,INDL,C,D,STD,GLW,219350105,CORNING INC,USD,12,9048,27899,1597,2792,3.53,3.53,9939,3695,3597,,,2300,2300,2300,,,317,,11,A,16-0393470,12,D,NY,USA,3679,180,940
3532,31/12/2017,2017,INDL,C,D,STD,GLW,219350105,CORNING INC,USD,12,8827,27494,1689,2847,-0.66,-0.66,11724,-497,-595,,,2300,2300,2300,,,451,,11,A,16-0393470,12,D,NY,USA,3679,180,940
3532,31/12/2018,2018,INDL,C,D,STD,GLW,219350105,CORNING INC,USD,12,7034,27505,1840,3133,1.19,1.19,13619,1066,968,,,2300,2300,2300,,,347,,11,A,16-0393470,12,D,NY,USA,3679,180,940
3650,31/12/2013,2013,INDL,C,D,STD,CMI,231021106,CUMMINS INC,USD,12,8639,14728,1755,2159,7.93,7.93,6858,1483,1483,,,0,0,0,,,116,,11,A,35-0257090,12,D,IN,USA,3510,135,925
3650,31/12/2014,2014,INDL,C,D,STD,CMI,231021106,CUMMINS INC,USD,12,9055,15776,2055,2505,9.04,9.04,7683,1651,1651,,,0,0,0,,,130,,11,A,35-0257090,12,D,IN,USA,3510,135,925
3650,31/12/2015,2015,INDL,C,D,STD,CMI,231021106,CUMMINS INC,USD,12,7947,15134,2122,2631,7.86,7.86,7384,1399,1399,,,0,0,0,,,34,,11,A,35-0257090,12,D,IN,USA,3510,135,925
3650,31/12/2016,2016,INDL,C,D,STD,CMI,231021106,CUMMINS INC,USD,12,7707,15011,1789,2315,8.25,8.25,7837,1394,1394,,,0,0,0,,,76,,11,A,35-0257090,12,D,IN,USA,3510,135,925
3650,31/12/2017,2017,INDL,C,D,STD,CMI,231021106,CUMMINS INC,USD,12,8928,18075,1986,2565,5.99,5.99,9911,999,999,,,0,0,0,,,391,,11,A,35-0257090,12,D,IN,USA,3510,135,925
3650,31/12/2018,2018,INDL,C,D,STD,CMI,231021106,CUMMINS INC,USD,12,9818,19062,2416,3024,13.2,13.2,10803,2141,2141,,,0,0,0,,,263,,11,A,35-0257090,12,D,IN,USA,3510,135,925
3735,31/12/2013,2013,INDL,C,D,STD,DHR,235851102,DANAHER CORP,USD,12,9113.7,34672.2,3412.6,4307.6,3.87,3.87,12220.8,2695,2695,,,0,0,0,,,,,11,A,59-1995548,12,B,DE,USA,3826,355,925
3735,31/12/2014,2014,INDL,C,D,STD,DHR,235851102,DANAHER CORP,USD,12,9431.3,36991.7,3602.4,4540.9,3.7,3.7,13541.9,2598.4,2598.4,,,0,0,0,,,,,11,A,59-1995548,12,B,DE,USA,3826,355,925
3735,31/12/2015,2015,INDL,C,D,STD,DHR,235851102,DANAHER CORP,USD,12,7836.7,48222.2,3761.9,4813.2,4.81,3.72,24458.2,3357.4,3357.4,,,0,0,0,,,,,11,A,59-1995548,12,B,DE,USA,3826,355,925
3735,31/12/2016,2016,INDL,C,D,STD,DHR,235851102,DANAHER CORP,USD,12,6665.1,45295.3,2969.3,4097.4,3.69,3.12,22218.5,2553.7,2553.7,,,0,0,0,,,,,11,A,59-1995548,12,B,DE,USA,3826,355,925
3735,31/12/2017,2017,INDL,C,D,STD,DHR,235851102,DANAHER CORP,USD,12,6850,46648.6,3180.3,4418.6,3.58,3.55,20280.8,2492.1,2492.1,,,0,0,0,,,,,11,A,59-1995548,12,B,DE,USA,3826,355,925
3735,31/12/2018,2018,INDL,C,D,STD,DHR,235851102,DANAHER CORP,USD,12,7093.8,47832.5,3473.8,4781.5,3.78,3.78,19605.8,2650.9,2650.9,,,0,0,0,,,,,11,A,59-1995548,12,B,DE,USA,3826,355,925
3813,31/01/2013,2012,INDL,C,D,STD,TGT,8.76E+110,TARGET CORP,USD,1,16388,48163,5210,7352,4.57,4.57,31605,2999,2999,,,0,0,0,,,1311,,11,A,41-0215170,1,B,MN,USA,5331,445,976
3813,31/01/2014,2013,INDL,C,D,STD,TGT,8.76E+110,TARGET CORP,USD,1,11573,44553,3972,6195,3.1,3.1,28322,1971,1971,,,0,0,0,,,1433,,11,A,41-0215170,1,B,MN,USA,5331,445,976
