PERMNO,date,TICKER,COMNAM,CUSIP,PRC,SHROUT,MKT_CAP,
16347,29/03/2018,AA,ALCOA CORP,1387210,44.96,186199,8371507040,
16347,30/04/2018,AA,ALCOA CORP,1387210,51.2,186210,9533952000,
16347,31/05/2018,AA,ALCOA CORP,1387210,48.07,186456,8962939920,
16347,29/06/2018,AA,ALCOA CORP,1387210,46.88,186456,8741057280,
16347,31/07/2018,AA,ALCOA CORP,1387210,43.27,186469,8068513630,
16347,31/08/2018,AA,ALCOA CORP,1387210,44.67,186473,8329748910,
16347,28/09/2018,AA,ALCOA CORP,1387210,40.4,186473,7533509200,
16347,31/10/2018,AA,ALCOA CORP,1387210,34.99,186491,6525320090,
16347,30/11/2018,AA,ALCOA CORP,1387210,31.81,186494,5932374140,
16347,31/12/2018,AA,ALCOA CORP,1387210,26.58,186494,4957010520,
21020,31/12/2013,AAL,AMERICAN AIRLINES GROUP INC,02376R10,25.25,260000,6565000000,
21020,31/01/2014,AAL,AMERICAN AIRLINES GROUP INC,02376R10,33.55,356996,11977215800,
21020,28/02/2014,AAL,AMERICAN AIRLINES GROUP INC,02376R10,36.93,471517,17413122810,
21020,31/03/2014,AAL,AMERICAN AIRLINES GROUP INC,02376R10,36.6,649953,23788279800,
21020,30/04/2014,AAL,AMERICAN AIRLINES GROUP INC,02376R10,35.07,720196,25257273720,
21020,30/05/2014,AAL,AMERICAN AIRLINES GROUP INC,02376R10,40.16,720196,28923071360,
21020,30/06/2014,AAL,AMERICAN AIRLINES GROUP INC,02376R10,42.96,720502,30952765920,
21020,31/07/2014,AAL,AMERICAN AIRLINES GROUP INC,02376R10,38.85,720103,27976001550,
21020,29/08/2014,AAL,AMERICAN AIRLINES GROUP INC,02376R10,38.881,720103,27998324743,
21020,30/09/2014,AAL,AMERICAN AIRLINES GROUP INC,02376R10,35.48,717258,25448313840,
21020,31/10/2014,AAL,AMERICAN AIRLINES GROUP INC,02376R10,41.35,717264,29658866400,
21020,28/11/2014,AAL,AMERICAN AIRLINES GROUP INC,02376R10,48.53,717264,34808821920,
21020,31/12/2014,AAL,AMERICAN AIRLINES GROUP INC,02376R10,53.63,697475,37405584250,
21020,30/01/2015,AAL,AMERICAN AIRLINES GROUP INC,02376R10,49.08,697475,34232073000,
21020,27/02/2015,AAL,AMERICAN AIRLINES GROUP INC,02376R10,47.9,696650,33369535000,
21020,31/03/2015,AAL,AMERICAN AIRLINES GROUP INC,02376R10,52.78,693801,36618816780,
21020,30/04/2015,AAL,AMERICAN AIRLINES GROUP INC,02376R10,48.285,692799,33451799715,
21020,29/05/2015,AAL,AMERICAN AIRLINES GROUP INC,02376R10,42.37,692799,29353893630,
21020,30/06/2015,AAL,AMERICAN AIRLINES GROUP INC,02376R10,39.935,678289,27087471215,
21020,31/07/2015,AAL,AMERICAN AIRLINES GROUP INC,02376R10,40.1,671821,26940022100,
21020,31/08/2015,AAL,AMERICAN AIRLINES GROUP INC,02376R10,38.98,671821,26187582580,
21020,30/09/2015,AAL,AMERICAN AIRLINES GROUP INC,02376R10,38.83,640108,24855393640,
21020,30/10/2015,AAL,AMERICAN AIRLINES GROUP INC,02376R10,46.22,630326,29133667720,
21020,30/11/2015,AAL,AMERICAN AIRLINES GROUP INC,02376R10,41.26,630326,26007250760,
21020,31/12/2015,AAL,AMERICAN AIRLINES GROUP INC,02376R10,42.35,624622,26452741700,
21020,29/01/2016,AAL,AMERICAN AIRLINES GROUP INC,02376R10,38.99,624622,24354011780,
21020,29/02/2016,AAL,AMERICAN AIRLINES GROUP INC,02376R10,41,603018,24723738000,
21020,31/03/2016,AAL,AMERICAN AIRLINES GROUP INC,02376R10,41.01,585658,24017834580,
21020,29/04/2016,AAL,AMERICAN AIRLINES GROUP INC,02376R10,34.69,578172,20056786680,
21020,31/05/2016,AAL,AMERICAN AIRLINES GROUP INC,02376R10,31.91,578172,18449468520,
21020,30/06/2016,AAL,AMERICAN AIRLINES GROUP INC,02376R10,28.31,537141,15206461710,
21020,29/07/2016,AAL,AMERICAN AIRLINES GROUP INC,02376R10,35.5,529913,18811911500,
21020,31/08/2016,AAL,AMERICAN AIRLINES GROUP INC,02376R10,36.3,529913,19235841900,
21020,30/09/2016,AAL,AMERICAN AIRLINES GROUP INC,02376R10,36.61,519161,19006484210,
21020,31/10/2016,AAL,AMERICAN AIRLINES GROUP INC,02376R10,40.6,518125,21035875000,
21020,30/11/2016,AAL,AMERICAN AIRLINES GROUP INC,02376R10,46.44,518125,24061725000,
21020,30/12/2016,AAL,AMERICAN AIRLINES GROUP INC,02376R10,46.69,507294,23685556860,
21020,31/01/2017,AAL,AMERICAN AIRLINES GROUP INC,02376R10,44.25,507294,22447759500,
21020,28/02/2017,AAL,AMERICAN AIRLINES GROUP INC,02376R10,46.36,504154,23372579440,
21020,31/03/2017,AAL,AMERICAN AIRLINES GROUP INC,02376R10,42.3,495750,20970225000,
21020,28/04/2017,AAL,AMERICAN AIRLINES GROUP INC,02376R10,42.62,492589,20994143180,
21020,31/05/2017,AAL,AMERICAN AIRLINES GROUP INC,02376R10,48.41,492589,23846233490,
21020,30/06/2017,AAL,AMERICAN AIRLINES GROUP INC,02376R10,50.32,487662,24539151840,
21020,31/07/2017,AAL,AMERICAN AIRLINES GROUP INC,02376R10,50.44,487009,24564733960,
21020,31/08/2017,AAL,AMERICAN AIRLINES GROUP INC,02376R10,44.74,487009,21788782660,
21020,29/09/2017,AAL,AMERICAN AIRLINES GROUP INC,02376R10,47.49,480000,22795200000,
21020,31/10/2017,AAL,AMERICAN AIRLINES GROUP INC,02376R10,46.82,478499,22403323180,
21020,30/11/2017,AAL,AMERICAN AIRLINES GROUP INC,02376R10,50.49,478499,24159414510,
21020,29/12/2017,AAL,AMERICAN AIRLINES GROUP INC,02376R10,52.03,475508,24740681240,
21020,31/01/2018,AAL,AMERICAN AIRLINES GROUP INC,02376R10,54.32,475508,25829594560,
21020,28/02/2018,AAL,AMERICAN AIRLINES GROUP INC,02376R10,54.25,473139,25667790750,
21020,29/03/2018,AAL,AMERICAN AIRLINES GROUP INC,02376R10,51.96,467390,24285584400,
21020,30/04/2018,AAL,AMERICAN AIRLINES GROUP INC,02376R10,42.93,468153,20097808290,
21020,31/05/2018,AAL,AMERICAN AIRLINES GROUP INC,02376R10,43.54,468153,20383381620,
21020,29/06/2018,AAL,AMERICAN AIRLINES GROUP INC,02376R10,37.96,460502,17480655920,
21020,31/07/2018,AAL,AMERICAN AIRLINES GROUP INC,02376R10,39.54,460509,18208525860,
21020,31/08/2018,AAL,AMERICAN AIRLINES GROUP INC,02376R10,40.48,460509,18641404320,
21020,28/09/2018,AAL,AMERICAN AIRLINES GROUP INC,02376R10,41.33,460559,19034903470,
21020,31/10/2018,AAL,AMERICAN AIRLINES GROUP INC,02376R10,35.08,460581,16157181480,
21020,30/11/2018,AAL,AMERICAN AIRLINES GROUP INC,02376R10,40.16,460581,18496932960,
21020,31/12/2018,AAL,AMERICAN AIRLINES GROUP INC,02376R10,32.11,460581,14789255910,
89217,31/01/2012,AAP,ADVANCE AUTO PARTS INC,00751Y10,76.64,72446,5552261440,
89217,29/02/2012,AAP,ADVANCE AUTO PARTS INC,00751Y10,85.37,72925,6225607250,
89217,30/03/2012,AAP,ADVANCE AUTO PARTS INC,00751Y10,88.57,72925,6458967250,
89217,30/04/2012,AAP,ADVANCE AUTO PARTS INC,00751Y10,91.8,73241,6723523800,
89217,31/05/2012,AAP,ADVANCE AUTO PARTS INC,00751Y10,72.94,73514,5362111160,
89217,29/06/2012,AAP,ADVANCE AUTO PARTS INC,00751Y10,68.22,73514,5015125080,
89217,31/07/2012,AAP,ADVANCE AUTO PARTS INC,00751Y10,70.15,73514,5157007100,
89217,31/08/2012,AAP,ADVANCE AUTO PARTS INC,00751Y10,71.12,73328,5215087360,
89217,28/09/2012,AAP,ADVANCE AUTO PARTS INC,00751Y10,68.44,73328,5018568320,
89217,31/10/2012,AAP,ADVANCE AUTO PARTS INC,00751Y10,70.94,73328,5201888320,
89217,30/11/2012,AAP,ADVANCE AUTO PARTS INC,00751Y10,73.15,73364,5366576600,
89217,31/12/2012,AAP,ADVANCE AUTO PARTS INC,00751Y10,72.35,73364,5307885400,
89217,31/01/2013,AAP,ADVANCE AUTO PARTS INC,00751Y10,73.52,73364,5393721280,
89217,28/02/2013,AAP,ADVANCE AUTO PARTS INC,00751Y10,76.34,73655,5622822700,
89217,28/03/2013,AAP,ADVANCE AUTO PARTS INC,00751Y10,82.65,73655,6087585750,
89217,30/04/2013,AAP,ADVANCE AUTO PARTS INC,00751Y10,83.88,72940,6118207200,
89217,31/05/2013,AAP,ADVANCE AUTO PARTS INC,00751Y10,81.52,72959,5947617680,
89217,28/06/2013,AAP,ADVANCE AUTO PARTS INC,00751Y10,81.17,72959,5922082030,
89217,31/07/2013,AAP,ADVANCE AUTO PARTS INC,00751Y10,82.49,72959,6018387910,
89217,30/08/2013,AAP,ADVANCE AUTO PARTS INC,00751Y10,80.07,72837,5832058590,
89217,30/09/2013,AAP,ADVANCE AUTO PARTS INC,00751Y10,82.68,72837,6022163160,
89217,31/10/2013,AAP,ADVANCE AUTO PARTS INC,00751Y10,99.18,72837,7223973660,
89217,29/11/2013,AAP,ADVANCE AUTO PARTS INC,00751Y10,101.01,72832,7356760320,
89217,31/12/2013,AAP,ADVANCE AUTO PARTS INC,00751Y10,110.68,72832,8061045760,
89217,31/01/2014,AAP,ADVANCE AUTO PARTS INC,00751Y10,114.81,72832,8361841920,
89217,28/02/2014,AAP,ADVANCE AUTO PARTS INC,00751Y10,127.36,72927,9287982720,
89217,31/03/2014,AAP,ADVANCE AUTO PARTS INC,00751Y10,126.5,72927,9225265500,
89217,30/04/2014,AAP,ADVANCE AUTO PARTS INC,00751Y10,121.29,72941,8847013890,
89217,30/05/2014,AAP,ADVANCE AUTO PARTS INC,00751Y10,124.17,72955,9058822350,
89217,30/06/2014,AAP,ADVANCE AUTO PARTS INC,00751Y10,134.92,72955,9843088600,
89217,31/07/2014,AAP,ADVANCE AUTO PARTS INC,00751Y10,121.11,72955,8835580050,
89217,29/08/2014,AAP,ADVANCE AUTO PARTS INC,00751Y10,136.42,72975,9955249500,
89217,30/09/2014,AAP,ADVANCE AUTO PARTS INC,00751Y10,130.3,72975,9508642500,
89217,31/10/2014,AAP,ADVANCE AUTO PARTS INC,00751Y10,146.96001,72975,10724406730,
89217,28/11/2014,AAP,ADVANCE AUTO PARTS INC,00751Y10,147.08,72994,10735957520,
89217,31/12/2014,AAP,ADVANCE AUTO PARTS INC,00751Y10,159.28,72994,11626484320,
89217,30/01/2015,AAP,ADVANCE AUTO PARTS INC,00751Y10,159,72994,11606046000,
89217,27/02/2015,AAP,ADVANCE AUTO PARTS INC,00751Y10,154.92999,72994,11308959690,
89217,31/03/2015,AAP,ADVANCE AUTO PARTS INC,00751Y10,149.69,73141,10948476290,
89217,30/04/2015,AAP,ADVANCE AUTO PARTS INC,00751Y10,143,73156,10461308000,
89217,29/05/2015,AAP,ADVANCE AUTO PARTS INC,00751Y10,153.22,73168,11210800960,
89217,30/06/2015,AAP,ADVANCE AUTO PARTS INC,00751Y10,159.28999,73178,11656522888,
89217,31/07/2015,AAP,ADVANCE AUTO PARTS INC,00751Y10,174.21001,73178,12748340112,
89217,31/08/2015,AAP,ADVANCE AUTO PARTS INC,00751Y10,175.25,73217,12831279250,
89217,30/09/2015,AAP,ADVANCE AUTO PARTS INC,00751Y10,189.53,73217,13876818010,
89217,30/10/2015,AAP,ADVANCE AUTO PARTS INC,00751Y10,198.42999,73217,14528448578,
89217,30/11/2015,AAP,ADVANCE AUTO PARTS INC,00751Y10,162.73,73237,11917857010,
89217,31/12/2015,AAP,ADVANCE AUTO PARTS INC,00751Y10,150.50999,73237,11022900138,
89217,29/01/2016,AAP,ADVANCE AUTO PARTS INC,00751Y10,152.05,73237,11135685850,
89217,29/02/2016,AAP,ADVANCE AUTO PARTS INC,00751Y10,148.44,73314,10882730160,
89217,31/03/2016,AAP,ADVANCE AUTO PARTS INC,00751Y10,160.34,73322,11756449480,
89217,29/04/2016,AAP,ADVANCE AUTO PARTS INC,00751Y10,156.10001,73537,11479126435,
89217,31/05/2016,AAP,ADVANCE AUTO PARTS INC,00751Y10,153.84,73556,11315855040,
89217,30/06/2016,AAP,ADVANCE AUTO PARTS INC,00751Y10,161.63,73556,11888856280,
89217,29/07/2016,AAP,ADVANCE AUTO PARTS INC,00751Y10,169.86,73556,12494222160,
89217,31/08/2016,AAP,ADVANCE AUTO PARTS INC,00751Y10,157.38,73640,11589463200,
89217,30/09/2016,AAP,ADVANCE AUTO PARTS INC,00751Y10,149.12,73640,10981196800,
89217,31/10/2016,AAP,ADVANCE AUTO PARTS INC,00751Y10,140.08,73640,10315491200,
89217,30/11/2016,AAP,ADVANCE AUTO PARTS INC,00751Y10,169.72,73654,12500556880,
89217,30/12/2016,AAP,ADVANCE AUTO PARTS INC,00751Y10,169.12,73654,12456364480,
89217,31/01/2017,AAP,ADVANCE AUTO PARTS INC,00751Y10,164.24001,73654,12096933697,
89217,28/02/2017,AAP,ADVANCE AUTO PARTS INC,00751Y10,156.61,73654,11534952940,
89217,31/03/2017,AAP,ADVANCE AUTO PARTS INC,00751Y10,148.25999,73819,10944404202,
89217,28/04/2017,AAP,ADVANCE AUTO PARTS INC,00751Y10,142.14,73819,10492632660,
89217,31/05/2017,AAP,ADVANCE AUTO PARTS INC,00751Y10,133.63,73845,9867907350,
89217,30/06/2017,AAP,ADVANCE AUTO PARTS INC,00751Y10,116.59,73845,8609588550,
89217,31/07/2017,AAP,ADVANCE AUTO PARTS INC,00751Y10,112.01,73845,8271378450,
89217,31/08/2017,AAP,ADVANCE AUTO PARTS INC,00751Y10,97.9,73863,7231187700,
