PERMNO,date,TICKER,COMNAM,CUSIP,PRC,SHROUT,MKT_CAP,
60599,31/05/2013,CTL,CENTURYLINK INC,15670010,34.15,609046,20798920900,
60599,28/06/2013,CTL,CENTURYLINK INC,15670010,35.35,609046,21529776100,
60599,31/07/2013,CTL,CENTURYLINK INC,15670010,35.85,609046,21834299100,
60599,30/08/2013,CTL,CENTURYLINK INC,15670010,33.12,600676,19894389120,
60599,30/09/2013,CTL,CENTURYLINK INC,15670010,31.38,600676,18849212880,
60599,31/10/2013,CTL,CENTURYLINK INC,15670010,33.86,600676,20338889360,
60599,29/11/2013,CTL,CENTURYLINK INC,15670010,30.7,591071,18145879700,
60599,31/12/2013,CTL,CENTURYLINK INC,15670010,31.85,591071,18825611350,
60599,31/01/2014,CTL,CENTURYLINK INC,15670010,28.86,591071,17058309060,
60599,28/02/2014,CTL,CENTURYLINK INC,15670010,31.26,577955,18066873300,
60599,31/03/2014,CTL,CENTURYLINK INC,15670010,32.84,577955,18980042200,
60599,30/04/2014,CTL,CENTURYLINK INC,15670010,34.91,574059,20040399690,
60599,30/05/2014,CTL,CENTURYLINK INC,15670010,37.67,572747,21575379490,
60599,30/06/2014,CTL,CENTURYLINK INC,15670010,36.2,572747,20733441400,
60599,31/07/2014,CTL,CENTURYLINK INC,15670010,39.24,572747,22474592280,
60599,29/08/2014,CTL,CENTURYLINK INC,15670010,40.99,570165,23371063350,
60599,30/09/2014,CTL,CENTURYLINK INC,15670010,40.89,570165,23314046850,
60599,31/10/2014,CTL,CENTURYLINK INC,15670010,41.48,570165,23650444200,
60599,28/11/2014,CTL,CENTURYLINK INC,15670010,40.77,570705,23267642850,
60599,31/12/2014,CTL,CENTURYLINK INC,15670010,39.58,570705,22588503900,
60599,30/01/2015,CTL,CENTURYLINK INC,15670010,37.17,570705,21213104850,
60599,27/02/2015,CTL,CENTURYLINK INC,15670010,37.86,566483,21447046380,
60599,31/03/2015,CTL,CENTURYLINK INC,15670010,34.55,566483,19571987650,
60599,30/04/2015,CTL,CENTURYLINK INC,15670010,35.96,565443,20333330280,
60599,29/05/2015,CTL,CENTURYLINK INC,15670010,33.24,563749,18739016760,
60599,30/06/2015,CTL,CENTURYLINK INC,15670010,29.38,563749,16562945620,
60599,31/07/2015,CTL,CENTURYLINK INC,15670010,28.6,563749,16123221400,
60599,31/08/2015,CTL,CENTURYLINK INC,15670010,27.04,562986,15223141440,
60599,30/09/2015,CTL,CENTURYLINK INC,15670010,25.12,562986,14142208320,
60599,30/10/2015,CTL,CENTURYLINK INC,15670010,28.21,562986,15881835060,
60599,30/11/2015,CTL,CENTURYLINK INC,15670010,26.93,549004,14784677720,
60599,31/12/2015,CTL,CENTURYLINK INC,15670010,25.16,549004,13812940640,
60599,29/01/2016,CTL,CENTURYLINK INC,15670010,25.42,549004,13955681680,
60599,29/02/2016,CTL,CENTURYLINK INC,15670010,30.59,543853,16636463270,
60599,31/03/2016,CTL,CENTURYLINK INC,15670010,31.96,543853,17381541880,
60599,29/04/2016,CTL,CENTURYLINK INC,15670010,30.95,546166,16903837700,
60599,31/05/2016,CTL,CENTURYLINK INC,15670010,27.12,546052,14808930240,
60599,30/06/2016,CTL,CENTURYLINK INC,15670010,29.01,546052,15840968520,
60599,29/07/2016,CTL,CENTURYLINK INC,15670010,31.44,546052,17167874880,
60599,31/08/2016,CTL,CENTURYLINK INC,15670010,27.8,545970,15177966000,
60599,30/09/2016,CTL,CENTURYLINK INC,15670010,27.43,545970,14975957100,
60599,31/10/2016,CTL,CENTURYLINK INC,15670010,26.58,545970,14511882600,
60599,30/11/2016,CTL,CENTURYLINK INC,15670010,23.52,546690,12858148800,
60599,30/12/2016,CTL,CENTURYLINK INC,15670010,23.78,546690,13000288200,
60599,31/01/2017,CTL,CENTURYLINK INC,15670010,25.86,546690,14137403400,
60599,28/02/2017,CTL,CENTURYLINK INC,15670010,24.26,546575,13259909500,
60599,31/03/2017,CTL,CENTURYLINK INC,15670010,23.57,546575,12882772750,
60599,28/04/2017,CTL,CENTURYLINK INC,15670010,25.67,548863,14089313210,
60599,31/05/2017,CTL,CENTURYLINK INC,15670010,24.95,548812,13692859400,
60599,30/06/2017,CTL,CENTURYLINK INC,15670010,23.88,548812,13105630560,
60599,31/07/2017,CTL,CENTURYLINK INC,15670010,23.27,548812,12770855240,
60599,31/08/2017,CTL,CENTURYLINK INC,15670010,19.72,549609,10838289480,
60599,29/09/2017,CTL,CENTURYLINK INC,15670010,18.9,549609,10387610100,
60599,31/10/2017,CTL,CENTURYLINK INC,15670010,18.99,549609,10437074910,
60599,30/11/2017,CTL,CENTURYLINK INC,15670010,14.59,1069003,15596753770,
60599,29/12/2017,CTL,CENTURYLINK INC,15670010,16.68,1069003,17830970040,
60599,31/01/2018,CTL,CENTURYLINK INC,15670010,17.81,1069003,19038943430,
60599,28/02/2018,CTL,CENTURYLINK INC,15670010,17.67,1069003,18889283010,
60599,29/03/2018,CTL,CENTURYLINK INC,15670010,16.43,1069862,17577832660,
60599,30/04/2018,CTL,CENTURYLINK INC,15670010,18.58,1078907,20046092060,
60599,31/05/2018,CTL,CENTURYLINK INC,15670010,18.22,1078846,19656574120,
60599,29/06/2018,CTL,CENTURYLINK INC,15670010,18.64,1078846,20109689440,
60599,31/07/2018,CTL,CENTURYLINK INC,15670010,18.77,1078846,20249939420,
60599,31/08/2018,CTL,CENTURYLINK INC,15670010,21.36,1080123,23071427280,
60599,28/09/2018,CTL,CENTURYLINK INC,15670010,21.2,1080123,22898607600,
60599,31/10/2018,CTL,CENTURYLINK INC,15670010,20.64,1080123,22293738720,
60599,30/11/2018,CTL,CENTURYLINK INC,15670010,18.8,1080659,20316389200,
60599,31/12/2018,CTL,CENTURYLINK INC,15670010,15.15,1080659,16371983850,
86158,31/01/2012,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,71.75,303106,21747855500,
86158,29/02/2012,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,70.95,303376,21524527200,
86158,30/03/2012,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,76.95,304423,23425349850,
86158,30/04/2012,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,73.33,304423,22323338590,
86158,31/05/2012,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,58.25,304490,17736542500,
86158,29/06/2012,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,60,299252,17955120000,
86158,31/07/2012,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,56.77,299252,16988536040,
86158,31/08/2012,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,64.28,298565,19191758200,
86158,28/09/2012,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,69.89,299940,20962806600,
86158,31/10/2012,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,66.65,299940,19991001000,
86158,30/11/2012,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,67.23,300192,20181908160,
86158,31/12/2012,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,73.8823,301680,22288812264,
86158,31/01/2013,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,78.18,301680,23585342400,
86158,28/02/2013,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,76.77,301782,23167804140,
86158,28/03/2013,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,76.621,302485,23176703185,
86158,30/04/2013,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,64.8,302485,19601028000,
86158,31/05/2013,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,64.65,301616,19499474400,
86158,28/06/2013,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,62.64,301322,18874810080,
86158,31/07/2013,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,72.39,301322,21812699580,
86158,30/08/2013,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,73.3,301369,22090347700,
86158,30/09/2013,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,82.12,302369,24830542280,
86158,31/10/2013,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,86.93,302369,26284937170,
86158,29/11/2013,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,93.89,302497,28401443330,
86158,31/12/2013,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,100.98,303864,30684186720,
86158,31/01/2014,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,96.91,303864,29447460240,
86158,28/02/2014,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,104.06,303712,31604270720,
86158,31/03/2014,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,50.6,608445,30787317000,
86158,30/04/2014,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,47.905,608445,29147557725,
86158,30/05/2014,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,48.61,608454,29576948940,
86158,30/06/2014,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,48.91,607850,29729943500,
86158,31/07/2014,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,49.05,607850,29815042500,
86158,29/08/2014,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,45.73,607924,27800364520,
86158,30/09/2014,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,44.77,608911,27260945470,
86158,31/10/2014,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,48.85,608918,29745644300,
86158,28/11/2014,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,53.99,608918,32875482820,
86158,31/12/2014,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,52.66,609398,32090898680,
86158,30/01/2015,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,54.13,609398,32986713740,
86158,27/02/2015,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,62.485,609617,38091918245,
86158,31/03/2015,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,62.39,610499,38089032610,
86158,30/04/2015,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,58.54,610518,35739723720,
86158,29/05/2015,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,64.72,610518,39512724960,
86158,30/06/2015,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,61.09,609500,37234355000,
86158,31/07/2015,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,63.1,609529,38461279900,
86158,31/08/2015,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,62.94,609529,38363755260,
86158,30/09/2015,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,62.61,608000,38066880000,
86158,30/10/2015,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,68.11,608069,41415579590,
86158,30/11/2015,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,64.58,608069,39269096020,
86158,31/12/2015,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,60.02,609000,36552180000,
86158,29/01/2016,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,63.31,609000,38555790000,
86158,29/02/2016,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,56.98,609120,34707657600,
86158,31/03/2016,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,62.7,606250,38011875000,
86158,29/04/2016,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,58.37,605870,35364631900,
86158,31/05/2016,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,61.44,605870,37224652800,
86158,30/06/2016,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,57.24,607300,34761852000,
86158,29/07/2016,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,57.49,606943,34893153070,
86158,31/08/2016,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,57.44,606943,34862805920,
86158,30/09/2016,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,47.71,606600,28940886000,
86158,31/10/2016,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,51.35,606705,31154301750,
86158,30/11/2016,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,55.08,606705,33417311400,
86158,30/12/2016,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,56.03,608000,34066240000,
86158,31/01/2017,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,52.59,608000,31974720000,
86158,28/02/2017,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,59.27,608637,36073914990,
86158,31/03/2017,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,59.52,589000,35057280000,
86158,28/04/2017,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,60.23,588997,35475289310,
86158,31/05/2017,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,66.91,588997,39409789270,
86158,30/06/2017,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,66.4,590000,39176000000,
86158,31/07/2017,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,69.32,590623,40941986360,
86158,31/08/2017,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,70.77,590623,41798389710,
86158,29/09/2017,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,72.54,590000,42798600000,
86158,31/10/2017,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,75.67,589646,44618512820,
86158,30/11/2017,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,72.28,589646,42619612880,
86158,29/12/2017,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,71.02,588000,41759760000,
86158,31/01/2018,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,77.98,588000,45852240000,
86158,28/02/2018,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,82.02,588051,48231943020,
86158,29/03/2018,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,80.5,586000,47173000000,
86158,30/04/2018,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,81.82,585899,47938256180,
86158,31/05/2018,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,75.35,585899,44147489650,
86158,29/06/2018,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,78.99,580000,45814200000,
86158,31/07/2018,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,81.5,580234,47289071000,
86158,31/08/2018,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,78.43,580234,45507752620,
86158,28/09/2018,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,77.15,580000,44747000000,
86158,31/10/2018,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,69.03,579028,39970302840,
86158,30/11/2018,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,71.23,579028,41244164440,
86158,31/12/2018,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,19244610,63.48,579028,36756697440,
82686,31/01/2012,CTXS,CITRIX SYSTEMS INC,17737610,65.2,185577,12099620400,
82686,29/02/2012,CTXS,CITRIX SYSTEMS INC,17737610,74.74,186515,13940131100,
82686,30/03/2012,CTXS,CITRIX SYSTEMS INC,17737610,78.91,185871,14667080610,
82686,30/04/2012,CTXS,CITRIX SYSTEMS INC,17737610,85.61,185871,15912416310,
82686,31/05/2012,CTXS,CITRIX SYSTEMS INC,17737610,73.08,186191,13606838280,
82686,29/06/2012,CTXS,CITRIX SYSTEMS INC,17737610,83.94,186723,15673528620,
82686,31/07/2012,CTXS,CITRIX SYSTEMS INC,17737610,72.68,186723,13571027640,
82686,31/08/2012,CTXS,CITRIX SYSTEMS INC,17737610,77.69,186965,14525310850,
82686,28/09/2012,CTXS,CITRIX SYSTEMS INC,17737610,76.5288,186968,14308436678,
82686,31/10/2012,CTXS,CITRIX SYSTEMS INC,17737610,61.78,186716,11535314480,
82686,30/11/2012,CTXS,CITRIX SYSTEMS INC,17737610,61.16,186716,11419550560,
82686,31/12/2012,CTXS,CITRIX SYSTEMS INC,17737610,65.62,186342,12227762040,
82686,31/01/2013,CTXS,CITRIX SYSTEMS INC,17737610,73.16,186342,13632780720,
82686,28/02/2013,CTXS,CITRIX SYSTEMS INC,17737610,70.9,186640,13232776000,
82686,28/03/2013,CTXS,CITRIX SYSTEMS INC,17737610,72.15,186990,13491328500,
82686,30/04/2013,CTXS,CITRIX SYSTEMS INC,17737610,62.16,187124,11631627840,
82686,31/05/2013,CTXS,CITRIX SYSTEMS INC,17737610,64.38,187124,12047043120,
82686,28/06/2013,CTXS,CITRIX SYSTEMS INC,17737610,60.36,186787,11274463320,
82686,31/07/2013,CTXS,CITRIX SYSTEMS INC,17737610,72.02,187382,13495251640,
82686,30/08/2013,CTXS,CITRIX SYSTEMS INC,17737610,70.77,187382,13261024140,
82686,30/09/2013,CTXS,CITRIX SYSTEMS INC,17737610,70.61,187229,13220239690,
82686,31/10/2013,CTXS,CITRIX SYSTEMS INC,17737610,56.78,186397,10583621660,
82686,29/11/2013,CTXS,CITRIX SYSTEMS INC,17737610,59.32,186397,11057070040,
82686,31/12/2013,CTXS,CITRIX SYSTEMS INC,17737610,63.25,183289,11593029250,
82686,31/01/2014,CTXS,CITRIX SYSTEMS INC,17737610,54.07,183289,9910436230,
82686,28/02/2014,CTXS,CITRIX SYSTEMS INC,17737610,60.05,183922,11044516100,
82686,31/03/2014,CTXS,CITRIX SYSTEMS INC,17737610,57.44,184640,10605721600,
82686,30/04/2014,CTXS,CITRIX SYSTEMS INC,17737610,59.31,163863,9718714530,
82686,30/05/2014,CTXS,CITRIX SYSTEMS INC,17737610,61.97,163863,10154590110,
82686,30/06/2014,CTXS,CITRIX SYSTEMS INC,17737610,62.55,164145,10267269750,
82686,31/07/2014,CTXS,CITRIX SYSTEMS INC,17737610,67.73,164470,11139553100,
82686,29/08/2014,CTXS,CITRIX SYSTEMS INC,17737610,70.26,164470,11555662200,
82686,30/09/2014,CTXS,CITRIX SYSTEMS INC,17737610,71.34,163575,11669440500,
82686,31/10/2014,CTXS,CITRIX SYSTEMS INC,17737610,64.23,160971,10339167330,
82686,28/11/2014,CTXS,CITRIX SYSTEMS INC,17737610,66.31,160971,10673987010,
82686,31/12/2014,CTXS,CITRIX SYSTEMS INC,17737610,63.8,160776,10257508800,
82686,30/01/2015,CTXS,CITRIX SYSTEMS INC,17737610,59.26,160776,9527585760,
82686,27/02/2015,CTXS,CITRIX SYSTEMS INC,17737610,63.675,161217,10265492475,
82686,31/03/2015,CTXS,CITRIX SYSTEMS INC,17737610,63.87,160092,10225076040,
82686,30/04/2015,CTXS,CITRIX SYSTEMS INC,17737610,67.16,160288,10764942080,
82686,29/05/2015,CTXS,CITRIX SYSTEMS INC,17737610,65.01,160288,10420322880,
82686,30/06/2015,CTXS,CITRIX SYSTEMS INC,17737610,70.16,160142,11235562720,
82686,31/07/2015,CTXS,CITRIX SYSTEMS INC,17737610,75.61,160701,12150602610,
82686,31/08/2015,CTXS,CITRIX SYSTEMS INC,17737610,68.11,160701,10945345110,
82686,30/09/2015,CTXS,CITRIX SYSTEMS INC,17737610,69.28,157125,10885620000,
82686,30/10/2015,CTXS,CITRIX SYSTEMS INC,17737610,82.1,153824,12628950400,
82686,30/11/2015,CTXS,CITRIX SYSTEMS INC,17737610,76.67,153824,11793686080,
82686,31/12/2015,CTXS,CITRIX SYSTEMS INC,17737610,75.65,153817,11636256050,
82686,29/01/2016,CTXS,CITRIX SYSTEMS INC,17737610,70.46,153817,10837945820,
82686,29/02/2016,CTXS,CITRIX SYSTEMS INC,17737610,70.65,154004,10880382600,
82686,31/03/2016,CTXS,CITRIX SYSTEMS INC,17737610,78.58,154547,12144303260,
82686,29/04/2016,CTXS,CITRIX SYSTEMS INC,17737610,81.84,155102,12693547680,
82686,31/05/2016,CTXS,CITRIX SYSTEMS INC,17737610,84.92,155102,13171261840,
82686,30/06/2016,CTXS,CITRIX SYSTEMS INC,17737610,80.09,155071,12419636390,
82686,29/07/2016,CTXS,CITRIX SYSTEMS INC,17737610,89.13,155727,13879947510,
82686,31/08/2016,CTXS,CITRIX SYSTEMS INC,17737610,87.2,155727,13579394400,
82686,30/09/2016,CTXS,CITRIX SYSTEMS INC,17737610,85.22,155687,13267646140,
82686,31/10/2016,CTXS,CITRIX SYSTEMS INC,17737610,84.8,155966,13225916800,
82686,30/11/2016,CTXS,CITRIX SYSTEMS INC,17737610,86.73,155966,13526931180,
82686,30/12/2016,CTXS,CITRIX SYSTEMS INC,17737610,89.31,156299,13959063690,
82686,31/01/2017,CTXS,CITRIX SYSTEMS INC,17737610,91.19,156299,14252905810,
82686,28/02/2017,CTXS,CITRIX SYSTEMS INC,17737610,78.95,156790,12378570500,
82686,31/03/2017,CTXS,CITRIX SYSTEMS INC,17737610,83.39,151132,12602897480,
82686,28/04/2017,CTXS,CITRIX SYSTEMS INC,17737610,80.94,151132,12232624080,
82686,31/05/2017,CTXS,CITRIX SYSTEMS INC,17737610,82.54,151148,12475755920,
82686,30/06/2017,CTXS,CITRIX SYSTEMS INC,17737610,79.58,151204,12032814320,
82686,31/07/2017,CTXS,CITRIX SYSTEMS INC,17737610,78.98,151511,11966338780,
82686,31/08/2017,CTXS,CITRIX SYSTEMS INC,17737610,78.21,151511,11849675310,
82686,29/09/2017,CTXS,CITRIX SYSTEMS INC,17737610,76.82,150629,11571319780,
82686,31/10/2017,CTXS,CITRIX SYSTEMS INC,17737610,82.61,150675,12447261750,
82686,30/11/2017,CTXS,CITRIX SYSTEMS INC,17737610,87.63,150675,13203650250,
82686,29/12/2017,CTXS,CITRIX SYSTEMS INC,17737610,88,143707,12646216000,
82686,31/01/2018,CTXS,CITRIX SYSTEMS INC,17737610,92.76,143707,13330261320,
82686,28/02/2018,CTXS,CITRIX SYSTEMS INC,17737610,92,136373,12546316000,
82686,29/03/2018,CTXS,CITRIX SYSTEMS INC,17737610,92.8,137144,12726963200,
82686,30/04/2018,CTXS,CITRIX SYSTEMS INC,17737610,102.91,135525,13946877750,
82686,31/05/2018,CTXS,CITRIX SYSTEMS INC,17737610,105.62,135525,14314150500,
82686,29/06/2018,CTXS,CITRIX SYSTEMS INC,17737610,104.84,135418,14197223120,
82686,31/07/2018,CTXS,CITRIX SYSTEMS INC,17737610,109.97,135658,14918310260,
82686,31/08/2018,CTXS,CITRIX SYSTEMS INC,17737610,114.02,135658,15467725160,
82686,28/09/2018,CTXS,CITRIX SYSTEMS INC,17737610,111.16,134659,14968694440,
82686,31/10/2018,CTXS,CITRIX SYSTEMS INC,17737610,102.47,134762,13809062140,
82686,30/11/2018,CTXS,CITRIX SYSTEMS INC,17737610,108.97,134762,14685015140,
82686,31/12/2018,CTXS,CITRIX SYSTEMS INC,17737610,102.46,134762,13807714520,
68857,31/01/2012,CVC,CABLEVISION SYSTEMS CORP,12686C10,14.55,225314,3278318700,
68857,29/02/2012,CVC,CABLEVISION SYSTEMS CORP,12686C10,14.23,220165,3132947950,
68857,30/03/2012,CVC,CABLEVISION SYSTEMS CORP,12686C10,14.68,220165,3232022200,
68857,30/04/2012,CVC,CABLEVISION SYSTEMS CORP,12686C10,14.82,218811,3242779020,
68857,31/05/2012,CVC,CABLEVISION SYSTEMS CORP,12686C10,11.44,216962,2482045280,
68857,29/06/2012,CVC,CABLEVISION SYSTEMS CORP,12686C10,13.29,216962,2883424980,
68857,31/07/2012,CVC,CABLEVISION SYSTEMS CORP,12686C10,15.34,216962,3328197080,
68857,31/08/2012,CVC,CABLEVISION SYSTEMS CORP,12686C10,14.95,212262,3173316900,
68857,28/09/2012,CVC,CABLEVISION SYSTEMS CORP,12686C10,15.85,212262,3364352700,
68857,31/10/2012,CVC,CABLEVISION SYSTEMS CORP,12686C10,17.42,212262,3697604040,
68857,30/11/2012,CVC,CABLEVISION SYSTEMS CORP,12686C10,13.84,209022,2892864480,
68857,31/12/2012,CVC,CABLEVISION SYSTEMS CORP,12686C10,14.94,209022,3122788680,
68857,31/01/2013,CVC,CABLEVISION SYSTEMS CORP,12686C10,14.64,209022,3060082080,
68857,28/02/2013,CVC,CABLEVISION SYSTEMS CORP,12686C10,13.99,210660,2947133400,
68857,28/03/2013,CVC,CABLEVISION SYSTEMS CORP,12686C10,14.96,210660,3151473600,
68857,30/04/2013,CVC,CABLEVISION SYSTEMS CORP,12686C10,14.86,213083,3166413380,
68857,31/05/2013,CVC,CABLEVISION SYSTEMS CORP,12686C10,15.12,212945,3219728400,
68857,28/06/2013,CVC,CABLEVISION SYSTEMS CORP,12686C10,16.82,212945,3581734900,
68857,31/07/2013,CVC,CABLEVISION SYSTEMS CORP,12686C10,18.69,212945,3979942050,
68857,30/08/2013,CVC,CABLEVISION SYSTEMS CORP,12686C10,17.73,213260,3781099800,
68857,30/09/2013,CVC,CABLEVISION SYSTEMS CORP,12686C10,16.84,213260,3591298400,
68857,31/10/2013,CVC,CABLEVISION SYSTEMS CORP,12686C10,15.55,213260,3316193000,
68857,29/11/2013,CVC,CABLEVISION SYSTEMS CORP,12686C10,16.77,213464,3579791280,
68857,31/12/2013,CVC,CABLEVISION SYSTEMS CORP,12686C10,17.93,213464,3827409520,
68857,31/01/2014,CVC,CABLEVISION SYSTEMS CORP,12686C10,16.04,213464,3423962560,
68857,28/02/2014,CVC,CABLEVISION SYSTEMS CORP,12686C10,17.6,213501,3757617600,
68857,31/03/2014,CVC,CABLEVISION SYSTEMS CORP,12686C10,16.87,213501,3601761870,
68857,30/04/2014,CVC,CABLEVISION SYSTEMS CORP,12686C10,16.7,216364,3613278800,
68857,30/05/2014,CVC,CABLEVISION SYSTEMS CORP,12686C10,17.63,216459,3816172170,
68857,30/06/2014,CVC,CABLEVISION SYSTEMS CORP,12686C10,17.65,216459,3820501350,
68857,31/07/2014,CVC,CABLEVISION SYSTEMS CORP,12686C10,19.22,216459,4160341980,
68857,29/08/2014,CVC,CABLEVISION SYSTEMS CORP,12686C10,18.51,216996,4016595960,
68857,30/09/2014,CVC,CABLEVISION SYSTEMS CORP,12686C10,17.51,216996,3799599960,
68857,31/10/2014,CVC,CABLEVISION SYSTEMS CORP,12686C10,18.62,216996,4040465520,
68857,28/11/2014,CVC,CABLEVISION SYSTEMS CORP,12686C10,20.32,219492,4460077440,
68857,31/12/2014,CVC,CABLEVISION SYSTEMS CORP,12686C10,20.64,219492,4530314880,
68857,30/01/2015,CVC,CABLEVISION SYSTEMS CORP,12686C10,18.92,219492,4152788640,
68857,27/02/2015,CVC,CABLEVISION SYSTEMS CORP,12686C10,18.78,220078,4133064840,
68857,31/03/2015,CVC,CABLEVISION SYSTEMS CORP,12686C10,18.3,220078,4027427400,
68857,30/04/2015,CVC,CABLEVISION SYSTEMS CORP,12686C10,19.98,221568,4426928640,
68857,29/05/2015,CVC,CABLEVISION SYSTEMS CORP,12686C10,24.51,221449,5427714990,
68857,30/06/2015,CVC,CABLEVISION SYSTEMS CORP,12686C10,23.94,221449,5301489060,
68857,31/07/2015,CVC,CABLEVISION SYSTEMS CORP,12686C10,28.22,221449,6249290780,
68857,31/08/2015,CVC,CABLEVISION SYSTEMS CORP,12686C10,25.17,222337,5596222290,
68857,30/09/2015,CVC,CABLEVISION SYSTEMS CORP,12686C10,32.47,222604,7227951880,
68857,30/10/2015,CVC,CABLEVISION SYSTEMS CORP,12686C10,32.59,222604,7254664360,
68857,30/11/2015,CVC,CABLEVISION SYSTEMS CORP,12686C10,30.5,222589,6788964500,
68857,31/12/2015,CVC,CABLEVISION SYSTEMS CORP,12686C10,31.9,222582,7100365800,
